rid,eu_name,authorid,match_type,host_id,source,n_papers,cn_name,field_text,inst_text,year,gold_authorid
3890,袁洪林,A5101463909,exact,I37802460,round4_maxpapers,202,袁洪林,同位素地球化学,西北大学,2018,
3891,王勤,A5100341261,exact,I881766915,round4_maxpapers,979,王勤,流变学与岩石物理,南京大学,2018,
3892,张小红,A5100330119,exact,I37461747,round4_maxpapers,1954,张小红,多频多模 GNSS 精密单点定位理论方法与应用,武汉大学,2018,
3893,朱建喜,A5090023602,exact,I3018690959,round2_inst,386,朱建喜,矿物学,中国科学院广州地球化学研究所,2018,
3894,张明义,A5100671757,exact,,round4_maxpapers,900,张明义,冻土与寒区工程,中国科学院寒区旱区环境与工程研究所,2018,
3895,林强,A5108635429,exact,I4210103685,round4_maxpapers,324,林强,海马生物地理格局与环境适应,中国科学院南海海洋研究所,2018,
3896,陈显尧,A5024291314,exact,I59028903,round4_maxpapers,97,陈显尧,海洋年代际变异机制及其在全球气候变化中的作用,中国海洋大学,2018,
3897,李超,A5100323221,exact,I3124059619,round3_semantic,61,李超,地球生物学,中国地质大学(武汉),2018,
3898,孙建奇,A5101516034,exact,I4210152758,round4_maxpapers,171,孙建奇,中高纬气候系统变化及短期气候预测,中国科学院大气物理研究所,2018,
3899,祁生文,A5089929050,exact,I4210126061,round3_semantic,3,祁生文,岩体工程地质力学,中国科学院地质与地球物理研究所,2018,
3900,吴永红,A5046289405,exact,I4210165559,round4_maxpapers,317,吴永红,相界面过程与效应,中国科学院南京土壤研究所,2018,
3901,何贤强,A5037623697,exact,I4210109544,round2_inst,320,何贤强,海洋水色遥感:辐射传输与大气校正,国家海洋局第二海洋研究所,2018,
3902,车慧正,A5024019310,exact,I4210133131,round4_maxpapers,416,车慧正,气溶胶光学-辐射特性及其气候环境效应,中国气象科学研究院,2018,
3903,刘良云,A5100349600,exact,,round4_semtie,540,刘良云,植被定量遥感,中国科学院遥感与数字地球研究所,2018,
3904,杨志明,A5101767240,exact,I4210126061,round2_inst,150,杨志明,矿床学,中国地质科学院地质研究所,2018,
3905,曾小勤,A5017093588,exact,I183067930,round4_maxpapers,562,曾小勤,先进镁合金设计与制备,上海交通大学,2018,
3906,盛国平,A5070427334,exact,I126520041,round3_semantic,2,盛国平,水污染控制,中国科学技术大学,2018,
3907,周昊,A5003662541,exact,I76130692,round4_maxpapers,649,周昊,多相流动燃烧,浙江大学,2018,
3908,田富强,A5068525466,exact,I99065089,round4_maxpapers,311,田富强,流域水文模拟及预报,清华大学,2018,
3909,卫海桥,A5023261675,exact,I162868743,round4_maxpapers,291,卫海桥,内燃机爆震机理与优化控制,天津大学,2018,
3910,邹如强,A5078663016,exact,I20231570,round2_inst,508,邹如强,功能多孔材料,北京大学,2018,
3911,李越,A5100387764,exact,I2802624667,round4_maxpapers,945,李越,金属周期微/纳结构超材料及其光学特性研究,中国科学院合肥物质科学研究院,2018,
3912,刘润,A5100341950,exact,I162868743,round4_maxpapers,217,刘润,海洋结构与地基耦合作用,天津大学,2018,
3913,曹炳阳,A5102879630,exact,I99065089,round4_maxpapers,16,曹炳阳,微纳尺度导热,清华大学,2018,
3914,王立平,A5112315758,exact,I4210165339,round4_maxpapers,1329,王立平,海洋环境机械表面与界面,中国科学院宁波材料技术与工程研究所,2018,
3915,花为,A5100403937,exact,I76569877,round4_maxpapers,778,花为,电动汽车用新型磁通切换电机系统基础理论研究,东南大学,2018,
3916,林波荣,A5008020574,exact,I99065089,round4_maxpapers,255,林波荣,绿色建筑环境营造与节能,清华大学,2018,
3917,翟长海,A5072444192,exact,I204983213,round4_maxpapers,183,翟长海,强地震动特征及结构抗震设防,哈尔滨工业大学,2018,
3918,杨仲轩,A5054315925,exact,I76130692,round4_maxpapers,318,杨仲轩,岩土力学与基础工程,浙江大学,2018,
3919,郭宝春,A5087615704,exact,I90610280,round4_maxpapers,245,郭宝春,橡胶材料的多重网络设计与性能调控,华南理工大学,2018,
3920,柳延辉,A5108114518,exact,I4210159876,round4_maxpapers,415,柳延辉,非晶态合金,中国科学院物理研究所,2018,
3921,付世晓,A5037130051,exact,I183067930,round4_maxpapers,242,付世晓,海洋工程流固耦合实验与理论,上海交通大学,2018,
3922,高亮,A5017886286,exact,I47720641,round4_maxpapers,1142,高亮,车间调度的理论与方法,华中科技大学,2018,
3923,邱丽荣,A5103082528,exact,I125839683,round2_inst,192,邱丽荣,机械测试理论、方法与技术,北京理工大学,2018,
3924,周伟,A5100636968,exact,I37461747,round4_maxpapers,824,周伟,水工结构静动力性能分析与控制,武汉大学,2018,
3925,付强,A5065153972,exact,I169572211,round4_maxpapers,955,付强,农田土壤冻融过程的水土环境效应,东北农业大学,2018,
3926,刘绍琴,A5001741146,exact,I204983213,round4_maxpapers,207,刘绍琴,无机非金属类生物材料,哈尔滨工业大学,2018,
3927,唐桂华,A5061140074,exact,I87445476,round4_maxpapers,335,唐桂华,微纳尺度传热传质,西安交通大学,2018,
3928,陈瑞润,A5033084673,exact,I204983213,round4_maxpapers,414,陈瑞润,电磁冷坩埚熔炼与凝固,哈尔滨工业大学,2018,
3929,冉千平,A5001165502,exact,I4210086186,round2_inst,214,冉千平,水泥基材料高性能化,江苏省建筑科学研究院有限公司,2018,
3930,王东,A5100391508,exact,I2800710378,round4_maxpapers,1125,王东,舰船大功率多相永磁电机系统,中国人民解放军海军工程大学,2018,
3931,王丽伟,A5100406718,exact,I183067930,round4_maxpapers,345,王丽伟,复合吸附特性及新型低品位热能转换循环,上海交通大学,2018,
3932,孙艳明,A5076839744,exact,I82880672,round4_maxpapers,242,孙艳明,有机光电功能材料与器件,北京航空航天大学,2018,
3933,闵小波,A5101527415,exact,I139660479,round4_maxpapers,196,闵小波,有色冶金环境工程,中南大学,2018,
3934,张铁锐,A5042712935,exact,I4210140689,round4_maxpapers,448,张铁锐,能量转换纳米催化材料,中国科学院理化技术研究所,2018,
3935,蔡开勇,A5023252191,exact,I158842170,round4_maxpapers,514,蔡开勇,生物医用材料表界面,重庆大学,2018,
3936,刘岗,A5100412458,exact,I4210126304,round4_maxpapers,785,刘岗,太阳能驱动光催化材料,中国科学院金属研究所,2018,
3937,陈焱,A5100378075,exact,I162868743,round4_maxpapers,713,陈焱,机构运动学与折展结构,天津大学,2018,
3938,丁轶,A5016874353,exact,I136765683,round4_maxpapers,560,丁轶,纳米多孔金属能源材料,天津理工大学,2018,
3939,李兴文,A5041607266,exact,I87445476,round4_maxpapers,560,李兴文,气体电弧物理及特性控制,西安交通大学,2018,
3940,黄晓宇,A5063205289,exact,I4210112946,round4_maxpapers,305,黄晓宇,聚合物分子刷及其功能材料,中国科学院上海有机化学研究所,2018,
3941,秦波涛,A5040108310,exact,I25757504,round4_maxpapers,97,秦波涛,煤矿热动力灾害防治,中国矿业大学,2018,
3942,王开云,A5079076715,exact,I4800084,round4_maxpapers,256,王开云,轨道车辆动力学及服役安全,西南交通大学,2018,
3943,徐昕,A5053112608,exact,I170215575,round4_maxpapers,697,徐昕,机器人自主控制与学习,中国人民解放军国防科技大学,2018,
3944,廖志敏,A5037696029,exact,I20231570,round2_inst,255,廖志敏,低维材料物理与功能器件,北京大学,2018,
3945,尹建伟,A5069353502,exact,I76130692,round4_maxpapers,450,尹建伟,服务计算,浙江大学,2018,
3946,唐杰,A5100708602,exact,I99065089,round4_maxpapers,686,唐杰,知识发现与知识工程,清华大学,2018,
3947,徐恪,A5100665814,exact,I99065089,round4_maxpapers,709,徐恪,互联网流量管理与路由交换技术,清华大学,2018,
3948,廖小飞,A5022398389,exact,I47720641,round4_semtie,412,廖小飞,并行分布式计算,华中科技大学,2018,
3949,田永鸿,A5023918894,exact,I20231570,round3_semantic,521,田永鸿,图像视频分析,北京大学,2018,
3950,陈岐岱,A5058110234,exact,I194450716,round4_maxpapers,387,陈岐岱,飞秒激光微纳加工,吉林大学,2018,
3951,冯晶,A5101964445,exact,I194450716,round4_maxpapers,670,冯晶,有机半导体光电子学与光电器件,吉林大学,2018,
3952,赵强,A5072566242,exact,I41198531,round4_semtie,610,赵强,有机光电子学,南京邮电大学,2018,
3953,邢孟道,A5021408538,exact,I149594827,round4_maxpapers,822,邢孟道,合成孔径雷达成像,西安电子科技大学,2018,
3954,王密,A5100742710,exact,I37461747,round4_maxpapers,206,王密,高分辨率卫星遥感影像精准处理与智能服务,武汉大学,2018,
3955,朱涛,A5027445238,exact,I158842170,round4_maxpapers,1117,朱涛,超窄线宽激光器及传感技术,重庆大学,2018,
3956,潘力佳,A5053918463,exact,I881766915,round2_inst,219,潘力佳,半导体聚合物与传感器件,南京大学,2018,
3957,何斌,A5100671882,exact,I116953780,round4_maxpapers,1197,何斌,智能检测与计算感知,同济大学,2018,
3958,李赞,A5100697315,exact,I149594827,round4_maxpapers,468,李赞,智能隐蔽通信理论与关键技术,西安电子科技大学,2018,
3959,周明辉,A5065977454,exact,I20231570,round3_semantic,224,周明辉,开源软件开发,北京大学,2018,
3960,杨林,A5025931500,exact,I4210149211,round4_maxpapers,295,杨林,硅基光子集成,中国科学院半导体研究所,2018,
3961,林媛,A5077040105,exact,I150229711,round4_maxpapers,466,林媛,可延展柔性无机薄膜传感器,电子科技大学,2018,
3962,翁健,A5082041657,exact,I159948400,round4_maxpapers,562,翁健,公钥密码学,暨南大学,2018,
3963,刘青山,A5100404959,exact,I200845125,round4_semtie,358,刘青山,视觉特征表示与学习,南京信息工程大学,2018,
3964,华长春,A5100380201,exact,I39333907,round2_inst,689,华长春,非线性时滞系统理论与应用,燕山大学,2018,
3965,陈谋,A5024678101,exact,I9842412,round4_maxpapers,418,陈谋,大机动无人机智能控制基础理论与应用,南京航空航天大学,2018,
3966,姜海峰,A5112317901,exact,I4210093645,round2_inst,106,姜海峰,光纤光频梳及其精密测量应用,中国科学院国家授时中心,2018,
3967,付俊,A5042145194,exact,I9224756,round4_maxpapers,369,付俊,非线性动态系统的控制与优化,东北大学,2018,
3968,袁媛,A5100334733,exact,I4210144662,round4_maxpapers,1170,袁媛,高光谱图像分析与处理,中国科学院西安光学精密机械研究所,2018,
3969,刘琦,A5100453264,exact,I4210119392,round4_maxpapers,742,刘琦,阻变器件机理与性能调控,中国科学院微电子研究所,2018,
3970,王宇,A5100740712,exact,I4210110458,round4_maxpapers,714,王宇,星载合成孔径雷达,中国科学院电子学研究所,2018,
3971,王军波,A5109218676,exact,I4210110458,round4_maxpapers,358,王军波,MEMS传感器,中国科学院电子学研究所,2018,
3972,田轩,A5004735664,exact,I99065089,round4_maxpapers,133,田轩,工商管理,清华大学,2018,
3973,何斯迈,A5039806740,exact,I181679659,round4_maxpapers,71,何斯迈,管理科学,上海财经大学,2018,
3974,张炳,A5100389701,exact,I881766915,round3_semantic,451,张炳,环境管理与政策分析,南京大学,2018,
3975,温宗国,A5072721152,exact,I99065089,round4_semtie,169,温宗国,环境与生态管理,清华大学,2018,
3976,杨立兴,A5040786132,exact,I21193070,round4_maxpapers,272,杨立兴,轨道交通运输管理,北京交通大学,2018,
3977,梁哲,A5027961947,exact,I116953780,round4_maxpapers,57,梁哲,航空运营中的大规模组合优化问题及算法研究,同济大学,2018,
3978,吴德胜,A5100694948,exact,I4210165038,round4_maxpapers,489,吴德胜,复杂管理系统风险决策研究,中国科学院大学,2018,
3979,郑俊克,A5076932676,exact,I183067930,round4_maxpapers,120,郑俊克,造血干细胞和白血病干细胞生物学,上海交通大学,2018,
3980,刘万里,A5100358128,exact,I99065089,round4_maxpapers,1908,刘万里,B淋巴细胞基础免疫学,清华大学,2018,
3981,刘翠华,A5052306453,exact,I4210134982,round4_maxpapers,800,刘翠华,病原菌与宿主互作的分子机制,中国科学院微生物研究所,2018,
3982,高召兵,A5063492662,exact,I4210112820,round4_maxpapers,115,高召兵,离子通道药理学,中国科学院上海药物研究所,2018,
3983,孙金鹏,A5100663030,exact,I154099455,round4_maxpapers,199,孙金鹏,靶向GPCR偏向性信号途径的药理学研究,山东大学,2018,
3984,常永生,A5078302445,exact,I5740404,round4_maxpapers,113,常永生,糖脂代谢调控分子机理,天津医科大学,2018,
3985,刘喆,A5100462336,exact,I5740404,round4_maxpapers,636,刘喆,基因转录调控与肿瘤转移,天津医科大学,2018,
3986,齐炼文,A5025530383,exact,I161716053,round4_maxpapers,252,齐炼文,中药学,中国药科大学,2018,
3987,陈明周,A5100714017,exact,I37461747,round4_maxpapers,68,陈明周,RNA病毒感染和致病的分子机制,武汉大学,2018,
3988,林天歆,A5003905939,exact,I157773358,round4_maxpapers,342,林天歆,肿瘤学(膀胱癌淋巴转移的临床与基础研究),中山大学,2018,
3989,娄昕,A5009565631,exact,I2802939634,round4_maxpapers,296,娄昕,脑血管病影像学,中国人民解放军总医院,2018,
3990,秦骏,A5034097820,exact,I4210106477,round2_inst,306,秦骏,肿瘤表观遗传调控,中国科学院上海生命科学研究院,2018,
3991,岳伟华,A5013230389,exact,I20231570,round4_maxpapers,269,岳伟华,精神分裂症的遗传易感性研究,北京大学,2018,
3992,王红艳,A5100359682,exact,I4210106477,round4_maxpapers,177,王红艳,免疫细胞介导的炎症相关疾病,中国科学院上海生命科学研究院,2018,
3993,李洪林,A5101977776,exact,I143593769,round4_maxpapers,2417,李洪林,药物设计方法与应用,华东理工大学,2018,
3994,焦建伟,A5065888156,exact,I4210167311,round4_maxpapers,127,焦建伟,脑发育与疾病机理研究,中国科学院动物研究所,2018,
3995,王伊龙,A5101729009,exact,I183519381,round4_semtie,70,王伊龙,神经病学,首都医科大学,2018,
3996,匡铭,A5035163484,exact,I157773358,round4_maxpapers,505,匡铭,影像学(肿瘤精准消融),中山大学,2018,
3997,刘存志,A5016706609,exact,I17747738,round4_maxpapers,295,刘存志,中医针灸学,北京中医药大学,2018,
3998,刘玮,A5026848585,exact,,round4_maxpapers,3577,刘玮,新发虫媒传染病流行病学,中国人民解放军军事科学院军事医学研究院,2018,
3999,蔡军,A5100618263,exact,I4210161896,round4_maxpapers,225,蔡军,高血压病,中国医学科学院阜外医院,2018,
4000,叶玲,A5100646450,exact,I24185976,round4_maxpapers,578,叶玲,牙髓生物学,四川大学,2018,
4001,唐熠达,A5009171180,exact,I4210161896,round4_semtie,189,唐熠达,心血管内科学,中国医学科学院阜外医院,2018,
4002,郝峻巍,A5036367482,exact,I5740404,round2_inst,121,郝峻巍,免疫炎症与神经系统疾病,天津医科大学,2018,
4003,陆帅,A5086816369,exact,I24943067,round4_maxpapers,198,陆帅,反问题计算方法与数学理论,复旦大学,2019,
4004,袁军华,A5017819900,exact,I126520041,round4_maxpapers,79,袁军华,细菌运动的物理机制,中国科学技术大学,2019,
4005,林伟,A5100364628,exact,I24943067,round4_maxpapers,376,林伟,现代生物数学中的方法、理论及在交叉研究中的应用,复旦大学,2019,
4006,方德清,A5059794393,exact,I24943067,round4_semtie,174,方德清,放射性核束物理,复旦大学,2019,
4007,王记增,A5108047878,exact,I76214153,round4_maxpapers,198,王记增,固体力学,兰州大学,2019,
4008,顾为民,A5091206255,exact,I191208505,round4_maxpapers,251,顾为民,黑洞吸积与外流,厦门大学,2019,
4009,向导,A5055538318,exact,I183067930,round2_inst,218,向导,基于加速器的超快科学装置物理及关键技术,上海交通大学,2019,
4010,李婧,A5100337026,exact,I2802340896,round4_maxpapers,823,李婧,"太赫兹探测,射电天文",中国科学院紫金山天文台,2019,
4011,邵成刚,A5041521211,exact,I47720641,round4_maxpapers,225,邵成刚,精密引力实验中的噪声研究,华中科技大学,2019,
4012,卢海舟,A5019361101,exact,I3045169105,round2_inst,211,卢海舟,磁场中拓扑物质的电子输运理论,南方科技大学,2019,
4013,刘毅,A5100687684,exact,I20231570,round4_maxpapers,1915,刘毅,三维流形的拓扑与几何,北京大学,2019,
4014,杨振伟,A5106498549,exact,I99065089,round4_maxpapers,1659,杨振伟,重味强子的实验研究,清华大学,2019,
4015,杨越,A5100743975,exact,I20231570,round4_maxpapers,2388,杨越,湍流与转捩,北京大学,2019,
4016,田矗舜,A5101702993,exact,I4210125404,round2_inst,73,田矗舜,基于量子力学原理的统计物理基础之研究,中国科学院理论物理研究所,2019,
4017,邹长亮,A5007454142,exact,I205237279,round4_maxpapers,175,邹长亮,大规模数据统计推断,南开大学,2019,
4018,孙明波,A5033616786,exact,I170215575,round4_maxpapers,332,孙明波,超声速燃烧,中国人民解放军国防科技大学,2019,
4019,吕朝锋,A5017120677,exact,I76130692,round4_maxpapers,479,吕朝锋,非均质材料与结构力学,浙江大学,2019,
4020,何峰,A5036721634,exact,I183067930,round4_maxpapers,314,何峰,强场中的原子分子超快动力学研究,上海交通大学,2019,
4021,王春朋,A5101867398,exact,I194450716,round4_maxpapers,255,王春朋,偏微分方程,吉林大学,2019,
4022,刘睿,A5100448557,exact,I126520041,round4_maxpapers,430,刘睿,太阳物理,中国科学技术大学,2019,
4023,孙麓岩,A5064232134,exact,I99065089,round4_semtie,700,孙麓岩,超导量子计算,清华大学,2019,
4024,陈树琪,A5055783994,exact,I205237279,round4_maxpapers,264,陈树琪,少层人工微结构光场调控物理,南开大学,2019,
4025,姚小虎,A5101765310,exact,I90610280,round4_maxpapers,180,姚小虎,爆炸与冲击动力学,华南理工大学,2019,
4026,翁红明,A5065958779,exact,I4210159876,round3_semantic,419,翁红明,计算凝聚态物理,中国科学院物理研究所,2019,
4027,王正汹,A5100687842,exact,I27357992,round4_maxpapers,1518,王正汹,磁约束核聚变等离子体不稳定性,大连理工大学,2019,
4028,王立峰,A5100399614,exact,I9842412,round4_maxpapers,301,王立峰,南京航空航天大学,纳系统动力学,2019,
4029,潘兵,A5070819847,exact,I82880672,round4_maxpapers,307,潘兵,实验固体力学,北京航空航天大学,2019,
4030,骆军委,A5039172269,exact,I4210149211,round4_semtie,194,骆军委,半导体物理与器件物理,中国科学院半导体研究所,2019,
4031,贾宇,A5109946126,exact,I4210137180,round4_maxpapers,111,贾宇,量子色动力学高阶计算及有效场论,中国科学院高能物理研究所,2019,
4032,李婵颖,A5030878853,exact,I4210120485,round2_inst,77,李婵颖,中国科学院数学与系统科学研究院,非线性参数系统自适应控制,2019,
4033,武海斌,A5004870006,exact,I66867065,round4_maxpapers,113,武海斌,超冷量子气体,华东师范大学,2019,
4034,闫振亚,A5072375928,exact,I4210120485,round4_maxpapers,283,闫振亚,中国科学院数学与系统科学研究院,可积系统与复杂非线性波的数学理论及交叉应用,2019,
4035,李整林,A5101747052,exact,I4210099069,round4_maxpapers,186,李整林,深海声学及其应用,中国科学院声学研究所,2019,
4036,刘劲松,A5100414707,exact,,round4_maxpapers,681,刘劲松,Teichmuller 空间以及相关研究,中国科学院数学与系统科学研究院,2019,
4037,柳振鑫,A5005051690,exact,I27357992,round4_maxpapers,183,柳振鑫,大连理工大学,随机动力系统,2019,
4038,张本威,A5101577028,exact,I40963666,round4_semtie,545,张本威,高能核物理,华中师范大学,2019,
4039,赵公博,A5051811265,exact,I4210164580,round4_maxpapers,355,赵公博,中国科学院国家天文台,星系巡天宇宙学,2019,
4040,章福祥,A5033612713,exact,I180585399,round2_inst,290,章福祥,光催化全分解水制氢,中国科学院大连化学物理研究所,2019,
4041,王琳,A5100403169,exact,I24943067,round3_semantic,385,王琳,大气污染化学,复旦大学,2019,
4042,李卫华,A5100400668,exact,I24943067,round4_maxpapers,1217,李卫华,嵌段共聚物分相纳米结构的分子设计,复旦大学,2019,
4043,张文彬,A5100710811,exact,I20231570,round4_maxpapers,501,张文彬,精密结构高分子的设计、合成与组装,北京大学,2019,
4044,王初,A5038498865,exact,I20231570,round4_semtie,1,王初,化学生物学,北京大学,2019,
4045,陈晨,A5101847617,exact,I99065089,round4_maxpapers,2382,陈晨,纳米催化剂的理性设计和精准调控,清华大学,2019,
4046,朱听,A5100434324,exact,I99065089,round4_maxpapers,183,朱听,镜像化学生物学,清华大学,2019,
4047,张正彪,A5036802842,exact,I3923682,round4_maxpapers,335,张正彪,高分子精准合成,苏州大学,2019,
4048,汤平平,A5027832521,exact,,round4_semtie,9,汤平平,有机氟化学,南开大学,2019,
4049,车延科,A5009685639,exact,I4210155088,round2_inst,161,车延科,环境分析,中国科学院化学研究所,2019,
4050,史炳锋,A5058718448,exact,I76130692,round3_semantic,319,史炳锋,有机合成化学,浙江大学,2019,
4051,赵华章,A5100569115,exact,I20231570,round4_semtie,10,赵华章,环境化工,北京大学,2019,
4052,赵达慧,A5017330347,exact,I20231570,round3_semantic,258,赵达慧,有机高分子功能材料化学,北京大学,2019,
4053,叶树集,A5107997514,exact,I126520041,round4_maxpapers,1457,叶树集,中国科学技术大学,复杂体系的界面物理与化学,2019,
4054,王伟,A5069763141,exact,I881766915,round4_maxpapers,3868,王伟,单颗粒化学成像与测量,南京大学,2019,
4055,贾彦兴,A5013587375,exact,I20231570,round4_maxpapers,194,贾彦兴,天然产物全合成,北京大学,2019,
4056,吴长征,A5072144721,exact,I126520041,round3_semantic,278,吴长征,无机合成化学,中国科学技术大学,2019,
4057,卢兴,A5078853797,exact,I47720641,round4_maxpapers,574,卢兴,金属富勒烯化学,华中科技大学,2019,
4058,李先锋,A5100672492,exact,I180585399,round4_maxpapers,592,李先锋,液流电池膜材料及应用,中国科学院大连化学物理研究所,2019,
4059,王铁,A5048229670,exact,I4210155088,round2_inst,423,王铁,疾病体外分析检测,中国科学院化学研究所,2019,
4060,栾新军,A5088780516,exact,I37802460,round2_inst,319,栾新军,有机合成化学,西北大学,2019,
4061,曾杰,A5075571728,exact,I126520041,round4_maxpapers,568,曾杰,金属催化剂表界面配位结构对催化反应的调控机制,中国科学技术大学,2019,
4062,黄汉民,A5063833862,exact,I126520041,round4_maxpapers,305,黄汉民,金属催化有机合成化学,中国科学技术大学,2019,
4063,焦丽颖,A5035327253,exact,I99065089,round2_inst,133,焦丽颖,二维晶体化学与器件,清华大学,2019,
4064,李剑锋,A5100402504,exact,I191208505,round4_maxpapers,1744,李剑锋,电化学拉曼光谱分析,厦门大学,2019,
4065,钟羽武,A5026343813,exact,I4210155088,round2_inst,435,钟羽武,光功能金属有机化合物与光电化学,中国科学院化学研究所,2019,
4066,程方益,A5049506458,exact,I205237279,round2_inst,365,程方益,非整比电极材料化学,南开大学,2019,
4067,匡华,A5089085593,exact,I111599522,round4_maxpapers,641,匡华,基于手性纳米结构光学活性的细胞分析,江南大学,2019,
4068,葛子义,A5016131764,exact,I4210165339,round4_maxpapers,341,葛子义,有机太阳能电池,中国科学院宁波材料技术与工程研究所,2019,
4069,江智勇,A5017357026,exact,I75955062,round4_maxpapers,327,江智勇,新型不对称氢键催化,河南师范大学,2019,
4070,徐维林,A5085026059,exact,I4210092888,round4_maxpapers,331,徐维林,单分子单粒子水平的能源化学过程基础研究,中国科学院长春应用化学研究所,2019,
4071,袁荃,A5001940565,exact,I16609230,round4_maxpapers,380,袁荃,化学与生物传感,湖南大学,2019,
4072,杜建忠,A5011217965,exact,I116953780,round4_maxpapers,199,杜建忠,高分子囊泡,同济大学,2019,
4073,刘波,A5114377956,exact,I24185976,round4_maxpapers,3948,刘波,天然产物全合成,四川大学,2019,
4074,游雨蒙,A5005569088,exact,I76569877,round2_inst,283,游雨蒙,分子压电材料,东南大学,2019,
4075,伍志鲲,A5071069893,exact,I2802624667,round2_inst,260,伍志鲲,结构化学,中国科学院合肥物质科学研究院,2019,
4076,黄延强,A5054330732,exact,I180585399,round4_maxpapers,212,黄延强,载人密闭空间二氧化碳转化及应用,中国科学院大连化学物理研究所,2019,
4077,石峰,A5100775020,exact,I4210089297,round4_maxpapers,560,石峰,多相催化,中国科学院兰州化学物理研究所,2019,
4078,石伟群,A5080865424,exact,I4210137180,round4_maxpapers,953,石伟群,乏燃料后处理基础研究,中国科学院高能物理研究所,2019,
4079,潘丙才,A5088809937,exact,I881766915,round2_inst,381,潘丙才,水污染控制化学,南京大学,2019,
4080,杨宁,A5108053325,exact,I4210133325,round4_maxpapers,240,杨宁,多相反应器的介尺度模型及工程应用,中国科学院过程工程研究所,2019,
4081,樊江莉,A5073547897,exact,I27357992,round4_maxpapers,449,樊江莉,染料精细化工,大连理工大学,2019,
4082,刘培念,A5059828101,exact,I143593769,round4_maxpapers,229,刘培念,表面合成化学,华东理工大学,2019,
4083,李从刚,A5069253299,exact,I4210099135,round4_maxpapers,196,李从刚,核磁共振波谱学,中国科学院武汉物理与数学研究所,2019,
4084,杨恒权,A5003504831,exact,I181877577,round4_maxpapers,164,杨恒权,乳液界面催化,山西大学,2019,
4085,蓝斐,A5101882183,exact,I24943067,round4_maxpapers,119,蓝斐,组蛋白甲基化的动态调控机制,复旦大学,2019,
4086,蔡时青,A5066023144,exact,I4210106477,round2_inst,38,蔡时青,衰老的分子神经生物学机制研究,中国科学院上海生命科学研究院,2019,
4087,于黎,A5100345712,exact,I189210763,round4_maxpapers,1091,于黎,云南大学,哺乳动物分子系统发育和适应性进化,2019,
4088,向烨,A5100713722,exact,I99065089,round4_maxpapers,150,向烨,分子生物物理,清华大学,2019,
4089,秦国政,A5031850952,exact,I4210158097,round4_maxpapers,156,秦国政,园艺作物采后生物学,中国科学院植物研究所,2019,
4090,沈晓骅,A5026189830,exact,I99065089,round2_inst,75,沈晓骅,细胞命运决定中非编码核酸介导的转录和染色质调控,清华大学,2019,
4091,毕彦超,A5061428842,exact,I25254941,round4_semtie,167,毕彦超,认知心理学与认知神经科学,北京师范大学,2019,
4092,王晓伟,A5008496267,exact,I76130692,round4_maxpapers,315,王晓伟,媒介昆虫传播植物病毒,浙江大学,2019,
4093,晏向华,A5060337576,exact,I204823248,round4_maxpapers,75,晏向华,动物分子营养学,华中农业大学,2019,
4094,王应祥,A5088959897,exact,I24943067,round4_semtie,208,王应祥,植物生殖生物学,复旦大学,2019,
4095,张龙,A5100363498,exact,I76130692,round4_maxpapers,749,张龙,肿瘤细胞转移的内驱力与外泌体,浙江大学,2019,
4096,巫永睿,A5108337108,exact,I4210106477,round4_maxpapers,2515,巫永睿,玉米胚乳发育与遗传改良,中国科学院上海生命科学研究院,2019,
4097,姜长涛,A5004463159,exact,I20231570,round4_maxpapers,148,姜长涛,鞘脂神经酰胺与代谢性疾病,北京大学,2019,
4098,储诚进,A5010287013,exact,I157773358,round4_maxpapers,187,储诚进,群落生态学,中山大学,2019,
4099,杨力,A5112905610,exact,I4210106477,round4_semtie,418,杨力,计算生物学,中国科学院上海生命科学研究院,2019,
4100,杨辉,A5100334957,exact,I4210106477,round4_semtie,182,杨辉,基因编辑,中国科学院上海生命科学研究院,2019,
4101,潘巍峻,A5101667503,exact,I4210106477,round4_maxpapers,78,潘巍峻,造血干细胞归巢与增殖微环境研究,中国科学院上海生命科学研究院,2019,
4102,谌小维,A5100457823,exact,I151075929,round4_maxpapers,238,谌小维,中国人民解放军第三军医大学,系统神经科学,2019,
4103,徐强,A5088556682,exact,I204823248,round4_maxpapers,593,徐强,柑橘基因组学与遗传改良,华中农业大学,2019,
4104,于海鹏,A5081082423,exact,I47689461,round4_maxpapers,136,于海鹏,林木生物质精炼,东北林业大学,2019,
4105,谭安江,A5103155114,exact,I4210106477,round4_semtie,45,谭安江,昆虫生理生化,中国科学院上海生命科学研究院,2019,
4106,谭明乾,A5021734365,exact,I88372448,round4_maxpapers,342,谭明乾,食品营养组分包埋与递送机制,大连工业大学,2019,
4107,曹鹏,A5051067303,exact,I4210086405,round4_maxpapers,617,曹鹏,行为的神经生物学,北京生命科学研究所,2019,
4108,陶小荣,A5008707616,exact,I119454577,round4_maxpapers,93,陶小荣,植物病毒病害,南京农业大学,2019,
4109,柳振峰,A5100337369,exact,I4210112540,round2_inst,94,柳振峰,膜蛋白结构生物学,中国科学院生物物理研究所,2019,
4110,郭亚龙,A5046834679,exact,I4210158097,round2_inst,109,郭亚龙,植物适应性进化,中国科学院植物研究所,2019,
