rid,eu_name,authorid,match_type,host_id,source,n_papers,cn_name,field_text,inst_text,year,gold_authorid
2126,王韵,A5100377604,exact,I20231570,round4_maxpapers,1086,王韵,感觉系统神经生物学,北京大学,2009,A5100377604
2127,方方,A5100386859,exact,I20231570,round4_maxpapers,1440,方方,物体识别与表征的认知神经机制,北京大学,2009,A5100386859
2128,李蓬,A5100432747,exact,I99065089,round4_maxpapers,815,李蓬,生理学与病理学,清华大学,2009,A5100432747
2129,罗凌飞,A5110295326,exact,I142108993,round4_maxpapers,110,罗凌飞,发育生物学,西南大学,2009,A5110295326
2130,陈道峰,A5067462572,exact,I24943067,round4_maxpapers,237,陈道峰,中药化学,复旦大学,2009,A5067462572
2131,叶阳,A5032161199,exact,I4210112820,round4_maxpapers,289,叶阳,常用传统中药的主要化学物质基础与功效关系规律研究,中国科学院上海药物研究所,2009,A5100402381
2132,李川,A5100404421,exact,I4210112820,round4_maxpapers,325,李川,中药药代动力学,中国科学院上海药物研究所,2009,A5100404427
2134,娄红祥,A5020872682,exact,I154099455,round4_maxpapers,695,娄红祥,苔藓植物化学成分与生物学意义研究,山东大学,2009,A5020872682
2135,车永胜,A5091351560,exact,I4210134982,round2_inst,213,车永胜,特境真菌新结构药物候选化合物研究,中国科学院微生物研究所,2009,A5091351560
2136,胡立宏,A5001424435,exact,I4210112820,round4_maxpapers,479,胡立宏,天然药物化学,中国科学院上海药物研究所,2009,A5001424435
2137,李亚平,A5100462104,exact,I4210112820,round4_maxpapers,1012,李亚平,药物释放系统与分子药剂学,中国科学院上海药物研究所,2009,A5100462104
2138,王应明,A5100763509,exact,I80947539,round4_maxpapers,239,王应明,决策理论与方法,福州大学,2009,A5100763509
2139,赖明勇,A5100870030,exact,I16609230,round4_maxpapers,191,赖明勇,管理系统工程,湖南大学,2009,A5100870030
2140,李敏强,A5100643214,exact,I162868743,round4_maxpapers,877,李敏强,信息系统与管理(研究领域),天津大学,2009,A5101423504
2141,王小群,A5101625376,exact,I99065089,round4_maxpapers,201,王小群,金融资产定价、风险管理与创新算法,清华大学,2009,A5101625376
2142,宋林生,A5028930141,exact,I4210101167,round4_maxpapers,328,宋林生,扇贝免疫防御的分子机制,中国科学院海洋研究所,2009,A5028930141
2143,曾春雨,A5100672326,exact,I151075929,round4_semtie,9,曾春雨,心血管系统内科学,中国人民解放军第三军医大学,2009,A5100672327
2144,曾科,A5061545139,exact,I881766915,round4_maxpapers,78,曾科,病理生理学(白细胞炎症反应机制的深入研究),南京大学,2009,A5016915045
2145,余学清,A5014377000,exact,I157773358,round4_maxpapers,475,余学清,内科学(肾脏病学),中山大学,2009,A5014377000
2146,刘勇,A5115602420,exact,I4210106477,round4_maxpapers,678,刘勇,病理生理学,中国科学院上海生命科学研究院,2009,A5100724297
2147,倪中福,A5064079305,exact,I52158045,round4_maxpapers,337,倪中福,农学-作物遗传育种的理论与方法,中国农业大学,2009,A5064079305
2148,林福呈,A5073657704,exact,I76130692,round4_maxpapers,268,林福呈,植物病原真菌功能基因组学,浙江大学,2009,A5073657704
2149,王琛柱,A5102925423,exact,I4210167311,round4_maxpapers,143,王琛柱,农业昆虫与害虫防治,中国科学院动物研究所,2009,A5102925423
2150,申建波,A5016972291,exact,I52158045,round4_maxpapers,213,申建波,作物根际营养与养分高效利用,中国农业大学,2009,A5016972291
2151,庄诗美,A5035007445,exact,I157773358,round2_inst,125,庄诗美,肿瘤学(microRNA 在肿瘤血管生成中的作用及其调控机制),中山大学,2009,A5035007445
2152,曾绍群,A5058615051,exact,I47720641,round4_maxpapers,397,曾绍群,飞秒激光生物医学显微成像,华中科技大学,2009,A5058615051
2153,夏宁邵,A5078732636,exact,I191208505,round4_maxpapers,863,夏宁邵,病毒性传染病疫苗及血清学分子基础研究,厦门大学,2009,A5078732636
2154,陈雯,A5065697263,exact,I157773358,round4_maxpapers,772,陈雯,卫生毒理学,中山大学,2009,A5100673541
2155,范景莲,A5039035768,exact,I139660479,round4_maxpapers,114,范景莲,粉末冶金与粉体工程,中南大学,2009,A5039035768
2156,柴立元,A5079893090,exact,I139660479,round4_maxpapers,492,柴立元,有色冶炼减排与重金属污染物资源循环的基础研究,中南大学,2009,A5079893090
2157,王树新,A5100644556,exact,I162868743,round4_maxpapers,403,王树新,微创外科手术机器人动力学行为与系统设计方法研究,天津大学,2009,A5100644556
2158,张福成,A5035192026,exact,I39333907,round4_maxpapers,448,张福成,高速铁路辙叉制造技术基础研究,燕山大学,2009,A5035192026
2159,梁迎春,A5045549747,exact,I204983213,round4_maxpapers,190,梁迎春,超精密加工工艺与装备,哈尔滨工业大学,2009,A5045549747
2160,王时龙,A5100518932,exact,I158842170,round3_semantic,1,王时龙,制造系统与自动化,重庆大学,2009,A5100633954
2161,于达仁,A5100519691,exact,I204983213,round4_maxpapers,529,于达仁,航天推进器多场耦合流动控制及诊断,哈尔滨工业大学,2009,A5100519691
2162,吴慧英,A5035034196,exact,I183067930,round4_maxpapers,198,吴慧英,基于无源和有源方式的集成微纳系统高效热质传递理论与技术,上海交通大学,2009,A5035034196
2163,齐飞,A5076375120,exact,I126520041,round2_inst,549,齐飞,燃烧反应动力学,中国科学技术大学,2009,A5076375120
2164,何怡刚,A5020019416,exact,I16609230,round4_maxpapers,360,何怡刚,复杂电网络分析、综合与诊断,湖南大学,2009,A5020019416
2165,王秋良,A5075720732,exact,I4210128819,round4_maxpapers,638,王秋良,复杂磁场分布的极高磁场超导磁体科学,中国科学院电工研究所,2009,A5075720732
2166,邢锋,A5100432911,exact,I180726961,round4_maxpapers,845,邢锋,滨海混凝土基础设施劣化识别和基于可靠度的优化控制,深圳大学,2009,A5100432911
2167,何川,A5101783766,exact,I4800084,round4_maxpapers,158,何川,长大交通隧道建设与营运关键科学问题,西南交通大学,2009,A5091114864
2168,朱宏平,A5100616351,exact,I47720641,round4_maxpapers,163,朱宏平,结构健康监测与振动控制,华中科技大学,2009,A5100616351
2169,戴会超,A5112128078,exact,I161350542,round4_maxpapers,141,戴会超,水力学与水信息学,三峡大学,2009,A5112128078
2170,郑宏,A5110405039,exact,I4210140379,round4_maxpapers,317,郑宏,边坡稳定性分析的控制论方法,中国科学院武汉岩土力学研究所,2009,A5110405039
2171,杨强,A5100636286,exact,I99065089,round4_maxpapers,1306,杨强,水工结构和材料及施工,清华大学,2009,A5100636286
2172,牛志升,A5079749340,exact,I99065089,round4_semtie,512,牛志升,通信网络,清华大学,2009,A5079749340
2173,高西奇,A5050692023,exact,I76569877,round4_maxpapers,710,高西奇,通信与信号处理,东南大学,2009,A5050692023
2174,王永良,A5115621100,exact,,round4_maxpapers,514,王永良,机载雷达信号处理,中国人民解放军空军雷达学院,2009,A5100431048
2175,陈军,A5100450146,exact,I157773358,round4_maxpapers,1095,陈军,真空微电子学,中山大学,2009,A5100450146
2176,陈清,A5100371368,exact,I20231570,round4_maxpapers,1066,陈清,纳电子材料及相关器件基础研究,北京大学,2009,A5100371368
2177,周傲英,A5052916613,exact,I66867065,round3_semantic,2,周傲英,支持数据密集型计算的数据管理,华东师范大学,2009,A5101511862
2178,孙凝晖,A5101738013,exact,I4210090176,round4_maxpapers,185,孙凝晖,Exascale 计算的基础研究,中国科学院计算技术研究所,2009,A5101738013
2179,舒继武,A5101740783,exact,I99065089,round4_maxpapers,205,舒继武,大规模网络存储系统的可靠性关键技术研究,清华大学,2009,A5101740783
2180,汪国平,A5100366298,exact,I20231570,round4_maxpapers,456,汪国平,分布式虚拟现实技术,北京大学,2009,A5100366298
2181,薛德胜,A5102088464,exact,I76214153,round4_maxpapers,344,薛德胜,磁性纳米材料,兰州大学,2009,A5102088464
2182,蒋成保,A5090764787,exact,I82880672,round4_maxpapers,222,蒋成保,新型磁弹性材料取向生长、组织控制及多功能特性的研究,北京航空航天大学,2009,A5090764787
2183,孙大林,A5100519066,exact,I24943067,round4_maxpapers,239,孙大林,轻质金属络合物储氢材料,复旦大学,2009,A5100519066
2184,单智伟,A5033809816,exact,I87445476,round4_maxpapers,247,单智伟,微纳米尺度材料的结构和性能,西安交通大学,2009,A5033809816
2185,刘宏,A5100410352,exact,I154099455,round4_maxpapers,2627,刘宏,无机非金属类光电信息功能材料,山东大学,2009,A5100410352
2186,张弛,A5100458183,exact,I115592961,round4_maxpapers,1372,张弛,结构导向的功能簇合物非线性光学性能调制研究,江苏大学,2009,A5100458183
2187,王育华,A5115614314,exact,I76214153,round4_maxpapers,1046,王育华,无机发光材料,兰州大学,2009,A5115614314
2188,朱美芳,A5100643927,exact,I181326427,round4_semtie,678,朱美芳,聚合物纤维材料,东华大学,2009,A5100643927
2189,顾忠泽,A5034561583,exact,I76569877,round4_maxpapers,393,顾忠泽,光功能材料的微结构设计和应用,东南大学,2009,A5034561583
2190,林嘉平,A5085254274,exact,I143593769,round4_maxpapers,328,林嘉平,高分子材料结构与性能,华东理工大学,2009,A5085254274
2191,王笃金,A5078950986,exact,I4210155088,round4_maxpapers,477,王笃金,聚烯烃及其合金化材料的结构/性能关系研究与应用,中国科学院化学研究所,2009,A5078950986
2192,路庆华,A5103667721,exact,I183067930,round3_semantic,6,路庆华,聚合物表面分子工程,上海交通大学,2009,A5075900594
2193,李忠明,A5100728380,exact,I24185976,round4_maxpapers,734,李忠明,纳米微纤化增强聚合物共混物及其功能化,四川大学,2009,A5100728380
2194,蒋官澄,A5000390227,exact,I4210162190,round4_maxpapers,134,蒋官澄,洗井、固井、油层等损害与保护,中国石油大学(华东),2009,A5000390227
2195,朱苗勇,A5074972061,exact,I9224756,round4_maxpapers,257,朱苗勇,高品质钢精炼与连铸过程基础理论与应用,东北大学,2009,A5074972061
2196,李宝会,A5049773491,exact,I205237279,round4_maxpapers,195,李宝会,高分子物理与高分子物理化学,南开大学,2009,A5049773491
2197,赵江,A5062935892,exact,I4210155088,round4_maxpapers,352,赵江,空间受限高分子的单分子动态过程的研究,中国科学院化学研究所,2009,
2198,杨小牛,A5047444184,exact,I4210092888,round4_maxpapers,206,杨小牛,共轭高分子薄膜形态与性能调控,中国科学院长春应用化学研究所,2009,A5047444184
2199,刘宝红,A5100646291,exact,I24943067,round4_maxpapers,1010,刘宝红,电化学分析与微纳生物分析,复旦大学,2009,A5060480074
2200,张忠平,A5033959506,exact,I2802624667,round4_maxpapers,357,张忠平,高比表面分子印记的荧光传感分析方法,中国科学院合肥物质科学研究院,2009,A5033959506
2201,李正平,A5027676254,exact,I43337087,round4_maxpapers,240,李正平,高灵敏度分子诊断分析研究,河北大学,2009,A5027676254
2202,李根喜,A5047139347,exact,I113940042,round4_maxpapers,445,李根喜,生化分析及生物传感,上海大学,2009,A5047139347
2203,陈光进,A5007154958,exact,I4210162190,round4_maxpapers,88,陈光进,气体水合物,中国石油大学(北京),2009,A5058073103
2204,邱学青,A5071160405,exact,I90610280,round4_maxpapers,636,邱学青,木质素两亲聚合物的化工理论和技术,华南理工大学,2009,A5071160405
2205,李春忠,A5009144836,exact,I143593769,round4_semtie,959,李春忠,材料化学工程,华东理工大学,2009,A5009144836
2206,朱永法,A5004893546,exact,I99065089,round4_maxpapers,734,朱永法,环境污染物的高能效及高活性光催化降解研究,清华大学,2009,A5004893546
2207,朱本占,A5111501739,exact,I4210144289,round4_semtie,179,朱本占,环境化学,中国科学院生态环境研究中心,2009,A5111501739
2208,向华,A5062524393,exact,I4210134982,round2_inst,354,向华,极端嗜盐古菌遗传与生理代谢研究,中国科学院微生物研究所,2009,A5062524393
2209,林敏,A5101664238,exact,I4210167153,round4_maxpapers,195,林敏,联合固氮施氏假单胞菌A1501功能基因组研究,中国农业科学院生物技术研究所,2009,A5100697981
2210,郭德银,A5023916267,exact,I37461747,round4_maxpapers,242,郭德银,冠状病毒基因组复制的分子机制,武汉大学,2009,A5023916267
2211,钟扬,A5007870731,exact,I24943067,round4_maxpapers,290,钟扬,植物分子进化与系统生物学研究,复旦大学,2009,A5007870731
2212,黄继荣,A5102807362,exact,I4210106477,round4_maxpapers,53,黄继荣,植物G-蛋白信号转导及其调控叶绿体发育的机理研究,中国科学院上海生命科学研究院,2009,
2213,张劲松,A5077728681,exact,I4210124606,round3_semantic,2,张劲松,植物学,中国科学院遗传与发育生物学研究所,2009,
2214,杨仲南,A5059030289,exact,I21945476,round4_maxpapers,159,杨仲南,模式植物拟南芥花粉壁形成的分子机理,上海师范大学,2009,
2215,万师强,A5043368788,exact,I173899330,round2_inst,253,万师强,全球变化与陆地生态系统,河南大学,2009,
2216,傅声雷,A5029318548,exact,I4210120696,round4_semtie,290,傅声雷,土壤生态学,中国科学院华南植物园,2009,
2217,雷富民,A5055678184,exact,I4210167311,round4_maxpapers,332,雷富民,动物地理学/比较谱系生物地理学,中国科学院动物研究所,2009,
2218,刘迎芳,A5100687684,exact,I4210112540,round4_maxpapers,1915,刘迎芳,禽流感病毒RNA聚合酶结构与功能研究,中国科学院生物物理研究所,2009,
2219,许瑞明,A5054158659,exact,I4210112540,round4_maxpapers,91,许瑞明,参与基因表达调控的蛋白质复合物的结构研究,中国科学院生物物理研究所,2009,
2220,甘少波,A5112108116,exact,I20231570,round4_maxpapers,58,甘少波,微分动力系统,北京大学,2010,
2221,郭建华,A5005999266,exact,I184983240,round4_maxpapers,509,郭建华,应用统计方法研究,东北师范大学,2010,
2222,傅吉祥,A5049544378,exact,I24943067,round2_inst,59,傅吉祥,复几何,复旦大学,2010,
2223,芮和兵,A5101056690,exact,I66867065,round2_inst,70,芮和兵,代数学,华东师范大学,2010,
2224,尹会成,A5103240268,exact,I881766915,round4_maxpapers,133,尹会成,偏微分方程,南京大学,2010,
2225,邹文明,A5101705659,exact,I99065089,round4_maxpapers,228,邹文明,非线性泛函分析及其应用中的前沿问题,清华大学,2010,
2226,陈兵龙,A5065298790,exact,I157773358,round3_semantic,97,陈兵龙,几何分析,中山大学,2010,
2227,季葆华,A5021492848,exact,I125839683,round2_inst,182,季葆华,生物与仿生力学,北京理工大学,2010,
2228,申胜平,A5024764911,exact,I87445476,round4_maxpapers,260,申胜平,固体力学,西安交通大学,2010,
2229,康国政,A5080733637,exact,I4800084,round2_inst,528,康国政,先进材料的循环本构关系,西南交通大学,2010,
2230,黄志龙,A5100612628,exact,I76130692,round4_maxpapers,95,黄志龙,高维非线性随机动力学系统的响应与稳定性,浙江大学,2010,
2231,张泰华,A5069756245,exact,I55712492,round4_maxpapers,112,张泰华,实验固体力学,浙江工业大学,2010,
2232,梁恩维,A5020226724,exact,I150807315,round4_maxpapers,543,梁恩维,伽玛射线暴物理和宇宙学,广西大学,2010,
2233,陈鹏飞,A5017830297,exact,I881766915,round4_maxpapers,226,陈鹏飞,日冕物质抛射、太阳耀斑、日珥和其它活动,南京大学,2010,
2234,张军,A5100400217,exact,I4210164580,round4_maxpapers,4099,张军,日冕物质抛射爆发机制的研究,中国科学院国家天文台,2010,
2235,张鹏杰,A5088159502,exact,I2799714274,round4_maxpapers,249,张鹏杰,宇宙大尺度结构及其在基础物理中的应用,中国科学院上海天文台,2010,
2236,王建国,A5100336346,exact,I4210145278,round4_maxpapers,585,王建国,国防重大项目中的基础原子分子物理研究,北京应用物理与计算数学研究所,2010,
2237,马琰铭,A5088817033,exact,I194450716,round4_maxpapers,673,马琰铭,高压下凝聚态物质的新结构与新效应,吉林大学,2010,
2238,陈曦,A5100329996,exact,I99065089,round4_maxpapers,2064,陈曦,拓扑绝缘体中的新奇量子现象,清华大学,2010,
2239,何力新,A5036793185,exact,I126520041,round4_maxpapers,149,何力新,量子点物性及其在量子信息中的应用,中国科学技术大学,2010,
2240,易俗,A5004835193,exact,I4210125404,round4_maxpapers,611,易俗,偶极量子气体的物性及其应用的研究,中国科学院理论物理研究所,2010,
2241,雒建林,A5102970064,exact,I4210159876,round4_maxpapers,145,雒建林,强关联电子体系的热力学性质和磁性研究,中国科学院物理研究所,2010,
2242,颜学庆,A5086235306,exact,I20231570,round4_maxpapers,299,颜学庆,激光加速器,北京大学,2010,
2243,张丰收,A5101588437,exact,I25254941,round4_semtie,279,张丰收,重离子核物理,北京师范大学,2010,
2244,廖益,A5083605388,exact,I205237279,round4_maxpapers,108,廖益,粒子物理唯象学研究,南开大学,2010,
2245,吴明红,A5037998311,exact,I113940042,round4_maxpapers,624,吴明红,核技术及其应用,上海大学,2010,
2246,王晓光,A5100379569,exact,I76130692,round4_maxpapers,336,王晓光,量子信息学及其量子物理基础问题研究,浙江大学,2010,
2247,韩良,A5107940769,exact,I126520041,round4_maxpapers,576,韩良,TeV高能强子对撞实验物理研究,中国科学技术大学,2010,
2248,张亚文,A5100692580,exact,I20231570,round4_semtie,432,张亚文,无机化学,北京大学,2010,
2249,段春迎,A5058753442,exact,I27357992,round4_maxpapers,1345,段春迎,配位键导向的分子组装与荧光传感,大连理工大学,2010,
2250,崔勇,A5007046740,exact,I183067930,round4_maxpapers,494,崔勇,手性分子组装及功能设计,上海交通大学,2010,
2251,李广社,A5083293585,exact,I4210119098,round3_semantic,3,李广社,复合性能无机固体材料的合成和结构研究,中国科学院福建物质结构研究所,2010,
2252,游劲松,A5013525906,exact,I24185976,round4_maxpapers,577,游劲松,基于芳杂环C-H键直接官能化反应的荧光功能材料的构筑,四川大学,2010,
2253,雷爱文,A5087742087,exact,I37461747,round3_semantic,766,雷爱文,金属有机化学,武汉大学,2010,
2254,潘远江,A5100717344,exact,I76130692,round4_semtie,503,潘远江,有机分析,浙江大学,2010,
2255,罗三中,A5019656810,exact,I4210155088,round2_inst,397,罗三中,仿生不对称小分子催化和不对称催化反应研究,中国科学院化学研究所,2010,
2256,游书力,A5113826869,exact,I4210112946,round4_maxpapers,1088,游书力,碳氢键直接官能团化反应研究,中国科学院上海有机化学研究所,2010,
2257,唐智勇,A5067430528,exact,I4210141483,round4_maxpapers,672,唐智勇,纳米及介观结构,国家纳米科学中心,2010,
2258,李广涛,A5115589396,exact,I99065089,round4_maxpapers,441,李广涛,超分子功能化学体系的构建与组装,清华大学,2010,
2259,申文杰,A5019146446,exact,I180585399,round4_maxpapers,320,申文杰,形貌和尺寸可控的纳米催化材料及其反应性能研究,中国科学院大连化学物理研究所,2010,
2260,王毅琳,A5100449855,exact,I4210155088,round4_maxpapers,633,王毅琳,溶液中两亲分子聚集体的结构与功能调控,中国科学院化学研究所,2010,
2261,马旭村,A5047969879,exact,I4210159876,round4_maxpapers,249,马旭村,单自旋水平上表面反应与催化的量子效应研究,中国科学院物理研究所,2010,
2262,吴水珠,A5066444907,exact,I90610280,round4_maxpapers,249,吴水珠,含荧光生色团高分子体系的分子设计、聚集体结构中的相互作用及相关功能效应,华南理工大学,2010,
2263,吕中元,A5086545796,exact,I194450716,round4_semtie,367,吕中元,聚合物结构与动力学模拟,吉林大学,2010,
2264,朱新远,A5014616952,exact,I183067930,round4_maxpapers,509,朱新远,超支化聚合物的功能化及应用,上海交通大学,2010,
2265,占肖卫,A5044756341,exact,I20231570,round2_inst,532,占肖卫,稠环功能高分子的可控合成和光电性能研究,北京大学,2010,
2266,陆豪杰,A5101919746,exact,I24943067,round4_maxpapers,666,陆豪杰,蛋白质质谱鉴定新方法及其在蛋白质组学中的应用,复旦大学,2010,
2267,蒋兴宇,A5075755018,exact,I4210141483,round4_maxpapers,702,蒋兴宇,分析化学,国家纳米科学中心,2010,
2268,蒋健晖,A5028552398,exact,I16609230,round4_maxpapers,594,蒋健晖,生化分析及生物传感,湖南大学,2010,
2269,徐静娟,A5050812850,exact,I881766915,round4_maxpapers,660,徐静娟,智能界面的构建与生化分析系统研究,南京大学,2010,
2270,张书圣,A5100610309,exact,I15823474,round4_maxpapers,738,张书圣,肿瘤标志物的光电化学传感分析方法,临沂大学,2010,
2271,何静,A5081879366,exact,I75390827,round4_maxpapers,425,何静,介观结构催化和吸附材料,北京化工大学,2010,
2272,应汉杰,A5100689402,exact,I134687103,round4_maxpapers,454,应汉杰,基于能量ATP调控的生物系统催化的研究及应用,南京工业大学,2010,
2273,徐铜文,A5100623147,exact,I126520041,round4_maxpapers,836,徐铜文,膜分离,中国科学技术大学,2010,
2274,杨超,A5115602202,exact,I4210133325,round4_maxpapers,952,杨超,多相搅拌反应器的机理模型和模拟及新反应器应用基础,中国科学院过程工程研究所,2010,
2275,胡敏,A5045617018,exact,I20231570,round4_semtie,1074,胡敏,大气环境化学,北京大学,2010,
2276,刘景富,A5070736699,exact,I4210144289,round4_semtie,3,刘景富,环境分析化学与环境污染化学,中国科学院生态环境研究中心,2010,
2277,张玉忠,A5108166978,exact,I154099455,round4_maxpapers,1586,张玉忠,海洋适冷细菌的生理与生物化学研究,山东大学,2010,
2278,何正国,A5102851317,exact,I204823248,round4_maxpapers,52,何正国,微生物生物大分子相互作用,华中农业大学,2010,
2279,郭岩,A5041543923,exact,I52158045,round4_maxpapers,252,郭岩,植物逆境生理,中国农业大学,2010,
2280,王永红,A5100643753,exact,I4210124606,round4_semtie,250,王永红,植物学,中国科学院遗传与发育生物学研究所,2010,
2281,贺金生,A5061053379,exact,I20231570,round4_maxpapers,99,贺金生,植物功能属性及化学计量生态学,北京大学,2010,
2282,戴家银,A5066213995,exact,I4210167311,round4_maxpapers,242,戴家银,持久性污染物的生态毒理机制,中国科学院动物研究所,2010,
2283,朱教君,A5052481191,exact,I4210110024,round4_maxpapers,299,朱教君,防护林学,中国科学院沈阳应用生态研究所,2010,
2284,柴继杰,A5029053030,exact,I99065089,round2_inst,178,柴继杰,结构生物学,清华大学,2010,
2285,江涛,A5101911266,exact,I4210112540,round4_maxpapers,695,江涛,神经营养因子相关受体及其相互作用蛋白的结构与功能研究,中国科学院生物物理研究所,2010,
2286,蒋争凡,A5018827487,exact,I20231570,round4_maxpapers,114,蒋争凡,固有免疫及其细胞信号转导,北京大学,2010,
2287,陆巍,A5100673138,exact,I76569877,round4_semtie,171,陆巍,神经生物学,东南大学,2010,
2288,舒友生,A5112019019,exact,I25254941,round2_inst,103,舒友生,大脑皮层神经元的信号处理机制,北京师范大学,2010,
2289,章卫平,A5100657957,exact,I177933477,round4_maxpapers,491,章卫平,糖脂代谢的调节,中国人民解放军第二军医大学,2010,
2290,魏丽萍,A5022243401,exact,I20231570,round4_maxpapers,120,魏丽萍,天然反义核酸调控的生物信息平台建设及研究,北京大学,2010,
2291,杨崇林,A5065644123,exact,I4210124606,round3_semantic,55,杨崇林,细胞生物学,中国科学院遗传与发育生物学研究所,2010,
2292,肖磊,A5100723974,exact,I76130692,round4_maxpapers,193,肖磊,体细胞重编程,浙江大学,2010,
2293,李仕贵,A5045489434,exact,I37574244,round4_maxpapers,210,李仕贵,重穗型杂交稻的遗传改良与分子育种研究,四川农业大学,2010,
2294,金危危,A5082856725,exact,I52158045,round4_semtie,147,金危危,作物基因组学,中国农业大学,2010,
2295,张和平,A5100775543,exact,I120379545,round4_maxpapers,872,张和平,乳酸菌及乳品发酵剂基础研究,内蒙古农业大学,2010,
2296,张友军,A5065618924,exact,I4210119469,round4_maxpapers,543,张友军,农业昆虫学,中国农业科学院蔬菜花卉研究所,2010,
2297,叶恭银,A5040962519,exact,I76130692,round4_maxpapers,295,叶恭银,植物害虫生物防治,浙江大学,2010,
2298,廖红,A5100410307,exact,I101479585,round4_maxpapers,239,廖红,植物营养学,华南农业大学,2010,
2299,李枢强,A5072688213,exact,I4210167311,round4_semtie,710,李枢强,动物分类学,中国科学院动物研究所,2010,
2300,乔格侠,A5057652671,exact,I4210167311,round4_semtie,239,乔格侠,昆虫系统学与分类,中国科学院动物研究所,2010,
2301,赖仞,A5010238428,exact,I18489884,round4_maxpapers,320,赖仞,吸血节肢动物适应吸血生活的分子机制,中国科学院昆明动物研究所,2010,
2302,赵书红,A5065223172,exact,I204823248,round4_maxpapers,357,赵书红,猪遗传育种学,华中农业大学,2010,
2303,汪以真,A5057722089,exact,I76130692,round4_semtie,2,汪以真,动物营养与饲料科学,浙江大学,2010,
2304,刘爵,A5100702263,exact,I4210146959,round4_maxpapers,472,刘爵,动物分子病毒学与传染病防制,北京市农林科学院,2010,
2305,刘金华,A5100721117,exact,I52158045,round4_maxpapers,284,刘金华,动物传染病学,中国农业大学,2010,
2306,孙黎,A5064084743,exact,I4210101167,round4_maxpapers,392,孙黎,海水鱼类细菌性病害交叉免疫防治研究,中国科学院海洋研究所,2010,
2307,李小雁,A5100459416,exact,I25254941,round4_maxpapers,1071,李小雁,半干旱区土壤水文过程与植被响应,北京师范大学,2010,
2308,田立德,A5051335560,exact,I4210141476,round4_maxpapers,148,田立德,青藏高原稳定同位素水文学研究,中国科学院青藏高原研究所,2010,
2309,李芳柏,A5042908199,exact,,round4_semtie,416,李芳柏,土壤化学,广东省生态环境与土壤研究所,2010,
2310,贺纪正,A5068325756,exact,I4210144289,round4_maxpapers,476,贺纪正,土壤微生物生态学,中国科学院生态环境研究中心,2010,
2311,沈仁芳,A5039804380,exact,I4210165559,round4_maxpapers,231,沈仁芳,酸性土壤铝毒害和养分胁迫交互作用与植物协调适应机制,中国科学院南京土壤研究所,2010,
2312,王强,A5085403239,exact,I3018690959,round4_maxpapers,2650,王强,岩石学,中国科学院广州地球化学研究所,2010,
2313,余克服,A5025772761,exact,I4210103685,round4_maxpapers,402,余克服,第四纪地质学,中国科学院南海海洋研究所,2010,
2314,高俊,A5100776553,exact,I4210126061,round4_maxpapers,364,高俊,大地构造学,中国科学院地质与地球物理研究所,2010,
2315,李海龙,A5100440678,exact,I3125743391,round4_maxpapers,179,李海龙,海岸带水文地质学,中国地质大学(北京),2010,
2316,王非,A5115695181,exact,I4210126061,round4_maxpapers,328,王非,同位素地球化学,中国科学院地质与地球物理研究所,2010,
2317,沈延安,A5066691460,exact,I126520041,round2_inst,146,沈延安,地质历史中早期生命与环境的共同演化,中国科学技术大学,2010,
2318,王新明,A5100643640,exact,I3018690959,round3_semantic,1429,王新明,环境地球化学,中国科学院广州地球化学研究所,2010,
2319,刘青松,A5112066295,exact,I4210126061,round4_maxpapers,350,刘青松,地磁学,中国科学院地质与地球物理研究所,2010,
2320,黄清华,A5019243973,exact,I20231570,round4_maxpapers,345,黄清华,地球电磁学,北京大学,2010,
2321,庹先国,A5003683328,exact,I31595395,round4_maxpapers,153,庹先国,核地球物理勘探技术仪器开发及应用研究,成都理工大学,2010,
2322,窦贤康,A5048979922,exact,I126520041,round4_maxpapers,316,窦贤康,利用测风激光雷达资料进行重力波向上传播过程中的耗散和破碎特性的研究,中国科学技术大学,2010,
2323,陈文,A5065697263,exact,I4210152758,round4_maxpapers,772,陈文,东亚冬季风系统变异及其内动力学机理研究,中国科学院大气物理研究所,2010,
2324,胡永云,A5030157670,exact,I20231570,round4_maxpapers,1235,胡永云,全球气候变化背景下的平流层气候变化和臭氧恢复,北京大学,2010,
2325,蔡树群,A5012377508,exact,I4210103685,round4_semtie,152,蔡树群,物理海洋学,中国科学院南海海洋研究所,2010,
2326,谢周清,A5027809510,exact,I126520041,round4_maxpapers,245,谢周清,极地环境对全球变化的响应,中国科学技术大学,2010,
2327,许小红,A5100319787,exact,,round4_semtie,571,许小红,金属磁性薄膜材料,山西师范大学,2010,
2328,潘洪革,A5053786338,exact,I76130692,round4_maxpapers,536,潘洪革,轻金属基储能材料,浙江大学,2010,
2329,柳忠元,A5045926855,exact,I39333907,round4_semtie,521,柳忠元,磁性材料,燕山大学,2010,
2330,王俭秋,A5101941742,exact,I4210126304,round4_maxpapers,170,王俭秋,材料的力学化学交互作用机制研究,中国科学院金属研究所,2010,
2331,林元华,A5101549431,exact,I99065089,round4_maxpapers,360,林元华,铁性NiO/ZnO基异质薄膜的制备及其磁、电、光的调制,清华大学,2010,
2332,刘冰冰,A5100650370,exact,I194450716,round4_maxpapers,533,刘冰冰,高压下典型功能材料的新结构和新性质,吉林大学,2010,
