rid,eu_name,authorid,match_type,host_id
1151,Hanna Sofia Johannesson,A5037253165,fuzzy,I123387679
974,Nico Luc Marc Callewaert,A5015811382,fuzzy,I2802017950
713,Anat Herskovits,A5052845459,alias,I16391192
404,Guillaume Canaud,A5042298336,exact,I204730241
833,Fernando Calvo,A5047820703,alias,I134820265
259,Matthias Johannes Feige,A5079981447,alias,I62916508
2341,Julio Lloret Fillol,A5013865355,exact,I4210088955
2957,Nozair Ashraf Khawaja,A5047479579,alias,I75951250
30,Elodie Laine,A5076453514,alias,I39804081
650,Richard Roland Benton,A5104706685,fuzzy,I97565354
3033,Geoffroy Lesur,A5089298782,alias,I1294671590
3391,Aouatef Amade M'Charek,A5044269922,alias,I887064364
3514,Camille Georges Régis Roth,A5032110850,fuzzy,I1294671590
1981,Fernando Moreno-Herrero,A5018736467,exact,I134820265
1857,Anupam Sengupta,A5070447077,alias,I186903577
2484,Guy Rothblum,A5057788395,alias,I53964585
1685,Erez Zohar,A5001091267,exact,I16391192
197,Jerome Dejardin,A5017662368,exact,I154526488
2114,Hans Jakob Wörner,A5028381459,alias,I35440088
2657,Conor Mow-Lowry,A5087247789,alias,I865915315
1721,Robert Tohru Koenig,A5110721810,fuzzy,I62916508
2546,Anna-Leena Korhonen,A5108840344,fuzzy,I241749
936,"Christophe John,Willy Moreau",A5088460898,fuzzy,I1294671590
1054,Amelia-Elena Rotaru,A5050995136,exact,I177969490
3768,Susana Viegas,A5025252638,alias,I83558840
1835,Giulia Zanderighi,A5087557958,exact,I67311998
2931,Darrell Alec Patterson,A5036808066,exact,I51601045
1157,Felicity Clare Jones,A5036964699,fuzzy,I149899117
1416,Donato Giovannelli,A5050234558,alias,I71267560
2396,Gerhard Neumann,A5110467801,exact,I102335020
3894,Alexander John Marr,A5003689420,fuzzy,I241749
1470,Alexander Robinson,A5083919011,exact,I127251866
3397,Jaron Harambam,A5052722218,alias,I887064364
2744,Slawomir Porada,A5023448469,alias,I11923345
2977,Izaskun Jiménez-Serra,A5083920844,alias,I134820265
2911,Francois Courvoisier,A5021255066,exact,I1294671590
3278,Maria Malksoo,A5029193606,alias,I124055696
1346,Pierre Berger,A5030919165,exact,I1294671590
1740,Francesco Benini,A5097877650,alias,I138549579
229,Jonathan Lawrence Marchini,A5105365411,fuzzy,I40120149
1423,Eva Stueeken,A5038696331,alias,I16835326
2437,Georg Martius,A5001474340,exact,I8087733
3785,Inge Hinterwaldner,A5047963768,exact,I102335020
1217,Daniela Loessner,A5007482524,alias,I4210111834
3084,Catherine Elizabeth Cox Heymans,A5105619532,fuzzy,I98677209
2212,Fabian Pfrengle,A5020693561,exact,I92869138
1107,Dominic Wright,A5068690309,alias,I102134673
1627,Justin Zoppe,A5050775278,alias,I9617848
2452,Torsten Hoefler,A5035649184,exact,I35440088
655,Rui Manuel Marques Fernandes Da Costa,A5106131989,fuzzy,I113358080
1156,John Leo Quinn,A5061510230,fuzzy,I181231927
3743,Victor Gysembergh,A5087068413,alias,I1294671590
49,Orsolya Barabas,A5018719528,alias,I114457229
3795,Uri Gabbay,A5051066034,alias,I197251160
1294,Christian Webb,A5059014160,exact,I133731052
3386,Vinh-Kim Nguyen,A5108697247,exact,I951315
3152,Eduardo Perez,A5073946143,exact,I205092303
394,Louis Vermeulen,A5043831964,alias,I911458345
1052,Isabel Almudi,A5082959910,exact,I71999127
3843,Winfried Rudolf,A5048113968,alias,I74656192
4176,Daniel Li Chen,A5062328417,fuzzy,I4210092408
2847,Kirsi Mikkonen,A5079095012,alias,I133731052
2363,Martin Albrecht,A5066696423,alias,I118564535
3574,Siri Leknes,A5082617490,alias,I184942183
563,Ana Joao Gomes Rodrigues,A5065397933,fuzzy,I99682543
294,Ari Pekka Mähönen,A5011840407,alias,I133731052
836,Rachela Popovtzer,A5113367793,alias,I13955877
941,Henrik Zetterberg,A5110795268,alias,I881427289
418,Matthew Campbell,A5045438390,alias,I205274468
68,Thomas Arnesen,A5020100254,alias,I4432739
1344,Vincent Calvez,A5107984160,alias,I1294671590
1017,Matthias Fischer,A5072955190,exact,I149899117
1518,Michael Sigl,A5083174347,alias,I118564535
1022,Alexa Sadier,A5066329869,exact,I1294671590
1417,Tristan Biard,A5001590902,alias,I2802487185
3907,Debjani Bhattacharyya,A5020681699,exact,I202697423
2624,Clara Mihaela Ionescu,A5113990671,alias,I32597200
4144,Iselin Åsedotter Strønen,A5004921925,alias,I4432739
3234,Brian Barry,A5075497189,exact,I205274468
1070,Alexander Sang-Jae Suh,A5029225325,fuzzy,I4387155279
294,Ari Pekka Mähönen,A5106084712,exact,I133731052
2414,Maud Marchal,A5112286999,exact,I28221208
836,Rachela Popovtzer,A5112598084,exact,I13955877
404,Guillaume Canaud,A5103285860,exact,I204730241
415,Simon Holst Bekker-Jensen,A5102146618,fuzzy,I124055696
2814,Ignazio Maria Viola,A5103751380,exact,I98677209
1738,Matthias Schott,A5105239769,alias,I197323543
3545,Melinda Mills,A5106477940,alias,I40120149
2813,Wei Cao,A5064243515,alias,I98381234
3004,Stefan Kraus,A5103018213,alias,I23923803
3550,John Mansfield,A5111750966,alias,I202697423
1082,Thomas Couvreur,A5009560629,alias,I4210166444
2562,Yehuda Lindell,A5110911063,exact,I13955877
3081,Kazuya Koyama,A5103964693,alias,I63072094
3461,Hallvard Moe,A5070237569,exact,I4432739
3629,Alexander Schütz,A5110857976,alias,I161103922
2545,Leonardo Mariani,A5103325532,alias,I189158943
1175,Julián Valero Moreno,A5106859715,fuzzy,I204337017
1602,Xuekun Lu,A5024838764,exact,I166337079
2160,Véronique Van Speybroeck,A5071451863,exact,I32597200
2128,Alexandre Tkatchenko,A5026929463,alias,I186903577
1487,Yan Lavallée,A5059881705,exact,I8204097
400,Omry Koren,A5018377158,alias,I13955877
2672,Alexandre Aubry,A5038543649,exact,I1294671590
2556,Yee Whye Teh,A5064373793,alias,I40120149
4203,Sharon Elizabeth Marie Ashbrook,A5011998317,alias,I16835326
2562,Yehuda Lindell,A5033036383,exact,I13955877
2488,Matteo Maffei,A5059351004,alias,I145847075
3313,Harriet Hawkins,A5004391156,alias,I184558857
3663,Karin Roelofs,A5087340678,exact,I145872427
2812,Baptiste Sirjean,A5025630197,exact,I1294671590
1418,Velle Toll,A5046636343,exact,I56085075
2026,Chih-Jen Shih,A5084655324,exact,I35440088
2247,Henry Dube,A5042562320,exact,I181369854
2759,Xiaodong Liang,A5063637646,exact,I96673099
787,Marc Vaudel,A5037607788,exact,I4432739
2890,Gerasimos Konstantatos,A5000051253,exact,I179630473
1066,Fredrik Jutfelt,A5005103518,alias,I204778367
3295,Tobias Kuemmerle,A5060331729,exact,I39343248
3140,Janne Tukiainen,A5057106966,exact,I155660961
3316,Stefanie Walter,A5004723245,alias,I202697423
4214,Jonathan Lawrence Marchini,A5051043751,fuzzy,I40120149
1339,Alberto Enciso,A5021895389,exact,I134820265
2563,Michal Koucky,A5079600090,alias,I21250087
3334,Giuliano Di Baldassarre,A5050776780,alias,I123387679
1643,Sedat Nizamoglu,A5009830839,alias,I1351752
2743,Olga Fink,A5079637160,alias,I5124864
2145,Dan Oron,A5046587873,exact,I53964585
2622,Stelios Timotheou,A5024136638,alias,I34771391
1068,Mederic Diard,A5103264008,alias,I1850255
3473,Maria Melchior,A5020661226,exact,I154526488
3074,Arjen Van Der Wel,A5082408263,alias,I32597200
645,Julie Perroy,A5033599123,exact,I1294671590
2829,Agnese Seminara,A5079450620,exact,I83816512
4204,Stephen Taylor Liddle,A5086963679,fuzzy,I28407311
1518,Michael Sigl,A5023875272,exact,I118564535
1357,Siddhartha Mishra,A5101961582,exact,I35440088
1531,Karine Sellegri,A5028858445,alias,I1294671590
3156,Paolo Pinotti,A5063890448,alias,I71209653
221,Francesca Demichelis,A5070658179,exact,I193223587
2144,Rolf Erni,A5037189873,alias,I71824836
2108,Philipp Kukura,A5025711177,exact,I40120149
3927,Viktoria Von Hoffmann,A5040136128,alias,I157674565
2531,Stefan Mangard,A5015437576,exact,I4092182
2773,Gaetano Sardina,A5045406003,alias,I66862912
2201,Guillaume Lefèvre,A5021299818,alias,I1294671590
3702,Martine Robbeets,A5009459959,exact,I149899117
2405,Carola Doerr,A5040561209,alias,I1294671590
1230,Anna Rising,A5064378135,exact,I28166907
1764,Ronald Hanson,A5080823740,alias,I98358874
956,Shy Shoham,A5028417315,alias,I174306211
2282,Thibault Cantat,A5105981674,exact,I2738703131
4202,Tony Gilbert Lelievre,A5048560398,fuzzy,I142631665
3340,Oksana Mont,A5045512462,exact,I187531555
1413,Stefaan Vaes,A5090311858,alias,I99464096
3144,Ghazala Azmat,A5087433849,alias,I205092303
293,Julien Dumont,A5002172208,exact,I1294671590
4235,Silvio Olivier Rizzoli,A5061167925,fuzzy,I4210116730
690,Lars Dölken,A5069299747,exact,I34809795
1979,Michael Le Bars,A5010885870,exact,I1294671590
648,Thomas Misgeld,A5068651418,alias,I62916508
1995,Claire Wilhelm,A5034456156,exact,I204730241
2090,Claire Wilhelm,A5034456156,exact,I1294671590
3562,Marie Lallier,A5033180394,exact,I4210104355
3976,Jarosław Wilczynski,A5090156352,alias,I4210166460
3481,Sander Thomaes,A5069445706,exact,I193662353
1129,Kirsten Bomblies,A5064593721,alias,I35440088
3744,Enrique Jiménez,A5016395945,exact,I8204097
2150,Thorsten Hugel,A5061061667,alias,I161046081
2893,Erik Bitzek,A5063333508,alias,I4210106926
1447,Martin Schiller,A5050832722,exact,I124055696
2675,Heinz Koeppl,A5070544702,exact,I31512782
622,Nachum Ulanovsky,A5086304017,exact,I53964585
3985,David Zbíral,A5045121768,alias,I21449261
427,Roland Rad,A5082231210,alias,I2802619606
3049,Jean-Luc Lehners,A5066916947,alias,I149899117
48,Sergi Padilla-Parra,A5024498144,exact,I183935753
266,Ulrika Marklund,A5087519517,exact,I28166907
517,Yarden Cohen,A5052765012,alias,I53964585
2223,François Guérard,A5013200742,alias,I1294671590
3835,Koen De Temmerman,A5053621288,alias,I32597200
151,Tuuli Lappalainen,A5064165945,alias,I86987016
1471,Sophie Bonnet,A5083944985,alias,I4210166444
2998,Akira Endo,A5029659497,alias,I98358874
404,Guillaume Canaud,A5042298336,alias,I204730241
833,Fernando Calvo,A5047820703,exact,I134820265
2341,Julio Lloret Fillol,A5013865355,alias,I4210088955
30,Elodie Laine,A5076453514,exact,I39804081
4231,Richard Roland Benton,A5104706685,fuzzy,I97565354
1981,Fernando Moreno-Herrero,A5018736467,alias,I134820265
1857,Anupam Sengupta,A5070447077,exact,I186903577
1685,Erez Zohar,A5001091267,alias,I16391192
197,Jerome Dejardin,A5017662368,alias,I154526488
2114,Hans Jakob Wörner,A5028381459,exact,I35440088
1054,Amelia-Elena Rotaru,A5050995136,alias,I177969490
3768,Susana Viegas,A5025252638,exact,I83558840
1835,Giulia Zanderighi,A5087557958,alias,I67311998
2931,Darrell Alec Patterson,A5036808066,alias,I51601045
4215,Felicity Clare Jones,A5036964699,fuzzy,I149899117
2396,Gerhard Neumann,A5110467801,alias,I102335020
1470,Alexander Robinson,A5083919011,alias,I127251866
3397,Jaron Harambam,A5052722218,exact,I887064364
2911,Francois Courvoisier,A5021255066,alias,I1294671590
3278,Maria Malksoo,A5029193606,exact,I124055696
1346,Pierre Berger,A5030919165,alias,I1294671590
4214,Jonathan Lawrence Marchini,A5105365411,fuzzy,I40120149
1423,Eva Stueeken,A5038696331,exact,I16835326
2437,Georg Martius,A5001474340,alias,I8087733
1217,Daniela Loessner,A5007482524,exact,I4210111834
2212,Fabian Pfrengle,A5020693561,alias,I92869138
2452,Torsten Hoefler,A5035649184,alias,I35440088
4216,Rui Manuel Marques Fernandes Da Costa,A5106131989,fuzzy,I113358080
3743,Victor Gysembergh,A5087068413,exact,I1294671590
3795,Uri Gabbay,A5051066034,exact,I197251160
1294,Christian Webb,A5059014160,alias,I133731052
3386,Vinh-Kim Nguyen,A5108697247,alias,I951315
3152,Eduardo Perez,A5073946143,alias,I205092303
394,Louis Vermeulen,A5043831964,exact,I911458345
1052,Isabel Almudi,A5082959910,alias,I71999127
3843,Winfried Rudolf,A5048113968,exact,I74656192
3219,Daniel Li Chen,A5062328417,fuzzy,I4210092408
2847,Kirsi Mikkonen,A5079095012,exact,I133731052
3574,Siri Leknes,A5082617490,exact,I184942183
836,Rachela Popovtzer,A5113367793,exact,I13955877
1344,Vincent Calvez,A5107984160,exact,I1294671590
1017,Matthias Fischer,A5072955190,alias,I149899117
1022,Alexa Sadier,A5066329869,alias,I1294671590
1417,Tristan Biard,A5001590902,exact,I2802487185
3907,Debjani Bhattacharyya,A5020681699,alias,I202697423
4144,Iselin Åsedotter Strønen,A5004921925,exact,I4432739
3234,Brian Barry,A5075497189,alias,I205274468
294,Ari Pekka Mähönen,A5106084712,alias,I133731052
2414,Maud Marchal,A5112286999,alias,I28221208
836,Rachela Popovtzer,A5112598084,alias,I13955877
404,Guillaume Canaud,A5103285860,alias,I204730241
2814,Ignazio Maria Viola,A5103751380,alias,I98677209
1738,Matthias Schott,A5105239769,exact,I197323543
3545,Melinda Mills,A5106477940,exact,I40120149
2813,Wei Cao,A5064243515,exact,I98381234
3004,Stefan Kraus,A5103018213,exact,I23923803
2562,Yehuda Lindell,A5110911063,alias,I13955877
3461,Hallvard Moe,A5070237569,alias,I4432739
1602,Xuekun Lu,A5024838764,alias,I166337079
2819,Gerasimos Konstantatos,A5000051253,alias,I179630473
2890,Gerasimos Konstantatos,A5000051253,alias,I179630473
1691,Marco Vignati,A5003396902,alias,I861853513
1761,Maurizio Pierini,A5106315352,alias,I67311998
3643,Ellen Hamaker,A5078661846,alias,I193662353
888,Axel Rainer Schambach,A5054362291,fuzzy,I34809795
4198,Rebecca Jane Miriam Goss,A5073970185,fuzzy,I16835326
548,Tarja Malm,A5000776705,alias,I175532246
3634,Marios Philiastides,A5003661435,alias,I7882870
132,Jeroen De Ridder,A5071483953,exact,I3018483916
605,Simon Hippenmeyer,A5080499335,alias,I157556583
2013,Stephan Erich Reitzenstein,A5076333546,fuzzy,I4577782
3019,Hagai Perets,A5065198365,alias,I174306211
2343,Martin Georg Steinhart,A5042098091,fuzzy,I170658231
2552,Graham Cormode,A5031896681,exact,I39555362
1773,Nicola Poli,A5046684931,alias,I45084792
3681,Marius Vincent Peelen,A5025496546,alias,I145872427
1818,Uriel Levy,A5014032344,alias,I197251160
1084,Katie Field,A5004658874,alias,I91136226
2879,Baptiste Gault,A5086156055,exact,I4210106926
4035,Willemijn Geertje Ruberg,A5038179979,fuzzy,I193662353
2939,Joris Wilfried Maria Cornelius Thybaut,A5002483470,fuzzy,I32597200
2249,Ilja Voets,A5067632981,alias,I83019370
3682,Christopher Summerfield,A5031878516,alias,I40120149
2404,Claudio Orlandi,A5028570693,alias,I204337017
2082,Andreas Dahlin,A5086078070,exact,I66862912
3517,Michelle Kim Ryan,A5102865009,fuzzy,I23923803
1577,Martin Gysel Beer,A5069713424,alias,I2802229908
2507,Rafal Konrad Mantiuk,A5006381834,alias,I241749
879,Jenny Myers,A5064959070,alias,I28407311
2146,Jana Roithova,A5021283178,alias,I145872427
2568,Adrian Markus Perrig,A5056518136,fuzzy,I35440088
4009,Kirsty Penkman,A5019667982,exact,I52099693
1333,Simon Riche,A5005759805,alias,I198244214
1875,Julia Herzen,A5068706792,alias,I62916508
1787,Aleksandra Maria Walczak,A5016850339,fuzzy,I1294671590
3519,Marit Sissel Irene Skivenes,A5056629631,fuzzy,I4432739
2859,Martí Gich,A5081565629,exact,I134820265
281,Yvon Bernard Marie Jaillais,A5032149883,fuzzy,I1294671590
2284,Pol Besenius,A5090589031,alias,I197323543
843,Jan Kirschke,A5003938965,alias,I2802619606
1100,Vladimir Hampl,A5005884080,alias,I21250087
2572,Tomislav Dragicevic,A5078176748,exact,I96673099
1917,Dennis Meier,A5041645777,alias,I204778367
1177,Emma Andersson,A5030754446,exact,I28166907
2007,Mika Antero Sillanpää,A5103183710,fuzzy,I9927081
3279,Luis Simon,A5085626090,alias,I13469542
983,Ronit Satchi-Fainaro,A5061202040,exact,I16391192
2515,Francois-Xavier Leslie A Standaert,A5070542865,fuzzy,I95674353
869,Mathilde Touvier,A5106788643,alias,I154526488
1104,Aoife Mclysaght,A5038985205,alias,I205274468
3412,Harriet Over,A5056830537,exact,I52099693
1539,Daniel Roy Parsons,A5014681028,fuzzy,I191240316
997,Emily Mitchell,A5035554455,exact,I241749
2242,Thomas Magauer,A5062792519,alias,I190249584
2424,Maks Ovsjanikov,A5072368950,exact,I142476485
3929,Huw Groucutt,A5087955542,alias,I197854408
905,Francesca Meteora Buffa,A5075865182,alias,I71209653
549,Frederic Gambino,A5021903452,exact,I1294671590
752,Mark Wilson,A5027257135,alias,I2801081054
780,Ine Lentacker,A5010359444,exact,I32597200
2105,Julien Valette,A5005512319,exact,I2738703131
171,Igor Ulitsky,A5088681851,alias,I53964585
1186,Kaspar Valgepea,A5061031098,alias,I56085075
1588,Anne Mangeney,A5040857813,alias,I148261361
184,Benjamin Rowland,A5064187066,alias,I2898336195
1347,Wendy Joy Lowen,A5049922117,fuzzy,I149213910
3203,Ekaterina Zhuravskaya,A5003763829,exact,I57995698
2900,Philippe Christian Chatelain,A5068318937,fuzzy,I95674353
1261,Miia Kristina Lindstrom,A5068288716,fuzzy,I133731052
839,Sigurdur Yngvi Kristinsson,A5001522697,alias,I165368041
1488,Robert Hilton,A5003424407,exact,I40120149
589,Judit Makara,A5041538544,alias,I4210106880
340,Cedric Blanpain,A5079923302,alias,I132053463
3900,Marie-Louise Coolahan,A5030996704,alias,I188760350
1547,Rizlan Bernier-Latmani,A5065088339,exact,I5124864
2765,Alessandro Filippo Maria Pellegata,A5082619317,fuzzy,I93860229
89,Irina Gutsche,A5039571597,exact,I1294671590
3050,Pierre Beck,A5107368772,exact,I899635006
185,Shaul Shalev Itzkovitz,A5042875880,alias,I53964585
2586,Per Augustsson,A5017299669,exact,I187531555
3593,Delphine Oudiette,A5075924830,exact,I154526488
1088,Paul Kardol,A5006451019,alias,I298625061
2017,Katharina Jennifer Franke,A5058850173,alias,I75951250
624,Ileana Livia Opatz,A5071604538,fuzzy,I4210108711
878,Twan Lammers,A5079522186,exact,I4210120689
1304,Gabor Szabo,A5049960571,alias,I99464096
131,Bernhard Renard,A5005996110,alias,I143288331
3302,Joan Ballester,A5004971197,alias,I4210148332
868,Iñaki Comas Espadas,A5072542589,alias,I134820265
1364,Konstantinos Panagiotou,A5075970062,alias,I8204097
1200,Moussa Benhamed,A5065623920,alias,I204730241
1912,Robert Vácha,A5065633302,alias,I21449261
1121,Anna-Liisa Laine,A5089207824,alias,I202697423
1867,Matjaz Humar,A5071582293,alias,I3006985408
3075,Minna Maria Emilia Palmroth,A5006591924,alias,I133731052
3552,Okko Räsänen,A5016518233,alias,I166825849
1505,Angela Gallego-Sala,A5092652572,alias,I23923803
3855,Nicolai Sinai,A5024879309,alias,I40120149
56,Alessandro Costa,A5082896494,alias,I2801081054
1368,Yoel Shkolnisky,A5037804006,alias,I16391192
2423,Hayley Hung,A5061353073,alias,I98358874
431,Ravid Straussman,A5025259421,exact,I53964585
147,Nir Yosef,A5077844473,alias,I53964585
618,Petra Ritter,A5088192973,exact,I7877124
3483,Anna Matysiak,A5080204326,alias,I4654613
3276,Markus Wagner,A5039706040,exact,I129774422
1555,Maud Boyet,A5040237658,alias,I1294671590
2475,Amir Globerson,A5047817959,alias,I16391192
3599,Tom Schonberg,A5089277904,exact,I16391192
2574,Ori Katz,A5085243047,alias,I197251160
2392,Ambrus Kaposi,A5047340010,exact,I106118109
1096,Christina Kaiser,A5016630284,alias,I129774422
3024,Ingunn Kathrine Wehus,A5060541292,alias,I184942183
2948,Evan O'Connor,A5011943627,alias,I161593684
312,David Dolezel,A5019005016,alias,I4210164740
1865,Matthias Althammer,A5049392880,exact,I109144446
1248,Arnaud Pierre Gaby Gautier,A5074868501,fuzzy,I39804081
778,Mads Sylvest Bergholt,A5005663670,alias,I183935753
2944,Paolo Decuzzi,A5061631250,alias,I30771326
581,David Keays,A5062455516,alias,I8204097
3495,Ayse Uskul,A5076088486,alias,I162608824
2288,Michael James Ingleson,A5023948794,alias,I98677209
3167,Jan Kamiel S. De Loecker,A5085160521,fuzzy,I99464096
358,Direna Alonso-Curbelo,A5010025130,alias,I4210122345
3968,Michael Dee,A5056272544,alias,I169381384
3382,Martin Holbraad,A5043854209,alias,I45129253
3386,Vinh-Kim Nguyen,A5042365595,exact,I951315
1741,Christopher Beem,A5029616911,alias,I40120149
2413,Zvika Brakerski,A5023852532,alias,I53964585
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5107414648,fuzzy,I2801952686
3626,Stamatios Sotiropoulos,A5052140351,alias,I142263535
456,John Andrew Pospisilik,A5039760583,alias,I149899117
295,Sophie Janssens,A5062755318,alias,I2802017950
610,German Sumbre,A5023405833,exact,I154526488
3807,Ronit Ricci,A5089035675,exact,I197251160
1647,Christoph Kirchlechner,A5065769313,alias,I102335020
2276,Rubén Darío Costa,A5074355883,fuzzy,I62916508
539,Julien Bouvier,A5010173240,exact,I1294671590
3574,Siri Leknes,A5005944284,alias,I184942183
2044,Patricia Abellan,A5001002298,exact,I1294671590
3668,Catarina Dutilh Novaes,A5026914322,alias,I865915315
563,Ana Joao Gomes Rodrigues,A5058469610,fuzzy,I99682543
2087,Kevin Pagel,A5111180182,alias,I75951250
2312,Fabrice Philippe Pointillart,A5102110172,fuzzy,I1294671590
1313,Benjamin Gess,A5091000281,alias,I4577782
4059,Petra Marieke Sijpesteijn,A5008066033,alias,I121797337
1609,Samuel Jones,A5056464716,alias,I79619799
3264,Aisling Swaine,A5020464119,alias,I100930933
579,Marta Zlatic,A5059140736,alias,I241749
