rid,us_name,authorid,match_type,host_id
517,Alex F Kruckman,A5040705316,fuzzy,I100538780
1039,Christopher T Solomon,A5056737164,fuzzy,I3131038610
2570,Christine A France,A5029835043,fuzzy,I103187081
2764,Janet L Branchaw,A5012640180,fuzzy,I135310074
2106,YANG YANG,A5100397455,alias,I26538001
1385,Robert L Moore,A5013292610,fuzzy,I33213144
1409,Sergio Gago Masague,A5022346428,exact,I204250578
1016,Vijaya B Chalivendra,A5067265547,fuzzy,I100633361
1440,Shenghua Wu,A5088002090,alias,I83809506
2419,Yanan Wang,A5100322864,alias,I114395901
2330,Zhengtian Xu,A5010551166,alias,I193531525
865,Brani D Vidakovic,A5029550725,fuzzy,I91045830
2477,Xin Zhang,A5100327417,alias,I111088046
1158,Allyson C Tessin,A5006260867,fuzzy,I149910238
393,Anne E Egger,A5070908130,fuzzy,I29867402
2022,Yi Xue,A5089479936,alias,I84218800
836,Helene Le Mevel,A5015206859,exact,I196817621
1385,Robert L Moore,A5103364219,fuzzy,I33213144
920,Allan P Donsig,A5085341813,fuzzy,I114395901
266,Kerry Hamilton,A5018701949,alias,I55732556
247,David Futer,A5004718984,exact,I84392919
900,Jennifer J Kaplan,A5041853866,fuzzy,I169615421
1354,Irene V Pasquetto,A5024537982,fuzzy,I66946132
2581,Tamara L Clegg,A5030017220,fuzzy,I66946132
241,Kareem J El-Badry,A5039647198,fuzzy,I122411786
2224,Andy I Nguyen,A5015088254,fuzzy,I39422238
1443,Kyle Moor,A5081839704,alias,I121980950
566,Jane Bae,A5051222488,alias,I122411786
2094,Jun-Chau Chien,A5111549974,exact,I95457486
1309,Kevin Liang,A5016353383,alias,I71965598
189,MINGYU CAI,A5001420415,exact,I103635307
1817,Yalong Yang,A5050126617,alias,I130701444
2074,Yair Zick,A5076656216,alias,I24603500
2156,Yue Zhang,A5100333652,exact,I91045830
904,Michelle E Jarvie-Eggart,A5003417006,fuzzy,I11957088
1655,Ping Yang,A5100542594,alias,I91045830
863,Mohit N Iyyer,A5082767919,fuzzy,I66946132
2577,Dayoung Kim,A5100730533,alias,I859038795
2838,Matthew V Tirrell,A5112722855,fuzzy,I40347166
823,Olusola T Odeyomi,A5035313713,fuzzy,I35777872
2015,Jonathan D Sharp,A5032917150,fuzzy,I201448701
2906,Duy Ngo,A5103024092,exact,I141649380
115,Qiang Liu,A5100409471,alias,I114395901
2907,Jie Ding,A5100697347,alias,I130238516
1669,Xin Liang,A5057011942,alias,I143302722
1945,Matthew H Rosenzweig,A5017793144,fuzzy,I74973139
2495,Ben Xu,A5078442921,alias,I44461941
613,Jacob Downs,A5006823448,exact,I6750721
376,Shaowei Li,A5100742855,alias,I36258959
2263,Yuming P Zhang,A5041810986,fuzzy,I82497590
2667,Juan S Borrero,A5090676672,fuzzy,I2613432
553,Michael A Schultz,A5104075505,fuzzy,I201448701
608,Peter D Nencka,A5027749250,fuzzy,I83328450
1513,Shenglong Xu,A5025529150,alias,I91045830
1067,Shiyi Chen,A5076725206,exact,I155093810
2602,Peng Wang,A5101779357,alias,I58956616
1699,Jian-Xun Wang,A5085043351,alias,I205783295
2602,Peng Wang,A5011130586,alias,I58956616
635,Richard C Flagan,A5113788958,fuzzy,I122411786
2513,Wen Wu,A5066335935,alias,I368840534
488,Luca F Di Cerbo,A5029973500,fuzzy,I33213144
1799,Brian T Smith,A5070403672,fuzzy,I1338124936
2555,Nyssa Silbiger,A5066269572,alias,I1331384533
922,Peng Gao,A5051836631,alias,I859038795
1872,Catherine F Whittington,A5043257357,fuzzy,I107077323
1624,Ashley A Dineen,A5040983552,fuzzy,I95457486
1284,Kemp Plumb,A5018112647,fuzzy,I27804330
1615,Patricia S Thibodeau,A5082061293,fuzzy,I275799156
214,Laura H Gunn,A5055734767,fuzzy,I205783295
2342,An Wang,A5100419957,alias,I58956616
2373,Gabriele Farina,A5070571735,exact,I63966007
408,Ying Cui,A5084586546,alias,I95457486
1298,Bin Zhang,A5100392792,exact,I63966007
2065,Jing Li,A5100775910,exact,I368840534
2602,Peng Wang,A5018799884,alias,I58956616
1568,Xiaorui Liu,A5100621795,alias,I137902535
579,Clayton R Mulvihill,A5080431097,fuzzy,I157394403
12,Andrea Wei Coladangelo,A5091749382,alias,I201448701
2529,Vera Gluscevic,A5100460379,alias,I1174212
1884,Yuan Wang,A5030185541,fuzzy,I97018004
2633,Amitai Shenhav,A5071496598,alias,I95457486
2470,Sabrina Neuman,A5013815284,alias,I111088046
2243,Alexander Perry,A5108254938,alias,I27837315
586,Erica Cline,A5111125734,exact,I201448701
2477,Xin Zhang,A5100327406,exact,I111088046
1270,Yaofa Li,A5051282109,alias,I103635307
529,William M Mongan,A5045056426,fuzzy,I177753169
2469,Richard C Thompson,A5101662707,fuzzy,I84470341
181,Gong Chen,A5100389843,alias,I130701444
2584,Chau-Wai Wong,A5112362900,alias,I137902535
181,Gong Chen,A5068807982,exact,I130701444
1875,David Saldana,A5023803863,exact,I186143895
1150,Lisa Holland,A5040230130,exact,I12097938
206,Vignesh Sundaresan,A5022523999,exact,I368840534
1669,Xin Liang,A5103064768,exact,I143302722
2403,Xiaogang Ma,A5071393418,exact,I155093810
2829,Dejan Slepcev,A5004682327,exact,I74973139
1333,Richard Seager,A5000493164,alias,I78577930
2499,Shinsei Ryu,A5053662519,exact,I20089843
2907,Jie Ding,A5069838077,exact,I130238516
965,Xuqing Wu,A5008560262,exact,I44461941
222,Yu Huang,A5055069752,exact,I200719446
1609,Daniela Inclezan,A5022062603,exact,I83328450
1501,Laura Gagliardi,A5062631568,alias,I40347166
2256,Zheng Dong,A5062514822,exact,I185443292
2106,YANG YANG,A5100397455,exact,I26538001
1409,Sergio Gago Masague,A5022346428,alias,I204250578
1440,Shenghua Wu,A5088002090,exact,I83809506
2330,Zhengtian Xu,A5010551166,exact,I193531525
2477,Xin Zhang,A5100327417,exact,I111088046
2022,Yi Xue,A5089479936,exact,I84218800
836,Helene Le Mevel,A5015206859,alias,I196817621
247,David Futer,A5004718984,alias,I84392919
2094,Jun-Chau Chien,A5111549974,alias,I95457486
1309,Kevin Liang,A5016353383,exact,I71965598
189,MINGYU CAI,A5001420415,alias,I103635307
1817,Yalong Yang,A5050126617,exact,I130701444
2074,Yair Zick,A5076656216,exact,I24603500
2156,Yue Zhang,A5100333652,alias,I91045830
2577,Dayoung Kim,A5100730533,exact,I859038795
2906,Duy Ngo,A5103024092,alias,I141649380
115,Qiang Liu,A5100409471,exact,I114395901
2907,Jie Ding,A5100697347,exact,I130238516
1669,Xin Liang,A5057011942,exact,I143302722
613,Jacob Downs,A5006823448,alias,I6750721
376,Shaowei Li,A5100742855,exact,I36258959
1513,Shenglong Xu,A5025529150,exact,I91045830
1067,Shiyi Chen,A5076725206,alias,I155093810
2602,Peng Wang,A5101779357,exact,I58956616
2602,Peng Wang,A5011130586,exact,I58956616
2513,Wen Wu,A5066335935,exact,I368840534
922,Peng Gao,A5051836631,exact,I859038795
2342,An Wang,A5100419957,exact,I58956616
2373,Gabriele Farina,A5070571735,alias,I63966007
408,Ying Cui,A5084586546,exact,I95457486
1298,Bin Zhang,A5100392792,alias,I63966007
2065,Jing Li,A5100775910,alias,I368840534
2602,Peng Wang,A5018799884,exact,I58956616
1568,Xiaorui Liu,A5100621795,exact,I137902535
2633,Amitai Shenhav,A5071496598,exact,I95457486
2243,Alexander Perry,A5108254938,exact,I27837315
586,Erica Cline,A5111125734,alias,I201448701
2477,Xin Zhang,A5100327406,alias,I111088046
1270,Yaofa Li,A5051282109,exact,I103635307
181,Gong Chen,A5100389843,exact,I130701444
2584,Chau-Wai Wong,A5112362900,exact,I137902535
181,Gong Chen,A5068807982,alias,I130701444
2259,Jiawei Yang,A5059573831,exact,I107077323
37,Luis A Ceferino,A5007804127,fuzzy,I95457486
258,Azadeh Ansari,A5092893603,exact,I130701444
415,Yi Wang,A5115596326,alias,I76835614
796,Jennifer A Wilhelm,A5004852878,fuzzy,I143302722
52,Hannah K Larson,A5064565006,fuzzy,I95457486
1061,Jian J Zhang,A5079881393,fuzzy,I201448701
2590,Yu-Xiang Wang,A5100445144,fuzzy,I36258959
763,Robert F Anderson,A5109465847,fuzzy,I78577930
2437,Sarah B King,A5032048742,fuzzy,I40347166
922,Peng Gao,A5028272399,alias,I859038795
1699,Jian-Xun Wang,A5100758062,fuzzy,I205783295
1610,Yang Zhang,A5100354611,exact,I137902535
301,Weilu Gao,A5010531980,alias,I223532165
708,Wenbin Zhang,A5028376037,exact,I19700959
2820,Agnieszka Miguel,A5058589496,alias,I58610484
1599,Tirthankar Roy,A5069113453,alias,I114395901
670,Jeremy W Bakelar,A5030009862,fuzzy,I218822139
2259,Jiawei Yang,A5059573831,alias,I107077323
258,Azadeh Ansari,A5092893603,alias,I130701444
415,Yi Wang,A5115596326,exact,I76835614
922,Peng Gao,A5028272399,exact,I859038795
1610,Yang Zhang,A5100354611,alias,I137902535
301,Weilu Gao,A5010531980,exact,I223532165
708,Wenbin Zhang,A5028376037,alias,I19700959
2820,Agnieszka Miguel,A5058589496,exact,I58610484
1599,Tirthankar Roy,A5069113453,exact,I114395901
1093,Sossina M Haile,A5009290154,fuzzy,I111979921
669,Neil M Donahue,A5041685684,fuzzy,I74973139
981,Xingyu Zhou,A5082563145,alias,I185443292
2845,Jingjing Wang,A5100426850,exact,I169521973
1437,Pamela L Sullivan,A5074395966,fuzzy,I131249849
1294,Monowar Hasan,A5032176749,alias,I72951846
67,Jiming Jiang,A5084728323,alias,I84218800
368,Emily Riehl,A5022117243,alias,I145311948
596,Shane A Moeykens,A5046905253,fuzzy,I7947594
628,Jasmine Saros,A5053620946,alias,I7947594
2673,Amy R Betz,A5049200189,fuzzy,I189590672
2559,David F Feldon,A5060104370,fuzzy,I121980950
2607,Yoel Rodriguez,A5021669224,alias,I50568159
2515,Carla E Brodley,A5045379675,fuzzy,I12912129
985,Santosh K Pandey,A5005422935,fuzzy,I173911158
1657,Kent D Messer,A5000708557,fuzzy,I86501945
1954,Brian S Cheng,A5062923931,fuzzy,I24603500
2145,Eslam Khalaf,A5034171340,exact,I136199984
2898,Youxing Chen,A5021748150,alias,I102149020
1964,Stephen Archer,A5025073434,alias,I2800663845
439,Pradeep Sharma,A5100620114,alias,I44461941
509,Jennifer S Balakrishnan,A5067470072,fuzzy,I111088046
2835,Berk Calli,A5008443652,alias,I107077323
2040,Raphael Stern,A5053975688,alias,I130238516
2332,Matthew Zook,A5030042920,exact,I143302722
2070,Yong Zheng,A5051900701,exact,I180949307
1810,Carl Yang,A5006897094,alias,I150468666
2907,Jie Ding,A5029275607,exact,I130238516
2705,Eric Vogel,A5049480520,alias,I130701444
2477,Xin Zhang,A5100327327,alias,I111088046
20,Sean P Howe,A5011269698,fuzzy,I223532165
2319,Jason McCullough,A5027697245,exact,I173911158
496,Elizabeth Stearns,A5022605294,exact,I102149020
2212,Nicholas A Mason,A5056310769,fuzzy,I121820613
2745,Mariah Carbone,A5032558156,alias,I203172682
1293,Easton R White,A5024538989,fuzzy,I161057412
1614,Xu Wang,A5100407858,alias,I27837315
2195,Daniel L Childers,A5062049633,fuzzy,I55732556
258,Azadeh Ansari,A5057362202,alias,I130701444
285,Zakir Durumeric,A5069939742,alias,I97018004
2125,Neel H Shah,A5061592874,fuzzy,I78577930
382,Yuan Ping,A5071056338,alias,I135310074
2572,Maureen H Tang,A5024800819,fuzzy,I72816309
2839,Amanda B Marciel,A5068486821,fuzzy,I74775410
2009,Mark A Thornton,A5090132542,fuzzy,I107672454
71,Jida Huang,A5072191882,exact,I39422238
1254,Tao Gao,A5013727422,alias,I223532165
1290,Lauren L Sullivan,A5049704200,fuzzy,I87216513
425,Kun Wang,A5028703104,exact,I145608581
1798,Michelle A Manes,A5075435317,fuzzy,I1336492463
1269,Alejandra C Ortiz,A5031558580,fuzzy,I27504731
1667,Mateo Diaz Diaz,A5014128725,alias,I145311948
1109,Charles E Lawrence,A5026511725,fuzzy,I27804330
1961,LeGrande M Slaughter,A5005626841,fuzzy,I123534392
2457,Shaghayegh Bagheri,A5070948703,alias,I162714631
1084,Marc Miskin,A5038956187,fuzzy,I79576946
1460,Robin S Walters,A5020217201,fuzzy,I12912129
1338,Jonathan S Anjaria,A5019622579,fuzzy,I6902469
1529,Catherine M Drerup,A5041989144,fuzzy,I135310074
900,Jennifer J Kaplan,A5109590497,fuzzy,I169615421
2477,Xin Zhang,A5100327640,exact,I111088046
394,Ellen R Iverson,A5021715119,fuzzy,I188497080
41,Shuang Zhang,A5100321583,alias,I91045830
1827,Zhiqian Chen,A5082832007,exact,I99041443
1148,Marie Strader,A5066787495,alias,I91045830
233,Sung Jin Park,A5100323617,exact,I150468666
2980,Shelly Peyton,A5051251433,alias,I121934306
2289,Elise A Corbin,A5066493672,fuzzy,I86501945
416,Ruggero Rossi,A5072130398,alias,I145311948
2993,Charles D Brown,A5042272261,fuzzy,I32971472
390,Wendy L Applequist,A5108236873,fuzzy,I2802431724
2728,Rachael J Filwett,A5091148946,fuzzy,I23732399
1247,Andrew T Jessup,A5048023885,fuzzy,I201448701
1655,Ping Yang,A5012660436,alias,I91045830
55,Samantha A Meenach,A5006060582,fuzzy,I17626003
1988,Takamitsu Ito,A5103519452,alias,I130701444
119,Daniel Huh,A5031307618,fuzzy,I17626003
1891,Liela Romero,A5041597524,alias,I157394403
2477,Xin Zhang,A5100327501,alias,I111088046
248,Cyprian K Lewandowski,A5052399510,fuzzy,I103163165
1074,Luiz Santos,A5036222542,alias,I150468666
2477,Xin Zhang,A5100686371,alias,I111088046
1532,Javad Hashemi,A5046697827,alias,I63772739
1849,Dipankar Maity,A5042246095,alias,I102149020
712,Katherine Yaw,A5049061529,alias,I2613432
2846,Logan A Perry,A5048314757,fuzzy,I114395901
1176,Roland Mundil,A5062795197,exact,I1325733142
2679,Kai Shu,A5010533974,exact,I150468666
106,Qian Zhang,A5114378267,exact,I103635307
1024,Andrea M Ogilvie,A5039912199,fuzzy,I91045830
1370,Juba Ziani,A5008250785,exact,I130701444
463,Wei Zhang,A5047886193,exact,I63966007
2106,YANG YANG,A5100397465,alias,I26538001
1193,John M Zobitz,A5019528799,fuzzy,I119916105
463,Wei Zhang,A5100441730,exact,I63966007
2626,Eframir Franco-Diaz,A5106639098,alias,I4210138427
769,Matthew Cushing,A5082611670,alias,I74775410
2199,Elaine C Seaver,A5110703901,fuzzy,I33213144
1773,Kristen Vaccaro,A5064496195,alias,I36258959
759,Manuel A Jimenez,A5055478135,fuzzy,I60388903
2042,Brian A Aguado,A5110842443,fuzzy,I36258959
2590,Yu-Xiang Wang,A5100322864,alias,I36258959
2613,Chang Liu,A5100353259,alias,I24603500
1375,Eric L Buckles,A5009022430,fuzzy,I64880365
161,Duri Long,A5035682073,alias,I111979921
1561,Weiwei Jia,A5034331684,alias,I17626003
1977,Martha M Munoz,A5113900810,fuzzy,I32971472
233,Sung Jin Park,A5015813521,alias,I150468666
1124,Xuan Wang,A5100322864,alias,I859038795
800,Darran R Cairns,A5077773585,fuzzy,I75421653
1610,Yang Zhang,A5101481017,alias,I137902535
96,Agnes Thorarinsdottir,A5028170577,alias,I5388228
151,Joshua D Roth,A5047505832,fuzzy,I135310074
2447,Pengfei Song,A5086543428,exact,I170897317
2979,Qian Zhang,A5100401723,alias,I103163165
874,Felix Warneken,A5113860390,alias,I27837315
400,Yu Sun,A5069703881,alias,I145311948
1320,Yan Wang,A5115591660,alias,I33213144
2904,Makenzie Long,A5088907365,alias,I114493937
602,Wei Liu,A5103018072,exact,I859038795
17,Pan Xu,A5100396257,exact,I118118575
708,Wenbin Zhang,A5101785938,alias,I19700959
1715,Zhongyang Li,A5100773642,alias,I140172145
1256,Michelle Chu,A5020303759,alias,I130238516
2979,Qian Zhang,A5100401734,alias,I103163165
1873,Jose Pablo Vazquez-Medina,A5101511305,fuzzy,I95457486
886,Brent A Nelson,A5083691929,fuzzy,I87216513
2845,Jingjing Wang,A5100426850,alias,I169521973
1294,Monowar Hasan,A5032176749,exact,I72951846
67,Jiming Jiang,A5084728323,exact,I84218800
368,Emily Riehl,A5022117243,exact,I145311948
2145,Eslam Khalaf,A5034171340,alias,I136199984
439,Pradeep Sharma,A5100620114,exact,I44461941
2040,Raphael Stern,A5053975688,exact,I130238516
2332,Matthew Zook,A5030042920,alias,I143302722
2070,Yong Zheng,A5051900701,alias,I180949307
1810,Carl Yang,A5006897094,exact,I150468666
2907,Jie Ding,A5029275607,alias,I130238516
2477,Xin Zhang,A5100327327,exact,I111088046
243,Sean P Howe,A5011269698,fuzzy,I223532165
2319,Jason McCullough,A5027697245,alias,I173911158
1614,Xu Wang,A5100407858,exact,I27837315
258,Azadeh Ansari,A5057362202,exact,I130701444
285,Zakir Durumeric,A5069939742,exact,I97018004
382,Yuan Ping,A5071056338,exact,I135310074
71,Jida Huang,A5072191882,alias,I39422238
1254,Tao Gao,A5013727422,exact,I223532165
425,Kun Wang,A5028703104,alias,I145608581
2477,Xin Zhang,A5100327640,alias,I111088046
41,Shuang Zhang,A5100321583,exact,I91045830
1827,Zhiqian Chen,A5082832007,alias,I99041443
233,Sung Jin Park,A5100323617,alias,I150468666
416,Ruggero Rossi,A5072130398,exact,I145311948
738,Samantha A Meenach,A5006060582,fuzzy,I17626003
1988,Takamitsu Ito,A5103519452,exact,I130701444
2477,Xin Zhang,A5100327501,exact,I111088046
712,Katherine Yaw,A5049061529,exact,I2613432
1176,Roland Mundil,A5062795197,alias,I1325733142
2679,Kai Shu,A5010533974,alias,I150468666
106,Qian Zhang,A5114378267,alias,I103635307
1370,Juba Ziani,A5008250785,alias,I130701444
463,Wei Zhang,A5047886193,alias,I63966007
2106,YANG YANG,A5100397465,exact,I26538001
1773,Kristen Vaccaro,A5064496195,exact,I36258959
2613,Chang Liu,A5100353259,exact,I24603500
161,Duri Long,A5035682073,exact,I111979921
1561,Weiwei Jia,A5034331684,exact,I17626003
233,Sung Jin Park,A5015813521,exact,I150468666
1610,Yang Zhang,A5101481017,exact,I137902535
2447,Pengfei Song,A5086543428,alias,I170897317
2979,Qian Zhang,A5100401723,exact,I103163165
874,Felix Warneken,A5113860390,exact,I27837315
400,Yu Sun,A5069703881,exact,I145311948
1320,Yan Wang,A5115591660,exact,I33213144
602,Wei Liu,A5103018072,alias,I859038795
17,Pan Xu,A5100396257,alias,I118118575
708,Wenbin Zhang,A5101785938,exact,I19700959
1715,Zhongyang Li,A5100773642,exact,I140172145
1256,Michelle Chu,A5020303759,exact,I130238516
2979,Qian Zhang,A5100401734,exact,I103163165
2477,Xin Zhang,A5045106081,alias,I111088046
2106,YANG YANG,A5100397628,exact,I26538001
602,Wei Liu,A5100327227,alias,I859038795
2342,An Wang,A5049151787,alias,I58956616
222,Yu Huang,A5100566736,alias,I200719446
1077,Zhe Zhang,A5100459168,alias,I91045830
1395,Michael K Brown,A5103429347,fuzzy,I82497590
1446,Aditi Raghunathan,A5031731960,alias,I74973139
2151,Xin Cui,A5101507502,exact,I123534392
2082,Monica Olvera de la Cruz,A5010866582,fuzzy,I111979921
61,Jeanette B Moss,A5075318875,fuzzy,I859038795
1320,Yan Wang,A5100978857,alias,I33213144
2256,Zheng Dong,A5081385202,alias,I185443292
1829,Fei Dai,A5038336908,alias,I1331384533
432,Kurt W Vinhage,A5031884099,fuzzy,I223532165
1186,Rebecca H Jackson,A5104684575,fuzzy,I121934306
2477,Xin Zhang,A5045106081,exact,I111088046
2106,YANG YANG,A5100397628,alias,I26538001
222,Yu Huang,A5100566736,exact,I200719446
1446,Aditi Raghunathan,A5031731960,exact,I74973139
2151,Xin Cui,A5101507502,alias,I123534392
1320,Yan Wang,A5100978857,exact,I33213144
1829,Fei Dai,A5038336908,exact,I1331384533
2110,Rebecca H Jackson,A5104684575,fuzzy,I121934306
2301,Rebecca H Jackson,A5104684575,fuzzy,I121934306
1678,Assaf Naor,A5052985577,exact,I20089843
2921,Ashley P Ballantyne,A5037665979,fuzzy,I6750721
2427,Tim J Zuehlsdorff,A5038738989,fuzzy,I131249849
329,John D Finan,A5017386590,fuzzy,I39422238
2362,Laurent P Saloff-Coste,A5106429611,fuzzy,I205783295
112,Sanat K Kumar,A5033735762,fuzzy,I78577930
2215,Steward T Pickett,A5062031872,fuzzy,I3131038610
1143,Martin J Bridgeman,A5088287805,fuzzy,I103531236
704,Dimitri Y Shlyakhtenko,A5085505149,fuzzy,I161318765
1576,Meng Lu,A5111264844,alias,I173911158
111,Michael V Maseda,A5079172029,fuzzy,I135310074
1120,Ching-Yao Lai,A5080242148,alias,I97018004
636,Samantha R Brunhaver,A5068072480,fuzzy,I55732556
44,Ting Liao,A5034967897,alias,I108468826
2454,Assefaw H Gebremedhin,A5049685547,fuzzy,I72951846
533,Joon-Ho Choi,A5084133523,alias,I1174212
835,Suzette R Burckhard,A5032926565,fuzzy,I177156846
752,Sean P Colin,A5064592204,fuzzy,I79839527
2952,John W Williams,A5037671290,fuzzy,I135310074
1077,Zhe Zhang,A5100442935,alias,I91045830
1280,Xiao Liu,A5111840380,fuzzy,I130701444
1870,Susan E Clark,A5005699219,fuzzy,I97018004
1799,Brian T Smith,A5084005896,fuzzy,I1338124936
2507,Chris Funk,A5064390526,alias,I92446798
970,Jae Ryu,A5083719575,alias,I155093810
2807,Benjamin Halpern,A5056427982,alias,I154570441
2686,Zhigang Peng,A5082692944,alias,I130701444
568,Chang Liu,A5100353347,alias,I140172145
1825,Zhiting Hu,A5085608858,alias,I36258959
1445,Tonmoy Chakraborty,A5091783739,alias,I169521973
617,Maureen C Kennedy,A5008063149,fuzzy,I201448701
1510,Jonathan Rittle,A5073789463,alias,I95457486
1125,Geoffrey J Gilleaudeau,A5039534526,fuzzy,I162714631
1639,Chirag Gupta,A5031523626,alias,I135310074
1957,Diana Kapiszewski,A5066901604,exact,I184565670
2701,Jie Xu,A5085531312,alias,I33213144
1672,Jared M Ashcroft,A5052574788,fuzzy,I109301148
9,Gen Li,A5079234224,alias,I154570441
2372,Sahil Singla,A5078010312,alias,I130701444
400,Yu Sun,A5109301537,alias,I145311948
2789,Armando G McDonald,A5065944014,fuzzy,I155093810
567,Eric Petersen,A5059580642,alias,I1629065
1786,Sarah M Brown,A5101448913,fuzzy,I17626003
2995,Nuwan K Wijewardane,A5057088506,fuzzy,I99041443
2412,Kendra A Turk-Kubo,A5077254525,fuzzy,I185103710
1797,Guoxiang Hu,A5089957292,alias,I130701444
1536,Allegra T Aron,A5069291692,fuzzy,I131651094
2245,Javen S Weston,A5041327928,fuzzy,I87208437
1921,Eric Wong,A5103200100,alias,I79576946
2236,Matthew A McCary,A5031699699,fuzzy,I74775410
652,Stace E Beaulieu,A5078786551,fuzzy,I66958751
1989,Umberto Ciri,A5069718565,alias,I60388903
412,Donald E Penman,A5084514056,fuzzy,I121980950
1909,Michael B Larsen,A5027283606,fuzzy,I52669646
273,Jian Wang,A5100756296,alias,I39587148
960,Elizabeth A Gillaspy,A5037847106,fuzzy,I6750721
2115,Keara M Lane,A5042851368,fuzzy,I111979921
181,Gong Chen,A5100679028,alias,I130701444
2251,Wen Chen,A5111579326,fuzzy,I1174212
1341,Prathap Parameswaran,A5012086955,exact,I189590672
2787,David G Schmale,A5108117214,alias,I859038795
2477,Xin Zhang,A5100327524,exact,I111088046
2636,Pedram Hassanzadeh,A5052673105,alias,I40347166
2022,Yi Xue,A5100303001,alias,I84218800
1914,Corlett W Wood,A5080158969,fuzzy,I79576946
1511,Matthew Gleeson,A5028911822,exact,I95457486
444,Cong Hao,A5101761172,alias,I130701444
2187,Dior R Kelley,A5050426745,fuzzy,I173911158
748,Shannon Timmons,A5054239280,alias,I2276074
502,Ling Long,A5103382982,alias,I121820613
1251,Diana M Byrne,A5073979252,fuzzy,I143302722
889,Valentina V Kuskova,A5069790131,fuzzy,I107639228
492,David W Lipke,A5020657344,fuzzy,I20382870
188,Devanshi D Khokhani,A5060316373,fuzzy,I130238516
444,Cong Hao,A5074300487,exact,I130701444
446,Inna I Zakharevich,A5012403109,fuzzy,I205783295
1112,Winnie Chu,A5102490499,exact,I130701444
2860,Ying Wang,A5011898546,alias,I135310074
648,Meng Han,A5071013651,alias,I189590672
1197,Mary A Rogalski,A5014719938,fuzzy,I135474949
2100,Tingting Wang,A5100447698,alias,I184565670
1107,Bin Sun,A5063575227,alias,I87216513
2880,Qiang S Cheng,A5013639266,fuzzy,I143302722
832,Salvatore Garofalo,A5113682796,exact,I111455621
1682,Yuchen Liu,A5100373048,exact,I137902535
1350,Min Zhang,A5100403023,alias,I47500952
1253,Kayhan batmanghelich,A5031717623,alias,I111088046
1317,Ashley M Burkett,A5043461828,fuzzy,I115475287
1221,Tej B Limbu,A5037790456,fuzzy,I52913039
2004,Robin Lammi,A5051590972,alias,I169086405
954,Cong Ma,A5060187092,exact,I40347166
1044,Ross J Benbow,A5075584349,fuzzy,I135310074
2409,Yang Wang,A5101641133,alias,I145608581
484,Nathan E Green,A5101718052,fuzzy,I919208787
2990,Sandra M Duran,A5034633828,fuzzy,I92446798
2907,Jie Ding,A5100697342,exact,I130238516
1966,Lu Cheng,A5094237177,exact,I39422238
415,Yi Wang,A5101469989,exact,I76835614
1452,Ge Gao,A5062008887,alias,I66946132
1983,Ryan Norris,A5102926177,alias,I207123951
2387,Cheng Wang,A5100895587,exact,I173911158
2986,Karen McKinnon,A5005855096,alias,I161318765
719,Mengxue Hou,A5101366098,alias,I107639228
2012,Megan N Jackson,A5051130665,fuzzy,I114027177
2700,Kimberly X Mulligan,A5025422656,fuzzy,I82497590
2387,Cheng Wang,A5024196428,alias,I173911158
1250,Aparajeo Chattopadhyay,A5039399220,alias,I5388228
2477,Xin Zhang,A5110516399,exact,I111088046
1589,Pengfei Su,A5071320445,alias,I156087764
358,Lei Fan,A5101759399,alias,I44461941
708,Wenbin Zhang,A5100658791,alias,I19700959
463,Wei Zhang,A5090811629,alias,I63966007
2303,Noveera T Ahmed,A5075356118,fuzzy,I910567637
1625,Lei Gu,A5003597021,exact,I79576946
2799,Mohammed T Albahttiti,A5057643548,fuzzy,I36053171
1076,Wei Xie,A5100918160,alias,I12912129
635,Richard C Flagan,A5109284603,fuzzy,I122411786
1320,Yan Wang,A5100322630,exact,I33213144
411,David A Butler,A5020577930,fuzzy,I1318687432
1946,Caglar Uyanik,A5067348748,exact,I135310074
1350,Min Zhang,A5100402879,alias,I47500952
1678,Assaf Naor,A5052985577,alias,I20089843
1576,Meng Lu,A5111264844,exact,I173911158
1120,Ching-Yao Lai,A5080242148,exact,I97018004
44,Ting Liao,A5034967897,exact,I108468826
533,Joon-Ho Choi,A5084133523,exact,I1174212
1175,John W Williams,A5037671290,fuzzy,I135310074
1077,Zhe Zhang,A5100442935,exact,I91045830
2686,Zhigang Peng,A5082692944,exact,I130701444
568,Chang Liu,A5100353347,exact,I140172145
1825,Zhiting Hu,A5085608858,exact,I36258959
1445,Tonmoy Chakraborty,A5091783739,exact,I169521973
1510,Jonathan Rittle,A5073789463,exact,I95457486
2562,Geoffrey J Gilleaudeau,A5039534526,fuzzy,I162714631
1639,Chirag Gupta,A5031523626,exact,I135310074
2701,Jie Xu,A5085531312,exact,I33213144
9,Gen Li,A5079234224,exact,I154570441
2372,Sahil Singla,A5078010312,exact,I130701444
400,Yu Sun,A5109301537,exact,I145311948
1797,Guoxiang Hu,A5089957292,exact,I130701444
1921,Eric Wong,A5103200100,exact,I79576946
1989,Umberto Ciri,A5069718565,exact,I60388903
1342,Donald E Penman,A5084514056,fuzzy,I121980950
273,Jian Wang,A5100756296,exact,I39587148
1341,Prathap Parameswaran,A5012086955,alias,I189590672
2787,David G Schmale,A5108117214,exact,I859038795
2477,Xin Zhang,A5100327524,alias,I111088046
2636,Pedram Hassanzadeh,A5052673105,exact,I40347166
