row_id,code,scheme-name,funding-commencement-year,grant-status,lead-investigator,primary-field-of-research,current-admin-organisation,host_openalex_id,matched_name,method,relevance,ror,announcement-admin-organisation,announcement_host_openalex_id
1261,FT130101394,ARC Future Fellowships,2013,Closed,A/Prof Abd-Krim Seghouane,0801 - Artificial Intelligence and Image Processing,The University of Melbourne,,,pending,,,The University of Melbourne,
1262,FT130101495,ARC Future Fellowships,2013,Closed,Prof Sango Mahanty,1699 - Other Studies In Human Society,The Australian National University,,,pending,,,The Australian National University,
1263,FT130100838,ARC Future Fellowships,2013,Closed,Dr Bim Graham,0601 - Biochemistry and Cell Biology,Monash University,,,pending,,,Monash University,
1264,FT130100607,ARC Future Fellowships,2013,Closed,A/Prof Pierre Portal,0101 - Pure Mathematics,The Australian National University,,,pending,,,The Australian National University,
1265,FT130100744,ARC Future Fellowships,2013,Closed,Prof Peter Skands,"0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics",Monash University,,,pending,,,Monash University,
1266,FT130101767,ARC Future Fellowships,2013,Closed,A/Prof Pilar Blancafort,0604 - Genetics,The University of Western Australia,,,pending,,,The University of Western Australia,
1267,FT130100472,ARC Future Fellowships,2013,Closed,A/Prof Erik Streed,"0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics",Griffith University,,,pending,,,Griffith University,
1268,FT130100916,ARC Future Fellowships,2013,Closed,Prof Kylie Catchpole,0906 - Electrical and Electronic Engineering,The Australian National University,,,pending,,,The Australian National University,
1269,FT130100138,ARC Future Fellowships,2013,Closed,A/Prof Philip Stevenson,0605 - Microbiology,The University of Queensland,,,pending,,,The University of Queensland,
1270,FT130100545,ARC Future Fellowships,2013,Closed,A/Prof Valentijn Pauwels,0502 - Environmental Science and Management,Monash University,,,pending,,,Monash University,
1271,FT130101329,ARC Future Fellowships,2013,Closed,A/Prof Diego García-Bellido,0602 - Ecology,The University of Adelaide,,,pending,,,The University of Adelaide,
1272,FT130100709,ARC Future Fellowships,2013,Closed,Prof Matthew Gilliham,0607 - Plant Biology,The University of Adelaide,,,pending,,,The University of Adelaide,
1273,FT130100057,ARC Future Fellowships,2013,Closed,A/Prof Jingliang Li,0912 - Materials Engineering,Deakin University,,,pending,,,Deakin University,
1274,FT130100604,ARC Future Fellowships,2013,Closed,Prof Jacqueline Batley,0607 - Plant Biology,The University of Western Australia,,,pending,,,The University of Queensland,
1275,FT130100087,ARC Future Fellowships,2013,Closed,Prof Damien Riggs,1605 - Policy and Administration,Flinders University,,,pending,,,The Flinders University of South Australia,
1276,FT130100100,ARC Future Fellowships,2013,Closed,Prof Nigel Jones,1109 - Neurosciences,Monash University,,,pending,,,The University of Melbourne,
1277,FT130101115,ARC Future Fellowships,2013,Closed,Prof Brendan Choat,0607 - Plant Biology,Western Sydney University,,,pending,,,University of Western Sydney,
1278,FT130100254,ARC Future Fellowships,2013,Closed,Prof Joshua Ross,0104 - Statistics,The University of Adelaide,,,pending,,,The University of Adelaide,
1279,FT130100012,ARC Future Fellowships,2013,Closed,Prof Melissa Miles,1901 - Art Theory and Criticism,Monash University,,,pending,,,Monash University,
1280,FT130100858,ARC Future Fellowships,2013,Closed,A/Prof Stephen Redmond,1109 - Neurosciences,The University of New South Wales,,,pending,,,The University of New South Wales,
1281,FT130101004,ARC Future Fellowships,2013,Closed,Prof Lisa Butler,1112 - Oncology and Carcinogenesis,The University of Adelaide,,,pending,,,The University of Adelaide,
1282,FT130101965,ARC Future Fellowships,2013,Closed,A/Prof Kate Sanders,0603 - Evolutionary Biology,The University of Adelaide,,,pending,,,The University of Adelaide,
1283,FT130100415,ARC Future Fellowships,2013,Closed,A/Prof Yasmine Musharbash,1601 - Anthropology,The University of Sydney,,,pending,,,The University of Sydney,
1284,FT130100132,ARC Future Fellowships,2013,Closed,Dr Luz Boyero,0501 - Ecological Applications,Griffith University,,,pending,,,Griffith University,
1285,FT130100821,ARC Future Fellowships,2013,Closed,Prof Heloise Gibb,0602 - Ecology,La Trobe University,,,pending,,,Monash University,
1286,FT130100828,ARC Future Fellowships,2013,Closed,Prof Suhelen Egan,0605 - Microbiology,The University of New South Wales,,,pending,,,The University of New South Wales,
1287,FT130101532,ARC Future Fellowships,2013,Closed,Dr Catia Domingues,0405 - Oceanography,University of Tasmania,,,pending,,,University of Tasmania,
1288,FT130100879,ARC Future Fellowships,2013,Closed,Prof Zhiyong Tang,0306 - Physical Chemistry (Incl. Structural),Griffith University,,,pending,,,Griffith University,
1289,FT130101708,ARC Future Fellowships,2013,Closed,Prof Wen Lei,0912 - Materials Engineering,The University of Western Australia,,,pending,,,The University of Western Australia,
1290,FT130100972,ARC Future Fellowships,2013,Closed,Dr Nathan Clisby,0105 - Mathematical Physics,Swinburne University of Technology,,,pending,,,The University of Melbourne,
1291,FT130101417,ARC Future Fellowships,2013,Closed,Dr Fares Al-Ejeh,1112 - Oncology and Carcinogenesis,Queensland Institute of Medical Research,,,pending,,,Queensland Institute of Medical Research,
1292,FT130100543,ARC Future Fellowships,2013,Closed,Prof Andrew Fleming,0906 - Electrical and Electronic Engineering,The University of Newcastle,,,pending,,,The University of Newcastle,
1293,FT130101715,ARC Future Fellowships,2013,Closed,A/Prof Christine Winter,2103 - Historical Studies,Flinders University,,,pending,,,The University of Sydney,
1294,FT130100361,ARC Future Fellowships,2013,Closed,Prof Kate Schroder,1107 - Immunology,The University of Queensland,,,pending,,,The University of Queensland,
1295,FT130100380,ARC Future Fellowships,2013,Closed,Prof Joselito Razal,1007 - Nanotechnology,Deakin University,,,pending,,,Deakin University,
1296,FT130101220,ARC Future Fellowships,2013,Closed,Hon A/Prof Yingjie Yang,0404 - Geophysics,Macquarie University,,,pending,,,Macquarie University,
1297,FT130100097,ARC Future Fellowships,2013,Closed,Prof Gerard Goggin,2002 - Cultural Studies,The University of Sydney,,,pending,,,The University of Sydney,
1298,FT130101253,ARC Future Fellowships,2013,Closed,Prof Simon Griffith,0602 - Ecology,Macquarie University,,,pending,,,Macquarie University,
1299,FT130101337,ARC Future Fellowships,2013,Closed,Prof Prashant Sonar,0303 - Macromolecular and Materials Chemistry,Queensland University of Technology,,,pending,,,The University of Newcastle,
1300,FT130100637,ARC Future Fellowships,2013,Closed,Prof Kylie Hesketh,1106 - Human Movement and Sports Science,Deakin University,,,pending,,,Deakin University,
1301,FT130100037,ARC Future Fellowships,2013,Closed,Prof Andrew Bowie,0405 - Oceanography,University of Tasmania,,,pending,,,University of Tasmania,
1302,FT130100589,ARC Future Fellowships,2013,Closed,Prof Alexander Fornito,1701 - Psychology,Monash University,,,pending,,,Monash University,
1303,FT130101102,ARC Future Fellowships,2013,Closed,Dr Julie Clutterbuck,0101 - Pure Mathematics,Monash University,,,pending,,,The Australian National University,
1304,FT130100466,ARC Future Fellowships,2013,Closed,Prof Dean Rickles,2202 - History and Philosophy of Specific Fields,The University of Sydney,,,pending,,,The University of Sydney,
1305,FT130100043,ARC Future Fellowships,2013,Closed,Prof Sam Banks,0604 - Genetics,The Australian National University,,,pending,,,The Australian National University,
1306,FT130101530,ARC Future Fellowships,2013,Closed,Prof Zi Huang,0806 - Information Systems,The University of Queensland,,,pending,,,The University of Queensland,
1307,FT130100655,ARC Future Fellowships,2013,Closed,Prof Frances Kuo,0103 - Numerical and Computational Mathematics,The University of New South Wales,,,pending,,,The University of New South Wales,
1308,FT130100463,ARC Future Fellowships,2013,Closed,Prof Paolo Raiteri,0307 - Theoretical and Computational Chemistry,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University of Technology,
1309,FT130100175,ARC Future Fellowships,2013,Closed,Prof Rana Hinman,1103 - Clinical Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
1310,FT130100101,ARC Future Fellowships,2013,Closed,Prof Michael Breadmore,0301 - Analytical Chemistry,University of Tasmania,,,pending,,,University of Tasmania,
1311,FT130101304,ARC Future Fellowships,2013,Closed,Dr Gabriel da Silva,0307 - Theoretical and Computational Chemistry,The University of Melbourne,,,pending,,,The University of Melbourne,
1312,FT130101488,ARC Future Fellowships,2013,Closed,Prof Mark Bellgrove,1701 - Psychology,Monash University,,,pending,,,Monash University,
1313,FT130100815,ARC Future Fellowships,2013,Closed,A/Prof Hui Hu,0206 - Quantum Physics,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
1314,FT130101648,ARC Future Fellowships,2013,Closed,Prof Justine Smith,1113 - Ophthalmology and Optometry,Flinders University,,,pending,,,The Flinders University of South Australia,
1315,FT130100957,ARC Future Fellowships,2013,Closed,Prof Katharine McGregor,2103 - Historical Studies,The University of Melbourne,,,pending,,,The University of Melbourne,
1316,FT130100218,ARC Future Fellowships,2013,Closed,Prof Justin Seymour,0605 - Microbiology,University of Technology Sydney,,,pending,,,"University of Technology, Sydney",
1317,FT130100884,ARC Future Fellowships,2013,Closed,Dr Tracey Banivanua-Mar,2103 - Historical Studies,La Trobe University,,,pending,,,La Trobe University,
1318,FT130100211,ARC Future Fellowships,2013,Closed,Prof Amanda Ellis,0303 - Macromolecular and Materials Chemistry,The University of Melbourne,,,pending,,,The Flinders University of South Australia,
1319,FT130100096,ARC Future Fellowships,2013,Closed,Dr Jason Wong,0601 - Biochemistry and Cell Biology,The University of New South Wales,,,pending,,,The University of New South Wales,
1320,FT130101570,ARC Future Fellowships,2013,Closed,Prof Joanne Arciuli,2004 - Linguistics,The University of Sydney,,,pending,,,The University of Sydney,
1321,FT130100215,ARC Future Fellowships,2013,Closed,Prof Sally Young,2103 - Historical Studies,The University of Melbourne,,,pending,,,The University of Melbourne,
1322,FT130100274,ARC Future Fellowships,2013,Closed,Prof Yongping Wei,0502 - Environmental Science and Management,The University of Queensland,,,pending,,,The University of Melbourne,
1323,FT130101107,ARC Future Fellowships,2013,Closed,Prof Clare Wright,2103 - Historical Studies,La Trobe University,,,pending,,,La Trobe University,
1324,FT130100671,ARC Future Fellowships,2013,Closed,Prof Belinda Parker,1112 - Oncology and Carcinogenesis,La Trobe University,,,pending,,,La Trobe University,
1325,FT130100405,ARC Future Fellowships,2013,Closed,Prof Joao Diniz da Costa,0904 - Chemical Engineering,The University of Queensland,,,pending,,,The University of Queensland,
1326,FT130101729,ARC Future Fellowships,2013,Closed,A/Prof Paul Baldock,1101 - Medical Biochemistry and Metabolomics,Garvan Institute of Medical Research,,,pending,,,Garvan Institute of Medical Research,
1327,FT130100076,ARC Future Fellowships,2013,Closed,A/Prof Chenghua Sun,0307 - Theoretical and Computational Chemistry,Swinburne University of Technology,,,pending,,,The University of Queensland,
1328,FT130100481,ARC Future Fellowships,2013,Closed,Hon A/Prof Hans Kieser,2103 - Historical Studies,The University of Newcastle,,,pending,,,The University of Newcastle,
1329,FT130101524,ARC Future Fellowships,2013,Closed,Prof Penelope King,0403 - Geology,The Australian National University,,,pending,,,The Australian National University,
1330,FT130101302,ARC Future Fellowships,2013,Closed,Prof Matthew Kearnes,1608 - Sociology,The University of New South Wales,,,pending,,,The University of New South Wales,
1331,FT130100204,ARC Future Fellowships,2013,Closed,Prof Paul Donnelly,0302 - Inorganic Chemistry,The University of Melbourne,,,pending,,,The University of Melbourne,
1332,FT130101442,ARC Future Fellowships,2013,Closed,A/Prof Zhongfan Jia,0912 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
1333,FT130101709,ARC Future Fellowships,2013,Closed,Prof David Evans,0604 - Genetics,The University of Queensland,,,pending,,,The University of Queensland,
1334,FT130100018,ARC Future Fellowships,2013,Closed,Prof Paul Jackson,"0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics",The University of Adelaide,,,pending,,,The University of Adelaide,
1335,FT130101332,ARC Future Fellowships,2013,Closed,Prof Valerie Harwood,1608 - Sociology,The University of Sydney,,,pending,,,University of Wollongong,
1336,FT130101280,ARC Future Fellowships,2013,Closed,A/Prof Melinda Hinkson,1601 - Anthropology,Deakin University,,,pending,,,The Australian National University,
1337,FT130101702,ARC Future Fellowships,2013,Closed,Prof Andrew Fairbairn,2101 - Archaeology,The University of Queensland,,,pending,,,The University of Queensland,
1338,FT130100540,ARC Future Fellowships,2013,Closed,A/Prof Justin Hamilton,1116 - Medical Physiology,Monash University,,,pending,,,Monash University,
1339,FT130100166,ARC Future Fellowships,2013,Closed,Dr Ueli Nachbur,1107 - Immunology,The Walter and Eliza Hall Institute of Medical Research,,,pending,,,The Walter and Eliza Hall Institute of Medical Research,
1340,FT130101282,ARC Future Fellowships,2013,Closed,A/Prof Stefanie Becker,1701 - Psychology,The University of Queensland,,,pending,,,The University of Queensland,
1341,FT130100338,ARC Future Fellowships,2013,Closed,Prof Bang Bui,1113 - Ophthalmology and Optometry,The University of Melbourne,,,pending,,,The University of Melbourne,
1342,FT130100345,ARC Future Fellowships,2013,Closed,Prof Matthew Hill,0303 - Macromolecular and Materials Chemistry,Commonwealth Scientific and Industrial Research Organisation,I1292875679,Commonwealth Scientific and Industrial Research Organisation,exact,465712.5,https://ror.org/03qn8fb07,Commonwealth Scientific and Industrial Research Organisation,I1292875679
1343,FT130100818,ARC Future Fellowships,2013,Closed,Dr Ingrid Sykes,2103 - Historical Studies,La Trobe University,,,pending,,,La Trobe University,
1344,FT130101122,ARC Future Fellowships,2013,Closed,Prof Freya Fowkes,1108 - Medical Microbiology,Macfarlane Burnet Institute for Medical Research and Public Health Ltd.,,,pending,,,Macfarlane Burnet Centre for Medical Research,
1345,FT130101215,ARC Future Fellowships,2013,Closed,Prof Irina Vetter,1109 - Neurosciences,The University of Queensland,,,pending,,,The University of Queensland,
1346,FT130101338,ARC Future Fellowships,2013,Closed,Dr Shaobai Huang,0607 - Plant Biology,The University of Western Australia,,,pending,,,The University of Western Australia,
1347,FT130100112,ARC Future Fellowships,2013,Closed,A/Prof Monika Murcha,0607 - Plant Biology,The University of Western Australia,,,pending,,,The University of Western Australia,
1348,FT130101599,ARC Future Fellowships,2013,Closed,Prof Dr Bruce Preston,1402 - Applied Economics,The University of Melbourne,,,pending,,,Monash University,
1349,FT130100146,ARC Future Fellowships,2013,Closed,A/Prof Alexander Idnurm,0605 - Microbiology,The University of Melbourne,,,pending,,,The University of Melbourne,
1350,FT130101177,ARC Future Fellowships,2013,Closed,Prof Brock Bastian,1701 - Psychology,The University of Melbourne,,,pending,,,The University of Queensland,
1351,FT130100103,ARC Future Fellowships,2013,Closed,Prof Spencer Williams,0305 - Organic Chemistry,The University of Melbourne,,,pending,,,The University of Melbourne,
1352,FT130100988,ARC Future Fellowships,2013,Closed,A/Prof Jonathan Oakhill,0601 - Biochemistry and Cell Biology,St Vincent's Institute of Medical Research,,,pending,,,St Vincent's Institute of Medical Research,
1353,FT130100070,ARC Future Fellowships,2013,Closed,Prof Susan Broomhall,2103 - Historical Studies,The University of Western Australia,,,pending,,,The University of Western Australia,
1354,FT130100412,ARC Future Fellowships,2013,Closed,Prof Sarah Biddulph,1801 - Law,The University of Melbourne,,,pending,,,The University of Melbourne,
1355,FT130100738,ARC Future Fellowships,2013,Closed,Prof Paul Frijters,1499 - Other Economics,The University of Queensland,,,pending,,,The University of Queensland,
1356,FT130100329,ARC Future Fellowships,2013,Closed,A/Prof Bram Slagmolen,0201 - Astronomical and Space Sciences,The Australian National University,,,pending,,,The Australian National University,
1357,FT130101330,ARC Future Fellowships,2013,Closed,Prof Allison Waters,1701 - Psychology,Griffith University,,,pending,,,Griffith University,
1358,FT130101289,ARC Future Fellowships,2013,Closed,Prof Pradeep Tanwar,1112 - Oncology and Carcinogenesis,The University of Newcastle,,,pending,,,The University of Newcastle,
1359,FT130100391,ARC Future Fellowships,2013,Closed,Prof Melanie Swalwell,"1902 - Film, Television and Digital Media",Swinburne University of Technology,,,pending,,,The Flinders University of South Australia,
1360,FT130101355,ARC Future Fellowships,2013,Closed,Prof Jodie Bradby,0204 - Condensed Matter Physics,The Australian National University,,,pending,,,The Australian National University,
1361,FT130101457,ARC Future Fellowships,2013,Closed,Prof Dacheng Tao,0801 - Artificial Intelligence and Image Processing,The University of Sydney,,,pending,,,"University of Technology, Sydney",
1362,FT130100197,ARC Future Fellowships,2013,Closed,Prof Scott Mueller,1107 - Immunology,The University of Melbourne,,,pending,,,The University of Melbourne,
1363,FT130101593,ARC Future Fellowships,2013,Closed,Prof Michele Trenti,0201 - Astronomical and Space Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
1364,FT130100746,ARC Future Fellowships,2013,Closed,Prof Ivor Tsang,0801 - Artificial Intelligence and Image Processing,University of Technology Sydney,,,pending,,,"University of Technology, Sydney",
1365,FT130100149,ARC Future Fellowships,2013,Closed,Prof Simon Farrell,1702 - Cognitive Sciences,The University of Western Australia,,,pending,,,The University of Western Australia,
1366,FT130100123,ARC Future Fellowships,2013,Closed,A/Prof Nicolas Taylor,0607 - Plant Biology,The University of Western Australia,,,pending,,,The University of Western Australia,
1367,FT130101797,ARC Future Fellowships,2013,Closed,Prof Brian Abbey,0299 - Other Physical Sciences,La Trobe University,,,pending,,,La Trobe University,
1368,FT130100778,ARC Future Fellowships,2013,Closed,Prof Xiaolin Wang,0912 - Materials Engineering,University of Wollongong,,,pending,,,University of Wollongong,
1369,FT130100214,ARC Future Fellowships,2013,Closed,Prof Dane McCamey,1007 - Nanotechnology,The University of New South Wales,,,pending,,,The University of Sydney,
1370,FT130100650,ARC Future Fellowships,2013,Closed,Prof Suzanne Miller,1114 - Paediatrics and Reproductive Medicine,Monash University,,,pending,,,Monash University,
1371,FT130100801,ARC Future Fellowships,2013,Closed,Dr John Hellstrom,0406 - Physical Geography and Environmental Geoscience,The University of Melbourne,,,pending,,,The University of Melbourne,
1372,FT130101105,ARC Future Fellowships,2013,Closed,Prof Trevor Cohn,0801 - Artificial Intelligence and Image Processing,The University of Melbourne,,,pending,,,The University of Melbourne,
1373,FT130101768,ARC Future Fellowships,2013,Closed,Prof Anne-Maree Farrell,1801 - Law,La Trobe University,,,pending,,,Monash University,
1374,FT130100384,ARC Future Fellowships,2013,Closed,A/Prof Yvonne Buckley,0602 - Ecology,The University of Queensland,,,pending,,,The University of Queensland,
1375,FT130100034,ARC Future Fellowships,2013,Closed,Prof Daniel Price,0201 - Astronomical and Space Sciences,Monash University,,,pending,,,Monash University,
1376,FT130100517,ARC Future Fellowships,2013,Closed,Prof Dayong Jin,1004 - Medical Biotechnology,University of Technology Sydney,,,pending,,,Macquarie University,
1377,FT130100605,ARC Future Fellowships,2013,Closed,Prof Derek Arnold,1701 - Psychology,The University of Queensland,,,pending,,,The University of Queensland,
1378,FT130101040,ARC Future Fellowships,2013,Closed,Prof Sara Davies,1606 - Political Science,Griffith University,,,pending,,,Griffith University,
1379,FT130100510,ARC Future Fellowships,2013,Closed,Dr Weihua Liu,0402 - Geochemistry,Commonwealth Scientific and Industrial Research Organisation,I1292875679,Commonwealth Scientific and Industrial Research Organisation,exact,465712.5,https://ror.org/03qn8fb07,Commonwealth Scientific and Industrial Research Organisation,I1292875679
1380,FT130100890,ARC Future Fellowships,2013,Closed,A/Prof Karl Rosengren,0304 - Medicinal and Biomolecular Chemistry,The University of Queensland,,,pending,,,The University of Queensland,
1381,FT130100500,ARC Future Fellowships,2013,Closed,A/Prof Wallace Wong,0303 - Macromolecular and Materials Chemistry,The University of Melbourne,,,pending,,,The University of Melbourne,
1382,FT130100659,ARC Future Fellowships,2013,Closed,Dr Zoltan Neufeld,0102 - Applied Mathematics,The University of Queensland,,,pending,,,The University of Queensland,
1383,FT130101254,ARC Future Fellowships,2013,Closed,Prof Natasha Harvey,0604 - Genetics,University of South Australia,,,pending,,,University of South Australia,
1384,FT130101148,ARC Future Fellowships,2013,Closed,Prof Yin Paradies,1608 - Sociology,Deakin University,,,pending,,,Deakin University,
1385,FT130100416,ARC Future Fellowships,2013,Closed,Prof Andrew Mitchell,1801 - Law,The University of Melbourne,,,pending,,,The University of Melbourne,
1386,FT130101094,ARC Future Fellowships,2013,Closed,Prof Xiaodong Huang,0905 - Civil Engineering,Swinburne University of Technology,,,pending,,,RMIT University,
1387,FT130101145,ARC Future Fellowships,2013,Closed,Prof Sue Jackson,1604 - Human Geography,Griffith University,,,pending,,,Griffith University,
1388,FT130101688,ARC Future Fellowships,2013,Closed,Prof Killugudi Swaminatha-Iyer,1007 - Nanotechnology,The University of Western Australia,,,pending,,,The University of Western Australia,
1389,FT130101225,ARC Future Fellowships,2013,Closed,Prof Sarah Bekessy,0502 - Environmental Science and Management,RMIT University,,,pending,,,RMIT University,
1390,FT130101493,ARC Future Fellowships,2013,Closed,Prof Craig White,0608 - Zoology,Monash University,,,pending,,,The University of Queensland,
1391,FT130101728,ARC Future Fellowships,2013,Closed,Prof Gavin Prideaux,0603 - Evolutionary Biology,Flinders University,,,pending,,,The Flinders University of South Australia,
1392,FT130101564,ARC Future Fellowships,2013,Closed,A/Prof Maria Seton,0403 - Geology,The University of Sydney,,,pending,,,The University of Sydney,
1393,FT120100731,ARC Future Fellowships,2012,Closed,Prof Susan Danby,1301 - Education Systems,Queensland University of Technology,,,pending,,,Queensland University of Technology,
1394,FT120100048,ARC Future Fellowships,2012,Closed,Prof James Weller,0607 - Plant Biology,University of Tasmania,,,pending,,,University of Tasmania,
1395,FT120100262,ARC Future Fellowships,2012,Closed,Prof James Leach,1601 - Anthropology,The University of Western Australia,,,pending,,,The University of Western Australia,
1396,FT120100067,ARC Future Fellowships,2012,Closed,Prof Wenhui Duan,0905 - Civil Engineering,Monash University,,,pending,,,Monash University,
1397,FT120100407,ARC Future Fellowships,2012,Closed,A/Prof Andrew Anderson,1113 - Ophthalmology and Optometry,The University of Melbourne,,,pending,,,The University of Melbourne,
1398,FT120100587,ARC Future Fellowships,2012,Closed,Prof Jeffrey Davis,0205 - Optical Physics,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
1399,FT120100862,ARC Future Fellowships,2012,Closed,Prof Ryan Lister,0604 - Genetics,The University of Western Australia,,,pending,,,The University of Western Australia,
1400,FT120100932,ARC Future Fellowships,2012,Closed,Prof Sandra Jones,1117 - Public Health and Health Services,Australian Catholic University,I86695891,Australian Catholic University,exact,95401.375,https://ror.org/04cxm4j25,University of Wollongong,
1401,FT120100307,ARC Future Fellowships,2012,Closed,Prof Anthony Wirth,0802 - Computation Theory and Mathematics,The University of Melbourne,,,pending,,,The University of Melbourne,
1402,FT120100545,ARC Future Fellowships,2012,Closed,Prof Rajkumar Buyya,0805 - Distributed Computing,The University of Melbourne,,,pending,,,The University of Melbourne,
1403,FT120100876,ARC Future Fellowships,2012,Closed,Prof STAVROS SELEMIDIS,1115 - Pharmacology and Pharmaceutical Sciences,RMIT University,,,pending,,,Monash University,
1404,FT120100409,ARC Future Fellowships,2012,Closed,Prof Jason Monty,0915 - Interdisciplinary Engineering,The University of Melbourne,,,pending,,,The University of Melbourne,
1405,FT120100060,ARC Future Fellowships,2012,Closed,Prof Pablo Moscato,0801 - Artificial Intelligence and Image Processing,The University of Newcastle,,,pending,,,The University of Newcastle,
1406,FT120100110,ARC Future Fellowships,2012,Closed,Prof Nicole Bell,"0202 - Atomic, Molecular, Nuclear, Particle and Plasma Physics",The University of Melbourne,,,pending,,,The University of Melbourne,
1407,FT120100226,ARC Future Fellowships,2012,Closed,Prof Marcela Bilek,0903 - Biomedical Engineering,The University of Sydney,,,pending,,,The University of Sydney,
1408,FT120100546,ARC Future Fellowships,2012,Closed,Prof Jochen Mueller,0502 - Environmental Science and Management,The University of Queensland,,,pending,,,The University of Queensland,
1409,FT120100742,ARC Future Fellowships,2012,Closed,Prof Edward Aspinall,1606 - Political Science,The Australian National University,,,pending,,,The Australian National University,
1410,FT120100658,ARC Future Fellowships,2012,Closed,Prof Timothy Baldwin,0801 - Artificial Intelligence and Image Processing,The University of Melbourne,,,pending,,,The University of Melbourne,
1411,FT120100036,ARC Future Fellowships,2012,Closed,A/Prof John Bamberg,0101 - Pure Mathematics,The University of Western Australia,,,pending,,,The University of Western Australia,
1412,FT120100825,ARC Future Fellowships,2012,Closed,Prof Aristides Gionis,0801 - Artificial Intelligence and Image Processing,The University of Sydney,,,pending,,,The University of Sydney,
1413,FT120100449,ARC Future Fellowships,2012,Closed,Prof Runyao Duan,0105 - Mathematical Physics,University of Technology Sydney,,,pending,,,"University of Technology, Sydney",
1414,FT120100766,ARC Future Fellowships,2012,Closed,Prof Andrew Berry,0402 - Geochemistry,The Australian National University,,,pending,,,The Australian National University,
1415,FT120100883,ARC Future Fellowships,2012,Closed,Prof Andrew Leach,1201 - Architecture,The University of Sydney,,,pending,,,Griffith University,
1416,FT120100720,ARC Future Fellowships,2012,Closed,Prof John Zhu,0904 - Chemical Engineering,The University of Queensland,,,pending,,,The University of Queensland,
1417,FT120100453,ARC Future Fellowships,2012,Active,A/Prof Nicole Cloonan,0601 - Biochemistry and Cell Biology,Queensland Institute of Medical Research,,,pending,,,The University of Queensland,
1418,FT120100635,ARC Future Fellowships,2012,Closed,Prof Paula McDonald,1503 - Business and Management,Queensland University of Technology,,,pending,,,Queensland University of Technology,
1419,FT120100397,ARC Future Fellowships,2012,Closed,Prof Gilles Guillemin,1101 - Medical Biochemistry and Metabolomics,Macquarie University,,,pending,,,The University of New South Wales,
1420,FT120100366,ARC Future Fellowships,2012,Closed,Prof Suzanne Chambers,1112 - Oncology and Carcinogenesis,Griffith University,,,pending,,,Griffith University,
1421,FT120100399,ARC Future Fellowships,2012,Closed,Prof Andy Herries,2101 - Archaeology,La Trobe University,,,pending,,,La Trobe University,
1422,FT120100045,ARC Future Fellowships,2012,Closed,Prof Todd Oliynyk,0105 - Mathematical Physics,Monash University,,,pending,,,Monash University,
1423,FT120100277,ARC Future Fellowships,2012,Closed,Prof Peter Kopittke,0503 - Soil Sciences,The University of Queensland,,,pending,,,The University of Queensland,
1424,FT120100416,ARC Future Fellowships,2012,Closed,Prof Stephanie Gras,1107 - Immunology,Monash University,,,pending,,,Monash University,
1425,FT120100432,ARC Future Fellowships,2012,Closed,Prof Zheng Jiang,0910 - Manufacturing Engineering,University of Wollongong,,,pending,,,University of Wollongong,
1426,FT120100170,ARC Future Fellowships,2012,Closed,Prof Michael Piper,1109 - Neurosciences,The University of Queensland,,,pending,,,The University of Queensland,
1427,FT120100102,ARC Future Fellowships,2012,Closed,Em/Prof Lyndsey Nickels,1702 - Cognitive Sciences,Macquarie University,,,pending,,,Macquarie University,
1428,FT120100020,ARC Future Fellowships,2012,Closed,Prof Amanda Barnier,1799 - Other Psychology and Cognitive Sciences,Macquarie University,,,pending,,,Macquarie University,
1429,FT120100452,ARC Future Fellowships,2012,Closed,Prof Orsola De Marco,0201 - Astronomical and Space Sciences,Macquarie University,,,pending,,,Macquarie University,
1430,FT120100509,ARC Future Fellowships,2012,Closed,Prof Jason Potts,1503 - Business and Management,RMIT University,,,pending,,,Queensland University of Technology,
1431,FT120100208,ARC Future Fellowships,2012,Closed,Prof Jonathon Barnett,1604 - Human Geography,The University of Melbourne,,,pending,,,The University of Melbourne,
1432,FT120100642,ARC Future Fellowships,2012,Closed,Em/Prof Jennifer Corrin,1801 - Law,The University of Queensland,,,pending,,,The University of Queensland,
1433,FT120100313,ARC Future Fellowships,2012,Closed,Prof Rob Atkin,0306 - Physical Chemistry (Incl. Structural),The University of Newcastle,,,pending,,,The University of Newcastle,
1434,FT120100630,ARC Future Fellowships,2012,Closed,Prof Daniela Traini,1115 - Pharmacology and Pharmaceutical Sciences,The University of Sydney,,,pending,,,The University of Sydney,
1435,FT120100183,ARC Future Fellowships,2012,Closed,Prof Ivan Nagelkerken,0602 - Ecology,The University of Adelaide,,,pending,,,The University of Adelaide,
1436,FT120100674,ARC Future Fellowships,2012,Closed,Prof Hongxia Wang,0303 - Macromolecular and Materials Chemistry,Queensland University of Technology,,,pending,,,Queensland University of Technology,
