rid,aus_name,authorid,match_type,host_id
370,Amie Steel,A5013123291,alias,I114017466
799,Dan Nicolau,A5019223218,alias,I160993911
862,Pu Xiao,A5055198364,exact,I118347636
358,Adrian Carter,A5030527783,alias,I56590836
1072,Rafael Calvo,A5013835523,alias,I129604602
251,Luc Doucet,A5008575251,alias,I205640436
2097,Derek Richard,A5061866475,alias,I160993911
2130,Matthew Perugini,A5089976475,alias,I196829312
75,Shekhar Chandra,A5083545460,alias,I165143802
1654,Sandra Piazolo,A5030383698,alias,I99043593
2013,Jeremy Austin,A5051214450,alias,I5681781
1861,Tianhai Tian,A5039097797,alias,I56590836
1811,Anthony Hannan,A5052976583,alias,I242743682
832,Eve McDonald-Madden,A5002187633,exact,I165143802
1974,Mike Le Pelley,A5020235233,alias,I31746571
1236,Leslie Yeo,A5017582467,alias,I82951845
403,Katarina Miljkovic,A5017225260,exact,I205640436
1175,David Yong,A5029570243,exact,I118347636
894,Clinton Bruce,A5036754896,alias,I149704539
488,Baohua Jia,A5084237401,exact,I82951845
1780,Joseph Tomkins,A5090913163,alias,I177877127
693,Jun Li,A5100361742,alias,I205640436
1935,Kerrie Wilson,A5069706748,alias,I165143802
866,Isaac Santos,A5063133546,alias,I66809481
2102,Tony Butler,A5024175675,alias,I31746571
761,Kaye Morgan,A5014334670,alias,I56590836
2211,Anthony Dosseto,A5063283027,exact,I204824540
1964,Krasimir Vasilev,A5053551404,alias,I170239107
1825,Elaine Wong,A5044922102,exact,I165779595
1507,Xuehua Zhang,A5001457988,exact,I82951845
103,Jun Zhang,A5100433248,alias,I11701301
988,Nathan Lo,A5011378498,alias,I129604602
1005,Janet Gardner,A5004149901,alias,I118347636
2020,Vera Mackie,A5012271192,exact,I204824540
1524,Sean Ulm,A5068897012,exact,I86467917
1015,Mathieu Duval,A5060957276,alias,I11701301
587,Lennart Bach,A5044360827,alias,I129801699
213,Xi (Forest) Zhu,A5088963956,fuzzy,I114017466
1690,Wouter Schellart,A5018307892,alias,I56590836
2117,Ross Cunnington,A5018995287,exact,I165143802
70,Anne Karine Lagendijk,A5046524929,alias,I165143802
1410,Timothy Baldwin,A5103085805,exact,I165779595
2069,David Wilson,A5101885147,alias,I31746571
959,Peter Athron,A5060842815,alias,I56590836
936,Alexander Mikheyev,A5035830278,alias,I118347636
495,Anthony Cesare,A5077580701,alias,I129604602
1593,Min Chen,A5010191340,alias,I129604602
1666,Philip Nakashima,A5043822253,alias,I56590836
317,Stuart Thickett,A5016713552,alias,I129801699
637,Daniel Heath,A5058644808,alias,I165779595
1684,Daniel Zucker,A5038770526,alias,I99043593
342,Lee Hickey,A5053390830,alias,I165143802
1049,Shujun Zhang,A5100658008,alias,I204824540
2198,Aaron Oakley,A5067844458,alias,I204824540
596,Antonio Tricoli,A5046945765,alias,I129604602
1461,Steven Most,A5033972361,alias,I31746571
1251,Axel Bruns,A5025254950,alias,I160993911
1015,Mathieu Duval,A5112998934,alias,I11701301
401,Jennifer Flegg,A5062407259,alias,I165779595
114,Jessica Frith,A5003512608,alias,I56590836
748,Mike Morley,A5054492023,alias,I169541294
473,Rosalind Dixon,A5059546468,alias,I31746571
228,Danielle Way,A5080483170,alias,I118347636
1497,Keith Jacobs,A5035338038,exact,I129801699
1840,Sharon Pickering,A5054700358,exact,I56590836
448,Matthew Fitzpatrick,A5032701280,alias,I169541294
1657,Ross Thompson,A5010142429,alias,I188329596
141,Sergei Slussarenko,A5045169408,exact,I11701301
1946,Alison Bashford,A5016061037,exact,I129604602
2019,Anne Richards,A5085085833,alias,I196829312
2115,Jeremy Moss,A5007314448,exact,I165779595
419,Li Wei,A5100318482,alias,I129604602
1042,Min-Hsiu Hsieh,A5083737500,alias,I114017466
77,Peter Spackman,A5088566301,alias,I205640436
636,Kate Lawlor,A5052867051,alias,I56590836
416,Douglas Guilfoyle,A5031873158,alias,I31746571
22,Tiangang Cui,A5067931953,exact,I129604602
1777,Jennifer Deger,A5039326399,alias,I86467917
82,Ben Etherington,A5026815901,exact,I63525965
1829,Graham Hughes,A5104047658,alias,I118347636
350,Randa Abdel-Fattah,A5042626521,alias,I99043593
682,Tom Murray,A5050641006,alias,I99043593
858,Ceridwen Fraser,A5041137479,alias,I118347636
1744,Gabriel Molina Terriza,A5083339333,alias,I99043593
1109,Benjamin Marwick,A5057770476,alias,I204824540
921,Yuan Chen,A5100373745,alias,I129604602
1601,Rui Zhang,A5100421965,exact,I165779595
240,Yang Liu,A5100589087,exact,I160993911
1096,Jan Hamann,A5106633723,exact,I31746571
1557,Matthew McKenzie,A5021358192,alias,I2802600346
302,Vivian Tam,A5103816871,fuzzy,I63525965
1242,David Wood,A5108127023,alias,I56590836
204,Helen Young,A5020899841,exact,I149704539
1601,Rui Zhang,A5100421941,exact,I165779595
1601,Rui Zhang,A5100422073,alias,I165779595
1058,Andrew Barron,A5111013514,fuzzy,I99043593
912,Peter Enticott,A5033221425,exact,I149704539
1880,Tamara Davis,A5046096967,alias,I165143802
1903,Stephen Williams,A5037026543,alias,I165143802
157,Hongqi Sun,A5100316780,alias,I177877127
419,Li Wei,A5100347666,alias,I129604602
219,Tu'uhevaha Kaitu'u-Lino,A5062385015,fuzzy,I165779595
2104,David Hunter,A5034486810,alias,I129604602
1924,Yun Liu,A5100657452,exact,I118347636
1673,Frederik Vercauteren,A5032574536,alias,I99043593
1322,Yongping Wei,A5107948761,alias,I165143802
621,Yang Song,A5060099123,exact,I31746571
240,Yang Liu,A5100356150,alias,I160993911
857,Andrew Marshall,A5102457770,exact,I174025329
1322,Yongping Wei,A5062145262,alias,I165143802
786,Yi Du,A5114012337,exact,I204824540
1597,Alan Collins,A5112084804,fuzzy,I5681781
1289,Wen Lei,A5112320621,alias,I177877127
693,Jun Li,A5101945336,exact,I205640436
1207,Stuart Macgregor,A5103471785,exact,I217937681
1430,Jason Potts,A5058820314,alias,I82951845
81,Jenny Munro,A5061488948,exact,I165143802
1594,Patrick Baker,A5103295682,exact,I165779595
2000,Jian Li,A5100742536,alias,I56590836
1375,Daniel Price,A5026040094,alias,I56590836
471,Michael Livingston,A5111242384,alias,I205640436
1753,Dan Li,A5100380812,alias,I56590836
814,Belinda Gabbe,A5109883574,exact,I56590836
279,Chang Xu,A5045952644,alias,I129604602
1484,Tao Liu,A5071128160,exact,I31746571
1334,Paul Jackson,A5078655246,alias,I5681781
1133,Martin White,A5100773282,alias,I5681781
1771,Robert Horvath,A5057031500,alias,I196829312
189,Chen Li,A5100369926,exact,I56590836
1039,Yusuke Yamauchi,A5109784028,alias,I165143802
1496,Qing Li,A5100404028,exact,I129604602
616,David Ripley,A5102400750,exact,I56590836
1892,Christopher Wright,A5101510801,alias,I31746571
1692,Assa Doron,A5000473964,alias,I118347636
1902,Gary Hill,A5031717109,alias,I5681781
1507,Xuehua Zhang,A5059316105,alias,I82951845
1516,Michelle Hill,A5002048698,fuzzy,I165143802
1484,Tao Liu,A5115595739,alias,I31746571
1728,James McCaw,A5114027726,alias,I165779595
87,Gang Li,A5101918095,exact,I165779595
1684,Daniel Zucker,A5107908251,fuzzy,I99043593
1226,Massimiliano Massi,A5047782731,alias,I205640436
170,Junming Ho,A5069059768,exact,I31746571
1676,Han Huang,A5100709581,alias,I165143802
38,Zuduo Zheng,A5000972645,alias,I165143802
2122,Sharon Friel,A5005840333,alias,I118347636
2075,Zhong Tao,A5028212723,alias,I63525965
1704,Hark Hoe Tan,A5059240816,alias,I118347636
1273,Jingliang Li,A5038802973,exact,I149704539
1501,Chunhua Shen,A5006294869,exact,I5681781
2165,Christopher Hutchinson,A5086771995,exact,I56590836
645,Yansong Shen,A5066843115,alias,I31746571
1162,Yanbo Wang,A5100452610,alias,I129604602
370,Amie Steel,A5013123291,exact,I114017466
862,Pu Xiao,A5055198364,alias,I118347636
358,Adrian Carter,A5030527783,exact,I56590836
1654,Sandra Piazolo,A5030383698,exact,I99043593
1861,Tianhai Tian,A5039097797,exact,I56590836
832,Eve McDonald-Madden,A5002187633,alias,I165143802
403,Katarina Miljkovic,A5017225260,alias,I205640436
1175,David Yong,A5029570243,alias,I118347636
488,Baohua Jia,A5084237401,alias,I82951845
693,Jun Li,A5100361742,exact,I205640436
2102,Tony Butler,A5024175675,exact,I31746571
2211,Anthony Dosseto,A5063283027,alias,I204824540
1964,Krasimir Vasilev,A5053551404,exact,I170239107
1825,Elaine Wong,A5044922102,alias,I165779595
1507,Xuehua Zhang,A5001457988,alias,I82951845
103,Jun Zhang,A5100433248,exact,I11701301
988,Nathan Lo,A5011378498,exact,I129604602
2020,Vera Mackie,A5012271192,alias,I204824540
1015,Mathieu Duval,A5060957276,exact,I11701301
2117,Ross Cunnington,A5018995287,alias,I165143802
1410,Timothy Baldwin,A5103085805,alias,I165779595
959,Peter Athron,A5060842815,exact,I56590836
1593,Min Chen,A5010191340,exact,I129604602
1049,Shujun Zhang,A5100658008,exact,I204824540
596,Antonio Tricoli,A5046945765,exact,I129604602
1251,Axel Bruns,A5025254950,exact,I160993911
473,Rosalind Dixon,A5059546468,exact,I31746571
1497,Keith Jacobs,A5035338038,alias,I129801699
1840,Sharon Pickering,A5054700358,alias,I56590836
141,Sergei Slussarenko,A5045169408,alias,I11701301
1946,Alison Bashford,A5016061037,alias,I129604602
2115,Jeremy Moss,A5007314448,alias,I165779595
1042,Min-Hsiu Hsieh,A5083737500,exact,I114017466
416,Douglas Guilfoyle,A5031873158,exact,I31746571
22,Tiangang Cui,A5067931953,alias,I129604602
1777,Jennifer Deger,A5039326399,exact,I86467917
82,Ben Etherington,A5026815901,alias,I63525965
350,Randa Abdel-Fattah,A5042626521,exact,I99043593
682,Tom Murray,A5050641006,exact,I99043593
1744,Gabriel Molina Terriza,A5083339333,exact,I99043593
1601,Rui Zhang,A5100421965,alias,I165779595
240,Yang Liu,A5100589087,alias,I160993911
1096,Jan Hamann,A5106633723,alias,I31746571
1557,Matthew McKenzie,A5021358192,exact,I2802600346
204,Helen Young,A5020899841,alias,I149704539
1601,Rui Zhang,A5100421941,alias,I165779595
1601,Rui Zhang,A5100422073,exact,I165779595
912,Peter Enticott,A5033221425,alias,I149704539
157,Hongqi Sun,A5100316780,exact,I177877127
1924,Yun Liu,A5100657452,alias,I118347636
1673,Frederik Vercauteren,A5032574536,exact,I99043593
1322,Yongping Wei,A5107948761,exact,I165143802
621,Yang Song,A5060099123,alias,I31746571
240,Yang Liu,A5100356150,exact,I160993911
857,Andrew Marshall,A5102457770,alias,I174025329
1322,Yongping Wei,A5062145262,exact,I165143802
786,Yi Du,A5114012337,alias,I204824540
693,Jun Li,A5101945336,alias,I205640436
1207,Stuart Macgregor,A5103471785,alias,I217937681
1430,Jason Potts,A5058820314,exact,I82951845
1594,Patrick Baker,A5103295682,alias,I165779595
471,Michael Livingston,A5111242384,exact,I205640436
1753,Dan Li,A5100380812,exact,I56590836
814,Belinda Gabbe,A5109883574,alias,I56590836
279,Chang Xu,A5045952644,exact,I129604602
1484,Tao Liu,A5071128160,alias,I31746571
1133,Martin White,A5100773282,exact,I5681781
1771,Robert Horvath,A5057031500,exact,I196829312
189,Chen Li,A5100369926,alias,I56590836
1039,Yusuke Yamauchi,A5109784028,exact,I165143802
1496,Qing Li,A5100404028,alias,I129604602
616,David Ripley,A5102400750,alias,I56590836
1892,Christopher Wright,A5101510801,exact,I31746571
1692,Assa Doron,A5000473964,exact,I118347636
1507,Xuehua Zhang,A5059316105,exact,I82951845
1484,Tao Liu,A5115595739,exact,I31746571
1728,James McCaw,A5114027726,exact,I165779595
87,Gang Li,A5101918095,alias,I165779595
407,Shirui Pan,A5008056593,alias,I11701301
1598,Elizabeth Krenske,A5000188305,alias,I165143802
953,Aaron Ludlow,A5055264885,alias,I177877127
2078,Julie McMullen,A5049355201,alias,I142471025
811,Christophe Pinte,A5075262164,alias,I56590836
1907,Ingrid van der Mei,A5071467218,exact,I129801699
823,Rebeca Gonzalez Suarez,A5106331204,alias,I5681781
338,Tongliang Liu,A5065250332,exact,I129604602
18,Cameron Bentley,A5005521200,alias,I56590836
2218,Mark Cassidy,A5056064826,alias,I177877127
1600,Tong Lin,A5004836032,exact,I149704539
1067,Juno Kim,A5024866431,alias,I31746571
236,Alexander Fraser,A5061754269,alias,I129801699
1342,Matthew Hill,A5114375557,alias,I1292875679
402,Wensu Chen,A5004508839,alias,I205640436
1953,Ashish Sharma,A5100622412,alias,I31746571
1120,Kenneth Crozier,A5076231121,alias,I165779595
76,Munkhbayar Batmunkh,A5083705602,alias,I11701301
157,Hongqi Sun,A5089558604,alias,I177877127
576,Lu Qin,A5113232592,exact,I114017466
1423,Peter Kopittke,A5000563634,alias,I165143802
2162,Lian Zhang,A5100647988,exact,I56590836
1958,Regina Ganter,A5017794852,exact,I11701301
840,Jianhua Guo,A5100566264,exact,I165143802
917,Jiangtao Xu,A5041558999,alias,I31746571
5,Aude Bernard,A5000725361,exact,I165143802
2056,Sean Connell,A5060861311,alias,I5681781
1945,Martin Steinbauer,A5045880636,alias,I196829312
741,Lijun Chang,A5037530341,exact,I129604602
1444,Daniel Hatters,A5008377267,alias,I165779595
603,Jennifer Donelson,A5069496127,alias,I86467917
1698,Matt King,A5057576854,alias,I129801699
1471,Heng Tao Shen,A5052993469,exact,I165143802
1414,Andrew Berry,A5062559430,alias,I118347636
1575,Jennifer Hudson,A5017426474,alias,I99043593
1496,Qing Li,A5100404130,alias,I129604602
686,Juan Salazar,A5005040509,alias,I63525965
1944,Keith Stubbs,A5066227932,alias,I177877127
1299,Prashant Sonar,A5063148036,alias,I160993911
381,Daniel Edgington-Mitchell,A5070112337,alias,I56590836
1074,James Miller-Jones,A5075858737,alias,I205640436
1894,Stephen Nutt,A5003798176,alias,I196021976
1389,Sarah Bekessy,A5042583761,alias,I82951845
1530,Tom Karagiannis,A5078535728,alias,I142471025
1183,Wojciech Lipinski,A5061778377,alias,I118347636
1566,Joanne Dickinson,A5104857678,alias,I129801699
831,Ying Zhang,A5100386104,alias,I114017466
541,Ke Meng,A5100650529,exact,I31746571
1979,Felicity Baker,A5088999334,alias,I165779595
1471,Heng Tao Shen,A5103039597,exact,I165143802
149,Sophie Primig,A5038852113,alias,I31746571
1076,Giang Nguyen,A5101541702,alias,I5681781
1222,Wolfram Dressler,A5049394524,exact,I165779595
1443,Seok-Hee Hong,A5112613521,exact,I129604602
644,Natalie Klein,A5081877180,alias,I31746571
1700,Kate Shaw,A5018389025,alias,I165779595
1010,Kirsty Pringle,A5018064654,alias,I78757542
113,Nadim Darwish,A5068938888,exact,I205640436
957,Frank Gruetzner,A5035572752,alias,I5681781
826,Ly Tran,A5044443632,alias,I149704539
433,Severine Lamon,A5001908944,alias,I149704539
2158,Dale Nyholt,A5042709773,alias,I217937681
1929,Lee Berger,A5010313555,exact,I86467917
1634,Scott Johnston,A5041888075,alias,I66809481
1482,Cyrille Boyer,A5106699225,exact,I31746571
1370,Suzanne Miller,A5063001635,alias,I56590836
266,Rachael Dudaniec,A5046070171,alias,I99043593
1834,Michael McCarthy,A5025024507,alias,I165779595
574,Rebecca Traub,A5042165812,alias,I165779595
466,Duncan McDonnell,A5016734496,exact,I11701301
964,Drew Evans,A5060968054,alias,I170239107
2207,Zhenxiang Cheng,A5009561241,exact,I204824540
1430,Jason Potts,A5042648415,alias,I82951845
1943,Lucas Cernusak,A5009680531,alias,I86467917
1627,Andrew Millar,A5004433673,alias,I177877127
939,Benjamin Phillips,A5080884772,alias,I165779595
369,Jun Huang,A5015226338,exact,I129604602
1151,Hua Xia,A5012086388,alias,I118347636
78,Felecia Watkin Lui,A5090719717,alias,I86467917
62,Haoran Ren,A5053189435,exact,I56590836
2105,Michael Bunce,A5112273377,exact,I205640436
824,Jonathon Beves,A5069934510,alias,I31746571
2120,Duncan Galloway,A5069967780,alias,I56590836
244,Yamini Narayanan,A5018692659,alias,I149704539
1117,Justin Clemens,A5010955535,exact,I165779595
1154,Bo Li,A5100374521,exact,I204824540
1815,Hisatomi Arima,A5086855818,alias,I129604602
1765,Yuri Levin,A5015048102,alias,I56590836
799,Dan Nicolau,A5043698287,alias,I160993911
315,Megan Lord,A5039814543,alias,I31746571
868,Alexander Poddubny,A5009669793,alias,I118347636
269,Amy Roberts,A5017783125,alias,I169541294
1881,Robert Sparrow,A5003388479,exact,I56590836
1033,Tim Dargaville,A5062123032,alias,I160993911
1783,Michael Small,A5015055144,exact,I177877127
759,Hongjie An,A5029811848,exact,I11701301
782,Danyang Wang,A5108261604,exact,I31746571
664,Cameron Bracken,A5061492074,alias,I170239107
340,Hannah Schunker,A5030778982,alias,I78757542
1289,Wen Lei,A5047194191,exact,I177877127
419,Li Wei,A5100670216,alias,I129604602
624,David Garrett,A5001307702,alias,I82951845
414,Gabriele Gratton,A5053765396,alias,I31746571
1103,Michael Flood,A5059432732,exact,I160993911
1366,Nicolas Taylor,A5103898997,alias,I177877127
19,Shuying Wu,A5043223724,alias,I129604602
1246,Dean Lusher,A5052438394,exact,I57093077
1680,Peter Crack,A5064944464,alias,I165779595
546,Po-Lam Yung,A5087336696,alias,I118347636
628,Emily Nicholson,A5007091216,alias,I165779595
1359,Melanie Swalwell,A5037039328,exact,I57093077
2030,Susie Nilsson,A5080139485,alias,I1292875679
1008,Mark Waters,A5073277191,alias,I177877127
1922,Andrew Truscott,A5056088427,alias,I118347636
836,Suzanne Neville,A5023541806,alias,I31746571
946,Rowena Martin,A5054910765,alias,I118347636
1903,Stephen Williams,A5043337946,alias,I165143802
166,Ben Shaw,A5046145105,exact,I118347636
794,Timothy Smith,A5106130899,alias,I174025329
905,John Yu-luen Lin,A5044035274,alias,I129801699
1616,Katharine Gelber,A5073798876,exact,I165143802
461,Gurutzeta Guillera-Arroita,A5069640986,exact,I165779595
1432,Jennifer Corrin,A5001390703,alias,I165143802
1328,Hans Kieser,A5017965583,fuzzy,I78757542
310,Loic Yengo,A5068744968,alias,I165143802
737,Matthew Hall,A5026702635,alias,I56590836
1342,Matthew Hill,A5038728602,alias,I1292875679
1353,Susan Broomhall,A5004500643,alias,I177877127
1226,Massimiliano Massi,A5114187536,alias,I205640436
1924,Yun Liu,A5100321925,alias,I118347636
487,Weiwei Lei,A5012131084,exact,I82951845
1436,Hongxia Wang,A5100373271,exact,I160993911
1483,Paul Sidwell,A5068536245,exact,I118347636
796,Jose Polo,A5012942304,alias,I5681781
1771,Robert Horvath,A5017359970,exact,I196829312
4,Jathan Sadowski,A5101449906,alias,I56590836
1368,Xiaolin Wang,A5101459089,alias,I204824540
150,Christopher Baker,A5074389113,fuzzy,I165143802
1055,Zhi-Yong Li,A5100396723,alias,I160993911
921,Yuan Chen,A5069607928,alias,I129604602
1146,Jan Engelstaedter,A5032271144,alias,I165143802
1484,Tao Liu,A5033255645,alias,I31746571
224,Hangwei Hu,A5102401023,alias,I165779595
1530,Tom Karagiannis,A5103200911,fuzzy,I142471025
369,Jun Huang,A5058364517,alias,I129604602
1573,Zhi Ping Xu,A5103475729,alias,I165143802
936,Alexander Mikheyev,A5059935427,fuzzy,I118347636
1601,Rui Zhang,A5064510205,exact,I165779595
606,Da-Wei Wang,A5100322864,alias,I31746571
576,Lu Qin,A5103458415,alias,I114017466
1051,Leanne Weber,A5016810863,exact,I188329596
189,Chen Li,A5083860296,exact,I56590836
523,Peter Kim,A5100672883,exact,I129604602
1342,Matthew Hill,A5062926594,alias,I1292875679
1052,Xuan-Ce Wang,A5113422948,exact,I205640436
27,Dawei Su,A5000129210,exact,I82951845
1793,Daniel Murphy,A5019081377,alias,I177877127
1600,Tong Lin,A5100769666,alias,I149704539
1768,Michael Smith,A5009698301,fuzzy,I165779595
87,Gang Li,A5100409202,exact,I165779595
2077,Nobuo Maeda,A5091708188,exact,I1292875679
2000,Jian Li,A5110868799,exact,I56590836
1496,Qing Li,A5100404173,alias,I129604602
2129,Ying Tan,A5029233827,alias,I165779595
435,Wenjie Zhang,A5113159317,exact,I31746571
42,Peter Macreadie,A5113920305,alias,I82951845
1496,Qing Li,A5100404176,alias,I129604602
1859,Jason Peart,A5112280224,alias,I11701301
1984,James Murphy,A5054806565,fuzzy,I196021976
974,Koji Tanaka,A5101678756,exact,I118347636
1923,Nicholas Aroney,A5112206432,exact,I165143802
419,Li Wei,A5100318200,alias,I129604602
219,Tu'uhevaha Kaitu'u-Lino,A5108965254,fuzzy,I165779595
314,Andrew Zalesky,A5114058777,exact,I165779595
2069,David Wilson,A5066194559,alias,I31746571
693,Jun Li,A5101993710,exact,I205640436
419,Li Wei,A5052226698,alias,I129604602
1076,Giang Nguyen,A5101545538,fuzzy,I5681781
2069,David Wilson,A5103355022,fuzzy,I31746571
219,Tu'uhevaha Kaitu'u-Lino,A5110977816,exact,I165779595
1745,Douglas Kahn,A5069442649,exact,I31746571
671,Rick Stuart-Smith,A5008308062,exact,I129801699
971,Sarah Wright,A5018255284,exact,I78757542
2069,David Wilson,A5092354278,alias,I31746571
