rid,aus_name,authorid,match_type,host_id
1606,Scott Cummins,A5068222080,alias,I174025329
425,James Flexner,A5016635376,alias,I129604602
65,Samintha Perera,A5049425101,alias,I165779595
1632,Anne-Marie Peters,A5043413628,fuzzy,I56590836
802,Christopher McDevitt,A5066853094,alias,I165779595
2061,Andrew Doherty,A5090447046,alias,I129604602
1305,Sam Banks,A5109899434,alias,I118347636
976,Richard Garner,A5045461807,exact,I99043593
197,Xiaodan Huang,A5017477244,exact,I165143802
1163,Brent Groves,A5045011986,alias,I118347636
888,Bastien Llamas,A5082962342,exact,I5681781
1966,Geraint Lewis,A5058938677,alias,I129604602
1495,Derek Abbott,A5040978000,alias,I5681781
2200,Emily Hilder,A5056416194,alias,I129801699
1653,Andrea Whittaker,A5079583411,alias,I56590836
1531,Madeleine Beekman,A5067827338,exact,I129604602
1838,Matthew Sweet,A5026924357,alias,I165143802
1268,Kylie Catchpole,A5076140093,alias,I118347636
1572,Kirrie Ballard,A5018988365,alias,I129604602
2067,Anthony Richardson,A5053871178,alias,I165143802
969,Simon Conn,A5063248323,alias,I169541294
1916,Adrian Sheppard,A5007352291,exact,I118347636
1726,Todd Mitchell,A5059130544,alias,I204824540
1220,Andrew Burton-Jones,A5075793219,fuzzy,I165143802
1040,Robbie Wilson,A5055734625,alias,I165143802
2087,Ming-Bo Wang,A5055855869,exact,I1292875679
1390,Craig White,A5082488407,alias,I56590836
1729,Duk-Yong Choi,A5004914333,exact,I118347636
1258,Benjamin Powell,A5010463629,alias,I165143802
1779,Corey Bradshaw,A5070000668,alias,I5681781
474,Jelena Rnjak-Kovacina,A5063678105,alias,I31746571
1650,Carla Sgro,A5068364542,alias,I56590836
1887,Christophe Fumeaux,A5031042967,alias,I5681781
1260,Rhys Allan,A5003796244,alias,I196021976
874,Stuart Khan,A5058404436,alias,I31746571
2084,Stuart Batten,A5077691241,alias,I56590836
629,Carmel O'Shannessy,A5064046862,alias,I118347636
463,Laura Bray,A5049534595,alias,I160993911
1501,Chunhua Shen,A5110194458,alias,I5681781
521,Markus Müllner,A5113737683,alias,I129604602
533,Nichollas Scott,A5033216655,alias,I165779595
2099,Matthew Hole,A5070315443,alias,I118347636
522,Erich Round,A5004704755,alias,I165143802
1009,Alistair Paterson,A5051141489,exact,I177877127
1904,Aidan Sims,A5091380066,exact,I204824540
2175,Sanjiang Li,A5108049690,exact,I114017466
365,Darren Creek,A5008276408,alias,I56590836
1455,Thomas Haselhorst,A5027795204,alias,I11701301
2052,Christopher Peacock,A5109112187,alias,I177877127
2138,Anthony Scott,A5114377276,alias,I165779595
1296,Yingjie Yang,A5011300810,alias,I99043593
1490,Paul Dux,A5050973049,alias,I165143802
2069,David Wilson,A5022775935,alias,I31746571
805,Stephanie Goodhew,A5088654479,alias,I118347636
11,David Byrne,A5053028903,exact,I165779595
2023,Laurajane Smith,A5013561708,alias,I118347636
1442,Justine Ellis,A5011738671,alias,I4210150290
793,Vera Weisbecker,A5086440532,exact,I169541294
1000,Zaiping Guo,A5110015262,alias,I204824540
1162,Yanbo Wang,A5100452558,alias,I129604602
2161,Christina Lim,A5103561655,exact,I165779595
10,Ben Scheele,A5112040501,alias,I118347636
1088,Michael Gantier,A5028263566,alias,I2802600346
487,Weiwei Lei,A5024786653,alias,I82951845
531,Huacheng Zhang,A5101401721,alias,I82951845
483,Stephen Dubsky,A5091042501,alias,I56590836
374,Sebastian Duchene,A5051736895,exact,I165779595
1484,Tao Liu,A5100338119,alias,I31746571
1900,Kristian Krabbenhoft,A5073968971,alias,I78757542
2197,Greg Yaxley,A5038931845,alias,I118347636
920,Markus Brueckner,A5044389878,alias,I118347636
1849,Sandra Floyd,A5014274308,alias,I56590836
848,Joshua Ramsay,A5010490256,alias,I205640436
977,Peter Rohde,A5030937873,alias,I114017466
1026,Zhou Zhang,A5100397166,exact,I129604602
1450,Jane Ford,A5107896462,alias,I129604602
1826,Terry Frankcombe,A5047258701,alias,I118347636
121,Hoang Phuong Phan,A5024560510,exact,I31746571
1651,Jane McAdam,A5020477415,alias,I31746571
4,Jathan Sadowski,A5101449907,alias,I56590836
1979,Felicity Baker,A5002530092,exact,I165779595
596,Antonio Tricoli,A5108669468,alias,I129604602
808,Maxime Aubert,A5060541137,alias,I11701301
1464,Evgeny Buchbinder,A5014602778,alias,I177877127
996,Christian Reichardt,A5013035399,alias,I165779595
2109,John Gehman,A5074745491,alias,I165779595
1208,Steven Bozinovski,A5031586342,alias,I82951845
1076,Giang Nguyen,A5064344312,alias,I5681781
1213,Victor Galitski,A5039578291,alias,I56590836
1905,Melinda Cooper,A5081203523,alias,I129604602
1484,Tao Liu,A5100338087,exact,I31746571
652,Paul Spence,A5064884653,alias,I129801699
1161,Wenbiao Hu,A5100302899,exact,I160993911
2140,Michael Thielscher,A5057895161,alias,I31746571
21,Maté Biro,A5072078340,exact,I129604602
1750,Robert Hester,A5091122360,alias,I165779595
1589,Marc Oxenham,A5035535691,fuzzy,I118347636
1713,Cordelia Fine,A5102890441,exact,I165779595
210,Julien Cooper,A5032635432,exact,I99043593
1206,Mark Kendrick,A5007804894,alias,I118347636
1696,Christopher Chaston,A5039645035,alias,I129604602
822,Tim Winter,A5012017859,alias,I177877127
231,Yi Liu,A5100715381,exact,I31746571
2204,Jie Zhang,A5100436798,exact,I56590836
2144,Yuesheng Li,A5101914940,alias,I217937681
1095,Kalissa Alexeyeff,A5011068587,exact,I165779595
2039,Amanda Gavin,A5029744947,alias,I145902186
720,Dong Xu,A5101961095,alias,I129604602
654,Shari Breen,A5037277941,alias,I99043593
1997,Baolin Wang,A5034845912,alias,I63525965
419,Li Wei,A5100318332,alias,I129604602
1484,Tao Liu,A5100677329,exact,I31746571
1279,Melissa Miles,A5037033652,alias,I56590836
410,Sally May,A5014307550,alias,I5681781
1221,Katja Fischer,A5107863136,alias,I217937681
1011,Liz Conor,A5048125120,alias,I196829312
1361,Dacheng Tao,A5108378610,exact,I129604602
2111,Shanqing Zhang,A5110609468,exact,I11701301
743,Thanh Vinh Nguyen,A5100674027,fuzzy,I31746571
619,Guo Chen,A5100953655,exact,I31746571
168,Emma Thomas,A5102864009,alias,I169541294
921,Yuan Chen,A5107848644,exact,I129604602
443,Zhong-Hua Chen,A5038013995,alias,I5681781
1402,Rajkumar Buyya,A5010222987,exact,I165779595
419,Li Wei,A5100715013,alias,I129604602
728,Jian Yang,A5101751058,alias,I165143802
190,Andrew Phillips,A5004174170,exact,I169541294
349,Margaret Young,A5085224516,exact,I165779595
1396,Wenhui Duan,A5083407563,alias,I56590836
364,Bing Sun,A5100662590,alias,I114017466
1768,Michael Smith,A5101887429,alias,I165779595
1195,Michael Shields,A5087865591,alias,I56590836
14,Jia Wu,A5101734436,exact,I99043593
1834,Michael McCarthy,A5103530180,exact,I165779595
1368,Xiaolin Wang,A5098087553,alias,I204824540
1753,Dan Li,A5032342559,alias,I56590836
671,Rick Stuart-Smith,A5111321085,alias,I129801699
584,Allan McRae,A5101105351,alias,I165143802
240,Yang Liu,A5101648957,exact,I160993911
965,Jonathan Marshall,A5074224187,alias,I114017466
2141,Andrew Martin,A5024778370,alias,I31746571
831,Ying Zhang,A5112249674,alias,I114017466
419,Li Wei,A5101843238,alias,I129604602
2204,Jie Zhang,A5100436659,exact,I56590836
1833,Anthony White,A5027813372,fuzzy,I165779595
363,Han Lin,A5037419475,alias,I82951845
1847,Hilde Tubex,A5109512147,alias,I177877127
2000,Jian Li,A5050460348,alias,I56590836
383,Alec Zuo,A5017660483,alias,I169541294
1161,Wenbiao Hu,A5112068145,exact,I160993911
1495,Derek Abbott,A5103767469,alias,I5681781
1140,Damien Hicks,A5073703617,alias,I57093077
788,Laurie Menviel,A5104097105,alias,I31746571
693,Jun Li,A5027642792,alias,I205640436
1220,Andrew Burton-Jones,A5076505283,fuzzy,I165143802
862,Pu Xiao,A5107591542,exact,I118347636
24,Sharna Jamadar,A5056838420,alias,I56590836
349,Margaret Young,A5111694787,alias,I165779595
502,Yu Lin Zhong,A5069298813,exact,I11701301
2098,Susan Dennison,A5017436966,alias,I11701301
1626,Nicholas Hutchins,A5018874846,exact,I165779595
435,Wenjie Zhang,A5100385513,alias,I31746571
396,Ivo Labbe,A5040520737,exact,I57093077
1932,Stephen Billett,A5070979641,alias,I11701301
578,Megan MacKenzie,A5017725837,alias,I129604602
524,Celine Frere,A5079121743,exact,I165143802
2177,Ping Koy Lam,A5083266765,alias,I118347636
1820,Matthew Barnett,A5021895988,alias,I149704539
1954,Bruce Neal,A5075162144,alias,I129604602
1977,Huanting Wang,A5012782337,alias,I56590836
1368,Xiaolin Wang,A5100395177,exact,I204824540
1202,Guoyin Li,A5025579166,alias,I31746571
1539,Peter Catcheside,A5058046345,alias,I169541294
2043,Karlheinz Peter,A5049936296,alias,I142471025
2045,Robert Mahony,A5011097720,alias,I118347636
564,Simon Gross,A5051460511,alias,I99043593
428,Nicolas Suzor,A5086527358,exact,I160993911
14,Jia Wu,A5007475662,alias,I99043593
1003,Rebecca Bentley,A5058770473,exact,I165779595
732,Chiara Neto,A5087796607,alias,I129604602
481,Yuling Wang,A5100726275,alias,I99043593
976,Richard Garner,A5045461807,alias,I99043593
197,Xiaodan Huang,A5017477244,alias,I165143802
1163,Brent Groves,A5045011986,exact,I118347636
888,Bastien Llamas,A5082962342,alias,I5681781
1495,Derek Abbott,A5040978000,exact,I5681781
1653,Andrea Whittaker,A5079583411,exact,I56590836
1531,Madeleine Beekman,A5067827338,alias,I129604602
1268,Kylie Catchpole,A5076140093,exact,I118347636
1916,Adrian Sheppard,A5007352291,alias,I118347636
2087,Ming-Bo Wang,A5055855869,alias,I1292875679
1729,Duk-Yong Choi,A5004914333,alias,I118347636
474,Jelena Rnjak-Kovacina,A5063678105,exact,I31746571
1887,Christophe Fumeaux,A5031042967,exact,I5681781
1501,Chunhua Shen,A5110194458,exact,I5681781
521,Markus Müllner,A5113737683,exact,I129604602
1009,Alistair Paterson,A5051141489,alias,I177877127
1904,Aidan Sims,A5091380066,alias,I204824540
2175,Sanjiang Li,A5108049690,alias,I114017466
1455,Thomas Haselhorst,A5027795204,exact,I11701301
2138,Anthony Scott,A5114377276,exact,I165779595
1296,Yingjie Yang,A5011300810,exact,I99043593
11,David Byrne,A5053028903,alias,I165779595
2023,Laurajane Smith,A5013561708,exact,I118347636
793,Vera Weisbecker,A5086440532,alias,I169541294
1162,Yanbo Wang,A5100452558,exact,I129604602
2161,Christina Lim,A5103561655,alias,I165779595
531,Huacheng Zhang,A5101401721,exact,I82951845
483,Stephen Dubsky,A5091042501,exact,I56590836
374,Sebastian Duchene,A5051736895,alias,I165779595
1484,Tao Liu,A5100338119,exact,I31746571
920,Markus Brueckner,A5044389878,exact,I118347636
1026,Zhou Zhang,A5100397166,alias,I129604602
121,Hoang Phuong Phan,A5024560510,alias,I31746571
1651,Jane McAdam,A5020477415,exact,I31746571
4,Jathan Sadowski,A5101449907,exact,I56590836
1979,Felicity Baker,A5002530092,alias,I165779595
596,Antonio Tricoli,A5108669468,exact,I129604602
808,Maxime Aubert,A5060541137,exact,I11701301
1208,Steven Bozinovski,A5031586342,exact,I82951845
1076,Giang Nguyen,A5064344312,exact,I5681781
1213,Victor Galitski,A5039578291,exact,I56590836
1905,Melinda Cooper,A5081203523,exact,I129604602
1484,Tao Liu,A5100338087,alias,I31746571
652,Paul Spence,A5064884653,exact,I129801699
1161,Wenbiao Hu,A5100302899,alias,I160993911
2140,Michael Thielscher,A5057895161,exact,I31746571
21,Maté Biro,A5072078340,alias,I129604602
1713,Cordelia Fine,A5102890441,alias,I165779595
210,Julien Cooper,A5032635432,alias,I99043593
822,Tim Winter,A5012017859,exact,I177877127
231,Yi Liu,A5100715381,alias,I31746571
2204,Jie Zhang,A5100436798,alias,I56590836
2144,Yuesheng Li,A5101914940,exact,I217937681
1095,Kalissa Alexeyeff,A5011068587,alias,I165779595
720,Dong Xu,A5101961095,exact,I129604602
1484,Tao Liu,A5100677329,alias,I31746571
1279,Melissa Miles,A5037033652,exact,I56590836
1221,Katja Fischer,A5107863136,exact,I217937681
1011,Liz Conor,A5048125120,exact,I196829312
1361,Dacheng Tao,A5108378610,alias,I129604602
2111,Shanqing Zhang,A5110609468,alias,I11701301
619,Guo Chen,A5100953655,alias,I31746571
921,Yuan Chen,A5107848644,alias,I129604602
443,Zhong-Hua Chen,A5038013995,exact,I5681781
1402,Rajkumar Buyya,A5010222987,alias,I165779595
728,Jian Yang,A5101751058,exact,I165143802
190,Andrew Phillips,A5004174170,alias,I169541294
349,Margaret Young,A5085224516,alias,I165779595
1396,Wenhui Duan,A5083407563,exact,I56590836
364,Bing Sun,A5100662590,exact,I114017466
14,Jia Wu,A5101734436,alias,I99043593
1834,Michael McCarthy,A5103530180,alias,I165779595
1368,Xiaolin Wang,A5098087553,exact,I204824540
1753,Dan Li,A5032342559,exact,I56590836
671,Rick Stuart-Smith,A5111321085,exact,I129801699
584,Allan McRae,A5101105351,exact,I165143802
240,Yang Liu,A5101648957,alias,I160993911
2141,Andrew Martin,A5024778370,exact,I31746571
831,Ying Zhang,A5112249674,exact,I114017466
2204,Jie Zhang,A5100436659,alias,I56590836
1847,Hilde Tubex,A5109512147,exact,I177877127
383,Alec Zuo,A5017660483,exact,I169541294
1161,Wenbiao Hu,A5112068145,alias,I160993911
693,Jun Li,A5027642792,exact,I205640436
862,Pu Xiao,A5107591542,alias,I118347636
24,Sharna Jamadar,A5056838420,exact,I56590836
1552,George Hobbs,A5081228919,alias,I1292875679
1577,Budiman Minasny,A5051455406,alias,I129604602
1957,David Coward,A5046277232,alias,I177877127
1986,Timothy Brodribb,A5085206568,alias,I129801699
1667,Dusan Losic,A5003652299,alias,I5681781
1252,Mehmet Yuce,A5010668389,alias,I56590836
937,Rico Tabor,A5077628732,alias,I56590836
1643,Erik Wapstra,A5013130357,alias,I129801699
515,Simon Williams,A5079811534,alias,I118347636
1424,Stephanie Gras,A5088068626,alias,I56590836
1318,Amanda Ellis,A5018568646,alias,I165779595
935,Simon Ho,A5090497511,alias,I129604602
529,Stephen Moggach,A5029928521,alias,I177877127
298,Christian Schwab,A5044900891,alias,I99043593
684,Nathan Holmes,A5046604772,alias,I31746571
468,Hongzhi Yin,A5088492734,exact,I165143802
1078,Brett Nixon,A5066498990,exact,I78757542
1753,Dan Li,A5100380810,exact,I56590836
1077,Vipul Bansal,A5054308329,exact,I82951845
1232,Luciano Beheregaray,A5005481794,alias,I169541294
1980,Justin Harris,A5017705092,alias,I129604602
1647,Julie McLeod,A5073968412,alias,I165779595
282,Lexing Xie,A5049449495,alias,I118347636
1069,Lishan Liu,A5000389536,exact,I205640436
1451,Patrick Kluth,A5090042052,alias,I118347636
1936,Stephen Turner,A5081119135,alias,I165779595
548,Stephen Gould,A5071663279,alias,I118347636
1263,Bim Graham,A5111744240,alias,I56590836
1853,Craig Smith,A5017323254,alias,I4210150290
2201,Richard Mildren,A5069056248,alias,I99043593
1261,Abd-Krim Seghouane,A5084681382,alias,I165779595
2139,Raymond Dagastine,A5015850936,alias,I165779595
343,Jee Hyun Kim,A5100623838,exact,I149704539
506,Luke Davies,A5029546235,alias,I177877127
752,Matthew Dolan,A5054531499,alias,I165779595
689,Muhammad Hossain,A5060449255,alias,I177877127
492,Zhi Li,A5068851138,alias,I31746571
33,Matthew Currell,A5016594948,exact,I11701301
347,Yulei Sui,A5053058502,alias,I31746571
899,Bernhard Müller,A5053470242,alias,I56590836
1516,Michelle Hill,A5070498464,alias,I165143802
1347,Monika Murcha,A5012461672,alias,I177877127
742,Dustin Marshall,A5027894993,alias,I56590836
1102,Thomas Denson,A5076098584,alias,I31746571
2203,Thomas Maschmeyer,A5101545166,alias,I129604602
217,Anina Rich,A5020457109,alias,I99043593
1756,Elena Belousova,A5056695911,alias,I99043593
1408,Jochen Mueller,A5089520065,alias,I165143802
1529,Cedric Simenel,A5083759542,alias,I118347636
583,Ruth Singer,A5088750767,alias,I165779595
1184,Katherine Buchanan,A5043430415,alias,I149704539
1982,Yuan Feng,A5022869475,alias,I114017466
1681,Michael Rafferty,A5039818306,exact,I129604602
1695,David Kielpinski,A5051592659,alias,I11701301
192,Liang Zheng,A5100709340,alias,I118347636
738,Cameron Parsell,A5019316998,alias,I165143802
857,Andrew Marshall,A5069679096,alias,I174025329
305,Catherine Frieman,A5026993313,alias,I118347636
1578,Jade Forwood,A5029725982,alias,I153230381
1071,Damien Fordham,A5012369360,alias,I5681781
516,Stefan Trueck,A5010076112,alias,I99043593
729,Michael Murphy,A5090814337,alias,I57093077
2048,John Rathjen,A5032099774,alias,I118347636
933,Shayne McGregor,A5038432220,exact,I56590836
717,Mary Tolcos,A5083028196,exact,I82951845
642,Karen Cheney,A5040236202,alias,I165143802
582,Laura Wilson,A5020236222,alias,I118347636
373,Erica Kuligowski,A5069983536,alias,I82951845
201,Murad Tayebjee,A5065888204,alias,I31746571
1248,Timothy Schmidt,A5004046189,alias,I31746571
101,Heather Ford,A5029193548,exact,I114017466
213,Xi (Forest) Zhu,A5101767657,fuzzy,I114017466
260,Wenxian Li,A5100744440,exact,I31746571
1241,Peter Butterworth,A5009838261,exact,I165779595
1882,Maria Lugaro,A5036569027,exact,I56590836
1899,Cameron Kepert,A5046584123,alias,I129604602
1393,Susan Danby,A5006103453,alias,I160993911
2071,David Haylock,A5057615707,alias,I1292875679
2000,Jian Li,A5100454330,alias,I56590836
48,Rosemary Langford,A5069659528,alias,I165779595
1514,Mark Halsey,A5061221134,exact,I169541294
723,Muhammad Cheema,A5047549903,alias,I56590836
16,Edward Simpson,A5105193900,alias,I118347636
640,Katharine Greenaway,A5064325969,alias,I165779595
599,Michael Wheeler,A5061333891,exact,I165779595
2113,Mark Blows,A5017400602,alias,I165143802
1939,Jakob Hohwy,A5083789193,alias,I56590836
1100,Daniel Gomez,A5002937608,alias,I82951845
1360,Jodie Bradby,A5041779189,alias,I118347636
961,Ting Liao,A5023347434,exact,I160993911
233,David Nisbet,A5004335652,alias,I165779595
1110,Markus Barth,A5058316985,exact,I165143802
1871,Paul Francis,A5022628011,alias,I149704539
2150,Mark Griffin,A5040525254,exact,I177877127
1860,Rebecca Jennings,A5082358610,exact,I99043593
424,Arian Wallach,A5049366772,alias,I160993911
436,Sandra Suchet-Pearson,A5091717516,alias,I99043593
2092,Bruce Buchan,A5010849121,exact,I11701301
11,David Byrne,A5054324826,alias,I165779595
1391,Gavin Prideaux,A5057536575,alias,I169541294
435,Wenjie Zhang,A5044368396,alias,I31746571
455,Ba Tuong Vo,A5070960013,exact,I205640436
369,Jun Huang,A5074624048,alias,I129604602
1823,Sean Li,A5100407701,alias,I31746571
89,Xin Cao,A5089964993,alias,I31746571
545,Tanya Smith,A5085108818,alias,I11701301
1682,Bronwen Morgan,A5004638634,exact,I31746571
925,Kay Cook,A5047970757,alias,I57093077
2000,Jian Li,A5100627204,fuzzy,I56590836
1819,Tomasz Kowalski,A5053842643,exact,I196829312
2082,Mohammad Jalal Abbasi Shavazi,A5029752779,exact,I118347636
1198,Patricia O'Brien,A5047942465,alias,I118347636
1802,Dagmar Wilhelm,A5044931412,alias,I165779595
1733,Massimo Hilliard,A5058343547,alias,I165143802
111,Martijn Konings,A5110772171,alias,I129604602
1642,Brian Anderson,A5015736743,alias,I165143802
2114,Juanita Elias,A5086910343,alias,I11701301
1258,Benjamin Powell,A5069937522,alias,I165143802
1348,Bruce Preston,A5068641067,alias,I165779595
419,Li Wei,A5004328744,alias,I129604602
916,Timothy Trudgian,A5022560324,alias,I31746571
1499,John Hooper,A5054405204,alias,I4210092543
2207,Zhenxiang Cheng,A5109539302,alias,I204824540
1245,Shinichi Nakagawa,A5101836809,alias,I31746571
419,Li Wei,A5037502473,alias,I129604602
1739,Charles Claudianos,A5039699593,alias,I56590836
1188,Torsten Thomas,A5109918557,alias,I31746571
1315,Katharine McGregor,A5066241922,alias,I165779595
366,Chris Clark,A5064341140,alias,I205640436
1768,Michael Smith,A5108727204,alias,I165779595
2069,David Wilson,A5065270324,alias,I31746571
1907,Ingrid van der Mei,A5020979521,fuzzy,I129801699
1361,Dacheng Tao,A5110189407,exact,I129604602
857,Andrew Marshall,A5113959815,exact,I174025329
719,Liam McGuinness,A5002849509,alias,I118347636
418,Anita Ho-Baillie,A5035130081,exact,I129604602
419,Li Wei,A5100318387,alias,I129604602
601,Luke Morgan,A5067130662,exact,I56590836
1753,Dan Li,A5100380809,alias,I56590836
1094,Jack Clegg,A5113299857,fuzzy,I165143802
1576,Jennifer Milam,A5059821242,alias,I78757542
419,Li Wei,A5100716777,alias,I129604602
1137,Jimin Yu,A5100899436,alias,I118347636
324,Zhe Liu,A5101465948,alias,I165779595
1002,Olivier Alard,A5093464648,alias,I99043593
1220,Andrew Burton-Jones,A5101714895,fuzzy,I165143802
1342,Matthew Hill,A5023083947,alias,I1292875679
1495,Derek Abbott,A5044615319,alias,I5681781
1147,Sally Cripps,A5010051305,exact,I129604602
1597,Alan Collins,A5008445936,alias,I5681781
1210,Paula Dawson,A5108636771,alias,I31746571
1903,Stephen Williams,A5105520746,alias,I165143802
442,CHI CHENG,A5102315494,exact,I31746571
87,Gang Li,A5100431040,exact,I165779595
927,Elisa Hill,A5018475627,alias,I82951845
1368,Xiaolin Wang,A5100395178,exact,I204824540
2141,Andrew Martin,A5110764563,exact,I31746571
419,Li Wei,A5057748433,alias,I129604602
1196,Susan Laurance,A5113944346,alias,I86467917
973,Andrew Greentree,A5108719516,alias,I82951845
1488,Simon Avenell,A5095556885,alias,I118347636
1107,Matthew Tucker,A5101392295,fuzzy,I5681781
693,Jun Li,A5102013673,exact,I205640436
435,Wenjie Zhang,A5100385502,exact,I31746571
1706,Stephanie Brown,A5110237121,exact,I4210150290
824,Jonathon Beves,A5002843490,fuzzy,I31746571
419,Li Wei,A5100664438,alias,I129604602
451,Lisa Alexander,A5079885280,alias,I31746571
1573,Zhi Ping Xu,A5108049279,alias,I165143802
1577,Budiman Minasny,A5051455406,exact,I129604602
1667,Dusan Losic,A5003652299,exact,I5681781
1643,Erik Wapstra,A5013130357,exact,I129801699
1424,Stephanie Gras,A5088068626,exact,I56590836
1318,Amanda Ellis,A5018568646,exact,I165779595
298,Christian Schwab,A5044900891,exact,I99043593
468,Hongzhi Yin,A5088492734,alias,I165143802
1078,Brett Nixon,A5066498990,alias,I78757542
1753,Dan Li,A5100380810,alias,I56590836
1077,Vipul Bansal,A5054308329,alias,I82951845
1647,Julie McLeod,A5073968412,exact,I165779595
282,Lexing Xie,A5049449495,exact,I118347636
1069,Lishan Liu,A5000389536,alias,I205640436
1263,Bim Graham,A5111744240,exact,I56590836
1261,Abd-Krim Seghouane,A5084681382,exact,I165779595
343,Jee Hyun Kim,A5100623838,alias,I149704539
492,Zhi Li,A5068851138,exact,I31746571
33,Matthew Currell,A5016594948,alias,I11701301
347,Yulei Sui,A5053058502,exact,I31746571
899,Bernhard Müller,A5053470242,exact,I56590836
2203,Thomas Maschmeyer,A5101545166,exact,I129604602
583,Ruth Singer,A5088750767,exact,I165779595
1982,Yuan Feng,A5022869475,exact,I114017466
1681,Michael Rafferty,A5039818306,alias,I129604602
192,Liang Zheng,A5100709340,exact,I118347636
738,Cameron Parsell,A5019316998,exact,I165143802
516,Stefan Trueck,A5010076112,exact,I99043593
933,Shayne McGregor,A5038432220,alias,I56590836
717,Mary Tolcos,A5083028196,alias,I82951845
101,Heather Ford,A5029193548,alias,I114017466
260,Wenxian Li,A5100744440,alias,I31746571
1241,Peter Butterworth,A5009838261,alias,I165779595
1882,Maria Lugaro,A5036569027,alias,I56590836
1393,Susan Danby,A5006103453,exact,I160993911
2000,Jian Li,A5100454330,exact,I56590836
1514,Mark Halsey,A5061221134,alias,I169541294
599,Michael Wheeler,A5061333891,alias,I165779595
1939,Jakob Hohwy,A5083789193,exact,I56590836
961,Ting Liao,A5023347434,alias,I160993911
1110,Markus Barth,A5058316985,alias,I165143802
2150,Mark Griffin,A5040525254,alias,I177877127
1860,Rebecca Jennings,A5082358610,alias,I99043593
2092,Bruce Buchan,A5010849121,alias,I11701301
435,Wenjie Zhang,A5044368396,exact,I31746571
455,Ba Tuong Vo,A5070960013,alias,I205640436
89,Xin Cao,A5089964993,exact,I31746571
1682,Bronwen Morgan,A5004638634,alias,I31746571
925,Kay Cook,A5047970757,exact,I57093077
1819,Tomasz Kowalski,A5053842643,alias,I196829312
2082,Mohammad Jalal Abbasi Shavazi,A5029752779,alias,I118347636
1802,Dagmar Wilhelm,A5044931412,exact,I165779595
111,Martijn Konings,A5110772171,exact,I129604602
2114,Juanita Elias,A5086910343,exact,I11701301
1348,Bruce Preston,A5068641067,exact,I165779595
2207,Zhenxiang Cheng,A5109539302,exact,I204824540
1245,Shinichi Nakagawa,A5101836809,exact,I31746571
1739,Charles Claudianos,A5039699593,exact,I56590836
1188,Torsten Thomas,A5109918557,exact,I31746571
1315,Katharine McGregor,A5066241922,exact,I165779595
1768,Michael Smith,A5108727204,exact,I165779595
1361,Dacheng Tao,A5110189407,alias,I129604602
857,Andrew Marshall,A5113959815,alias,I174025329
418,Anita Ho-Baillie,A5035130081,alias,I129604602
601,Luke Morgan,A5067130662,alias,I56590836
1753,Dan Li,A5100380809,exact,I56590836
1576,Jennifer Milam,A5059821242,exact,I78757542
324,Zhe Liu,A5101465948,exact,I165779595
1002,Olivier Alard,A5093464648,exact,I99043593
1495,Derek Abbott,A5044615319,exact,I5681781
1147,Sally Cripps,A5010051305,alias,I129604602
1597,Alan Collins,A5008445936,exact,I5681781
1210,Paula Dawson,A5108636771,exact,I31746571
442,CHI CHENG,A5102315494,alias,I31746571
87,Gang Li,A5100431040,alias,I165779595
927,Elisa Hill,A5018475627,exact,I82951845
1368,Xiaolin Wang,A5100395178,alias,I204824540
2141,Andrew Martin,A5110764563,alias,I31746571
1196,Susan Laurance,A5113944346,exact,I86467917
973,Andrew Greentree,A5108719516,exact,I82951845
1488,Simon Avenell,A5095556885,exact,I118347636
693,Jun Li,A5102013673,alias,I205640436
435,Wenjie Zhang,A5100385502,alias,I31746571
1706,Stephanie Brown,A5110237121,alias,I4210150290
451,Lisa Alexander,A5079885280,exact,I31746571
1573,Zhi Ping Xu,A5108049279,exact,I165143802
1416,John Zhu,A5033539820,alias,I165143802
1226,Massimiliano Massi,A5047782731,exact,I205640436
170,Junming Ho,A5069059768,alias,I31746571
2058,Peter Czabotar,A5063424737,alias,I196021976
1990,Timothy Windsor,A5028087820,alias,I169541294
1450,Jane Ford,A5047585339,alias,I129604602
2044,Peter Biro,A5063407067,alias,I149704539
1128,David Lubans,A5024702541,alias,I78757542
83,Morten Allentoft,A5041528578,alias,I205640436
1300,Kylie Hesketh,A5008005872,alias,I149704539
1309,Rana Hinman,A5015081262,alias,I165779595
139,Hanlin Shang,A5087947210,alias,I99043593
1499,John Hooper,A5001191708,alias,I4210092543
1676,Han Huang,A5100709581,exact,I165143802
656,Lee Skerratt,A5086732623,alias,I165779595
38,Zuduo Zheng,A5000972645,exact,I165143802
2122,Sharon Friel,A5005840333,exact,I118347636
2075,Zhong Tao,A5028212723,exact,I63525965
1704,Hark Hoe Tan,A5059240816,exact,I118347636
1273,Jingliang Li,A5038802973,alias,I149704539
1918,Thiruma Arumugam,A5079636891,alias,I165143802
1501,Chunhua Shen,A5006294869,alias,I5681781
1431,Jonathon Barnett,A5085632683,alias,I165779595
1597,Alan Collins,A5046466285,alias,I5681781
1706,Stephanie Brown,A5078278213,exact,I4210150290
2165,Christopher Hutchinson,A5086771995,alias,I56590836
1341,Bang Bui,A5068760555,alias,I165779595
645,Yansong Shen,A5066843115,exact,I31746571
549,Rachel Ong ViforJ,A5070013718,alias,I205640436
1162,Yanbo Wang,A5100452610,exact,I129604602
