rid,eu_name,authorid,match_type,host_id,source
472,Thomas Thum,A5020543934,exact,I34809795,round4_semtie
473,Taija Marianna Makinen,A5063288234,fuzzy,I123387679,round2_inst
474,Hugo Georges Roger Aguilaniu,A5033838889,fuzzy,I1294671590,round2_inst
475,Dieter Karl Maximilian Saur,A5090240499,fuzzy,,round3_semantic
477,Massimo Santoro,A5048243012,exact,I138689650,round4_semtie
478,Paola Romagnani,A5046254027,exact,,name_unique
479,Susana Gonzalez,A5041586028,exact,I2809107791,round2_inst
480,Eleanor Elizabeth Patton,A5046316908,fuzzy,,round4_maxpapers
481,Jan Cools,A5060184481,exact,I2802017950,round2_inst
482,Peter Friedl,A5026527299,exact,I145872427,round2_inst
483,Tobias Georg Bruno Maria Huber,A5076632645,fuzzy,I4210108711,round2_inst
484,Paolo Salomoni,A5051777812,exact,,round4_semtie
485,David Bryder,A5041041189,exact,,name_unique
486,Roberto Coppari,A5002983120,exact,,name_unique
488,Eva Van Rooij,A5061534140,exact,I1322597698,round2_inst
489,Eran Hornstein,A5041137218,exact,,name_unique
490,Christoph Handschin,A5021236744,exact,,name_unique
491,Edgar Rodrigues Almeida Gomes,A5035043270,fuzzy,I141596103,round2_inst
492,Mario Pende,A5050474078,exact,I154526488,round2_inst
493,Robert Charles Swanton,A5001611021,exact,,name_unique
494,Noam Zelcer,A5047655780,exact,,name_unique
495,Petr Znamenskiy,A5051460988,exact,,name_unique
496,Rejane Rua,A5036874598,exact,,name_unique
497,Jonas-Frederic Sauer,A5033428356,exact,,name_unique
498,Sarah Moyon,A5044847658,exact,,name_unique
499,Natalia Goriounova,A5073618426,alias,,round3_semantic
500,Maite Solas Zubiaurre,A5040203598,exact,,name_unique
501,Armin Lak,A5032963618,exact,,name_unique
502,Flavio Donato,A5071843618,exact,,name_unique
503,Peter Kok,A5016715765,exact,I45129253,round2_inst
504,Soyon Hong,A5003649183,exact,,name_unique
505,Jaime De Juan-Sanz,A5031255857,exact,,name_unique
506,Isabel Beets,A5070285020,exact,,name_unique
507,Juan Álvaro Gallego,A5026536305,alias,,round3_semantic
508,Zhenyu Gao,A5014398858,exact,I2801952686,round2_inst
509,Sabine Krabbe,A5079856012,exact,,name_unique
510,Alex Cayco Gajic,A5017881714,exact,,name_unique
511,Meital Oren-Suissa,A5025592013,exact,,name_unique
512,Julijana Gjorgjieva,A5055788094,exact,,name_unique
513,Urte Neniskyte,A5075562148,exact,,name_unique
514,Amaia Arranz,A5110970846,exact,,name_unique
515,Claudia Clopath,A5039497694,exact,I47508984,round2_inst
516,Robert Fledrich,A5036637334,exact,,name_unique
517,Yarden Cohen,A5052765012,exact,I53964585,round2_inst
518,Simon Jacob,A5073218492,exact,,round3_semantic
519,Cécile Charrier,A5080554000,exact,,name_unique
520,Fabian Sinz,A5036361185,alias,I74656192,round2_inst
521,Alessandro Gozzi,A5072821940,exact,I30771326,round2_inst
522,Susanne Wegmann,A5008475864,exact,,round3_semantic
523,Sylvain Rheims,A5018669927,exact,,name_unique
524,Lisa Fenk,A5078337747,alias,,round4_semtie
525,Susanne Hoffmann,A5014994181,exact,,round3_semantic
526,Tomohisa Toda,A5103264007,exact,,name_unique
527,Nicolas Renier,A5034783300,exact,,name_unique
528,Inbal Goshen,A5076973058,exact,,name_unique
529,Ayal Ben-Zvi,A5066671374,exact,I197251160,round4_semtie
530,Jakob Macke,A5080225154,alias,I8087733,round2_inst
531,Adam Ranson,A5084558179,exact,,name_unique
532,M Eugenia Chiappe,A5082196676,exact,,name_unique
533,Moshe Parnas,A5055023434,exact,,name_unique
534,Maximilian Albert Jösch,A5110943159,fuzzy,I157556583,round2_inst
535,Hiroshi Ito,A5058646333,exact,,round4_semtie
536,Asya Rolls,A5089760063,exact,,name_unique
537,Miriam Melis,A5045189209,exact,I172446870,round3_semantic
538,Kiavash Movahedi,A5039227652,exact,,name_unique
539,Julien Bouvier,A5010173240,exact,I1294671590,round3_semantic
540,David Owald,A5044882991,exact,,name_unique
542,Marion Silies,A5027898696,exact,,name_unique
543,Olivier Marre,A5048550613,exact,,name_unique
544,Boyan Bonev,A5010244124,exact,,round3_semantic
545,Stanley Heinze,A5034484345,exact,,name_unique
546,Silvia Cappello,A5056811679,exact,I8204097,round2_inst
547,Benjamin Judkewitz,A5070498168,exact,,name_unique
548,Tarja Malm,A5000776705,exact,I175532246,round3_semantic
549,Frederic Gambino,A5021903452,exact,I1294671590,round3_semantic
550,Pawel Burkhardt,A5072644672,exact,,name_unique
551,Alexander Matthias Walter,A5018228978,alias,I124055696,round2_inst
552,Gaia Novarino,A5049497512,exact,I157556583,round3_semantic
553,Juliette Godin,A5074345717,alias,I154526488,round2_inst
554,Sonja Vernes,A5085492585,alias,I16835326,round2_inst
555,Yaniv Ziv,A5010287804,exact,,name_unique
556,Luca Bonini,A5040229416,exact,I124601658,round2_inst
557,Claire Wyart,A5030843888,exact,I154526488,round3_semantic
558,María Llorens-Martín,A5068800327,exact,I134820265,round2_inst
559,Ilaria Testa,A5077962429,exact,I86987016,round3_semantic
560,Nuria Flames Bonilla,A5038014066,exact,,name_unique
561,Michela Deleidi,A5056933907,exact,,name_unique
562,Federico De Martino,A5090734850,exact,,name_unique
563,Ana Joao Gomes Rodrigues,A5020683956,fuzzy,I99682543,round3_semantic
564,Susanne Schreiber,A5067638731,exact,,round3_semantic
565,Georg Keller,A5072596383,exact,,name_unique
566,Tiago Ramos Alegre Branco,A5007641436,fuzzy,I45129253,round4_semtie
567,Gilles Huberfeld,A5077630349,exact,,name_unique
568,Nikolai Axmacher,A5069104068,exact,,name_unique
569,Megan Rose Carey,A5045839083,fuzzy,I113358080,round2_inst
570,Martin Fuhrmann,A5082020011,exact,,round3_semantic
571,Ashwin Woodhoo,A5001452023,exact,,name_unique
572,Pascale Bomont,A5108106520,exact,I154526488,round3_semantic
573,Stefan Jens Hallermann,A5007022136,alias,,round3_semantic
574,Camilla Bellone,A5002276509,exact,I114457229,round3_semantic
575,Nathalie Rochefort,A5037861106,alias,I98677209,round2_inst
576,Marta De Aragão Pacheco Moita,A5054158726,fuzzy,I113358080,round2_inst
577,Francesca Cacucci,A5028099121,exact,I45129253,round2_inst
578,Mehmet Fatih Yanik,A5032212627,exact,,name_unique
579,Marta Zlatic,A5059140736,exact,,name_unique
580,Caren Norden,A5008590002,exact,,name_unique
581,David Keays,A5062455516,alias,I8204097,round4_semtie
582,Ofer Yizhar,A5037720828,exact,,name_unique
583,Bryan Strange,A5024005442,alias,,round3_semantic
584,Tim Vogels,A5085417824,alias,I157556583,round2_inst
585,Jan Siemens,A5012227593,exact,I2802164966,round2_inst
586,Rochelle Ackerley,A5070517669,exact,,name_unique
588,Erik Jan Marthe Storkebaum,A5078562469,fuzzy,I145872427,round2_inst
589,Judit Makara,A5041538544,alias,I4210106880,round2_inst
590,Brice Jean Philippe Bathellier,A5010693521,fuzzy,I1294671590,round2_inst
591,Karin Shmueli,A5006887531,exact,,name_unique
592,Joseph Paton,A5048492872,exact,,name_unique
593,Tatiana Korotkova,A5080488472,exact,I4210153755,round2_inst
594,Ragnhildur Thora Karadottir,A5044032139,exact,,name_unique
595,Janos Szabadics,A5006038863,exact,,name_unique
596,Michael Brian Orger,A5066413155,fuzzy,I113358080,round2_inst
597,Amir Amedi,A5034713252,exact,I138898306,round4_semtie
598,Jennifer Kim Bizley,A5041450957,alias,I45129253,round2_inst
599,Susana Lima,A5003616800,exact,I113358080,round2_inst
600,Tim Gollisch,A5086835913,exact,,name_unique
601,Smita Saxena,A5063666811,exact,I118564535,round2_inst
602,Matthew Stuart Grubb,A5047455423,fuzzy,I183935753,round2_inst
603,Laura Cancedda,A5007734615,exact,,name_unique
604,Rony Paz,A5063807588,exact,I53964585,round2_inst
605,Simon Hippenmeyer,A5080499335,exact,I157556583,round4_semtie
606,Inna Slutsky,A5000009798,exact,,name_unique
607,Adam Denes,A5038618629,exact,I4210106880,round2_inst
608,Karim Robert Marc Benchenane,A5051955676,fuzzy,I1294671590,round2_inst
609,Antoine Roger Adamantidis,A5027508273,alias,I118564535,round2_inst
610,German Sumbre,A5023405833,exact,,name_unique
611,Stefan Remy,A5061562477,exact,,name_unique
612,Fekrije Selimi,A5060353766,exact,,name_unique
613,James Francis Alexander Poulet,A5079409586,fuzzy,I205582932,round2_inst
614,Edor Kabashi,A5091192587,exact,,name_unique
615,Tara Spires-Jones,A5088747780,alias,I98677209,round2_inst
616,Nathalie Rouach,A5033299269,exact,,round4_semtie
618,Petra Ritter,A5067145255,exact,,round4_semtie
619,Thomas Nevian,A5077686493,exact,,name_unique
620,Stephanie Baulac,A5070118171,exact,,name_unique
621,Grégoire Richard Courtine,A5018530098,fuzzy,I5124864,round2_inst
622,Nachum Ulanovsky,A5086304017,exact,I53964585,round4_semtie
623,Jaime De La Rocha Vazquez,A5074656893,fuzzy,,round4_semtie
624,Ileana Livia Opatz,A5071604538,fuzzy,I4210108711,round4_semtie
625,Penelope Anne Lewis,A5115601534,fuzzy,I79510175,round2_inst
626,Jozsef Balázs Rózsa,A5000761021,alias,I4210106880,round2_inst
627,Sebastian Kadener,A5038140921,exact,,name_unique
628,Jean Livet,A5014215458,exact,,name_unique
629,Adrian Michael Isaacs,A5068723908,fuzzy,I45129253,round2_inst
630,Joerg Albert,A5045308729,alias,I45129253,round2_inst
631,André Fischer,A5040773420,exact,,round3_semantic
632,Christoph Kayser,A5010335917,exact,,round3_semantic
633,Nathalie Anne Spassky,A5043555955,fuzzy,I154526488,round2_inst
634,Andrew John Robert Plested,A5081877224,fuzzy,,round3_semantic
635,Aldo Genovesio,A5005245127,exact,I861853513,round2_inst
636,Mikael Jakob Simons,A5079565983,fuzzy,I62916508,round2_inst
637,Teresa Giraldez Fernandez,A5058793525,exact,,name_unique
638,Rosa Cossart,A5030120520,exact,I154526488,round2_inst
639,Gregory Jefferis,A5102175501,exact,,name_unique
640,Patrik Verstreken,A5040983698,exact,I2802017950,round2_inst
641,Katharina Von Kriegstein,A5055728698,exact,,name_unique
642,Guillermina Eloisa Lopez Bendito,A5035765686,fuzzy,I134820265,round2_inst
643,Joshua Avi Goldberg,A5090513279,fuzzy,I197251160,round2_inst
644,Giovanna Rachele Mallucci,A5067030643,fuzzy,I241749,round2_inst
645,Julie Perroy,A5033599123,exact,,name_unique
646,Oren Schuldiner,A5016916532,exact,,name_unique
647,Jean-Marc Goaillard,A5009276385,exact,,name_unique
648,Thomas Misgeld,A5068651418,exact,,name_unique
649,Dieter Johannes Edbauer,A5014535603,fuzzy,,round3_semantic
650,Richard Roland Benton,A5078310984,fuzzy,I97565354,round4_semtie
651,Olivier David,A5009848505,exact,I154526488,round2_inst
652,Nikolaus Weiskopf,A5024555751,exact,,name_unique
653,Colin Jon Akerman,A5032933053,fuzzy,I40120149,round3_semantic
654,Davide Franco Zoccolan,A5023025526,alias,I138549579,round2_inst
655,Rui Manuel Marques Fernandes Da Costa,A5060965799,fuzzy,I113358080,round4_semtie
656,Adi Mizrahi,A5088833540,exact,,name_unique
657,David Robbe,A5071743235,exact,,name_unique
658,Silvio Olivier Rizzoli,A5061167925,fuzzy,I4210116730,round2_inst
659,Thomas Mrsic-Flogel,A5057225739,alias,I45129253,round2_inst
660,Sonia Noémie Garel,A5053318683,fuzzy,I154526488,round2_inst
661,Daniel Andreas Huber,A5102637444,exact,,name_unique
662,Jan Böttcher,A5104753711,exact,,round4_maxpapers
663,Paul Bourgine,A5006777098,exact,I187531555,round2_inst
664,Barbara Susanne Sixt,A5016800306,alias,,round3_semantic
665,Alexander Clarke,A5103779523,exact,,round4_maxpapers
666,Robert De Vries,A5059294229,exact,,round4_semtie
667,Jenny Mjösberg,A5080628718,exact,,name_unique
668,Christoph Schneider,A5076104710,exact,I202697423,round3_semantic
669,Daniela Latorre,A5075565802,exact,,name_unique
670,Noam Stern-Ginossar,A5110853855,exact,I53964585,round3_semantic
671,Matthieu Mahevas,A5031127153,exact,,round4_semtie
672,Dor Salomon,A5010059848,exact,,name_unique
673,Christina Zielinski,A5083436454,alias,I4210162077,round2_inst
674,Géraldine Laloux,A5007876625,exact,,name_unique
675,Ondrej Stepanek,A5046576229,exact,I4210138103,round2_inst
676,Nicola Gagliani,A5037272617,exact,,name_unique
677,Florian Schmidt,A5020537034,exact,,round4_semtie
678,Leïla Perié,A5055849177,exact,,round3_semantic
679,Joan Yuan,A5077900379,exact,I187531555,round2_inst
680,Thomas Marichal,A5076651905,exact,I157674565,round3_semantic
681,Troels Scheel,A5000059912,alias,I124055696,round2_inst
682,Maria Tsoumakidou,A5078676208,exact,,name_unique
683,Liliana Mancio Silva,A5028637796,exact,,name_unique
684,Benedikt Kaufer,A5081629994,alias,I75951250,round2_inst
685,Julie Helft,A5026436234,exact,,name_unique
686,Caroline Goujon,A5050404728,exact,,name_unique
687,Neta Regev-Rudzki,A5087526855,exact,I53964585,round3_semantic
688,Francis Impens,A5040383692,exact,,name_unique
689,Nadine Laguette,A5004396985,exact,,name_unique
690,Lars Dölken,A5069299747,exact,I34809795,round2_inst
691,Rayk Behrendt,A5030267616,exact,,name_unique
692,Laurent Reber,A5037869759,alias,I154526488,round2_inst
693,María Mittelbrunn,A5113236425,exact,,name_unique
694,Sine Reker Hadrup,A5033440492,exact,,name_unique
695,Guoliang Cui,A5037980406,exact,I17937529,round2_inst
696,Moritz Treeck,A5003714113,exact,,name_unique
697,Suzan Rooijakkers,A5033008855,alias,I3018483916,round2_inst
698,Christoph Scheiermann,A5021389980,exact,,name_unique
699,Stan Johan Jozef Brouns,A5051219873,alias,I98358874,round2_inst
700,Gerhard Krönke,A5064839208,exact,,name_unique
701,Maria João Lopes Gonçalves De Brito Amorim,A5067340936,alias,I2802805223,round2_inst
702,Ziv Shulman Ben-Avraham,A5034305916,fuzzy,,round4_maxpapers
703,Amy Buck,A5063045952,exact,,round4_maxpapers
704,Marek Basler,A5035190614,exact,,name_unique
705,Noam Stern-Ginossar,A5110853855,exact,I53964585,round3_semantic
706,Georgios Chamilos,A5022276450,exact,,name_unique
707,Pamela Schnupf,A5046120213,exact,,name_unique
708,Doron Merkler,A5074794983,exact,I114457229,round3_semantic
709,Samuel Huber,A5091016746,exact,I4210108711,round2_inst
710,Emma Wetter Slack,A5064708056,alias,I35440088,round2_inst
711,Carlos Filipe Ribeiro Lemos Pereira,A5011181093,fuzzy,I187531555,round3_semantic
712,Eran Elinav,A5082822020,exact,I53964585,round2_inst
713,Anat Herskovits,A5052845459,alias,I16391192,round2_inst
715,Melanie Greter,A5025846021,exact,,name_unique
716,Monika Wolkers,A5034302202,exact,,name_unique
717,Andreas Pichlmair,A5065431449,exact,,name_unique
718,Wolfgang Kastenmüller,A5037220835,exact,,round4_semtie
719,Mariana Luisa Tomas Gomes De Pinho,A5059434323,fuzzy,,round3_semantic
720,David Finlay,A5043959948,exact,,round4_semtie
721,Maximiliano Gabriel Gutierrez,A5068817299,alias,I2801081054,round2_inst
722,Serge Mostowy,A5000285007,exact,I4210089966,round3_semantic
723,Luisa Figueiredo,A5102351496,exact,,round4_semtie
724,Petr Broz,A5034864461,exact,I97565354,round2_inst
725,Jan-Willem Veening,A5021934828,exact,I97565354,round3_semantic
726,Victoria Cowling,A5052631798,alias,I4210143228,round2_inst
727,Dietmar Zehn,A5016497210,exact,I62916508,round4_semtie
728,Luis Manuel Valla Teixeira,A5035784421,fuzzy,,round4_semtie
729,Melanie Blokesch,A5036874273,exact,,name_unique
730,Susanne Christiane Haeussler,A5035082532,fuzzy,I4210124929,round2_inst
731,Matteo Iannacone,A5084119660,exact,,name_unique
732,Lars Dölken,A5069299747,exact,I4210126310,round2_inst
733,Martin Wim V Guilliams,A5002734104,fuzzy,I2802017950,round2_inst
734,David Sancho Madrid,A5003772177,exact,,name_unique
735,Catherine Jill Merrick,A5021262946,alias,I241749,round2_inst
736,Jakub Abramson,A5065413991,exact,,name_unique
737,Stefania Spano,A5056203171,exact,I195460627,round2_inst
738,Matthias Marti,A5004504354,exact,I7882870,round3_semantic
739,Jost Heiko Enninga,A5027674094,fuzzy,I157536573,round2_inst
740,Marc Schmidt-Supprian,A5089219567,exact,,round3_semantic
741,Marc Lecuit,A5066356842,exact,I157536573,round2_inst
742,Mario Schelhaas,A5017092501,exact,,name_unique
743,Sophie Elizabeth J. Lucas,A5058712436,fuzzy,I95674353,round2_inst
744,Adrian Liston,A5082974246,exact,I1302113299,round2_inst
745,Pavel Tolar,A5083722680,exact,,name_unique
746,Bruno Miguel De Carvalho E Silva Santos,A5030043762,fuzzy,I141596103,round3_semantic
747,Andrew Edwin Firth,A5007404143,alias,I241749,round2_inst
748,Thomas Gunther Thorsten Korn,A5067928852,fuzzy,,round3_semantic
749,Veit Helmut Hornung,A5016667606,fuzzy,I8204097,round2_inst
750,Jose Henrique Veiga Fernandes,A5083079209,fuzzy,I113358080,round2_inst
751,Satu Maarit Mustjoki,A5008868111,fuzzy,I133731052,round2_inst
752,Mark Wilson,A5101753764,exact,,round4_semtie
753,Sophie Ugolini,A5071765199,exact,,name_unique
754,Simon Fillatreau,A5033611453,exact,,name_unique
755,Markus Feuerer,A5056093622,exact,,name_unique
756,Sebastien Jean Pfeffer,A5043206101,fuzzy,I1294671590,round2_inst
757,Fotini Nina Papavasiliou,A5086882857,alias,I17937529,round2_inst
758,Marc Bajénoff,A5031460147,exact,,name_unique
759,Jason Paul Mercer,A5042993609,fuzzy,I79619799,round2_inst
760,Pablo Pelegrin Vivancos,A5060565561,exact,,round4_maxpapers
761,Maria Rescigno,A5085944050,exact,I1339471597,round2_inst
762,Mohamed-Ali Hakimi,A5039009013,exact,I1294671590,round2_inst
763,Karina Elizabeth De Visser,A5012101402,fuzzy,,round4_maxpapers
764,Eicke Latz,A5009349672,exact,,name_unique
765,Ron Dzikowski,A5023420108,exact,I197251160,round3_semantic
766,Eran Elinav,A5082822020,exact,I53964585,round2_inst
767,Robin Charles May,A5058738414,alias,I79619799,round2_inst
768,Federico Mingozzi,A5049298836,exact,,round4_semtie
769,Pierre Bruhns,A5029545795,exact,,name_unique
771,Benedicte Francoise Py,A5021951210,fuzzy,I154526488,round2_inst
772,Ronald Van Rij,A5011840137,exact,,name_unique
773,Roger Molto Pallares,A5035055430,alias,I4210120689,round2_inst
774,Madhuri Salker,A5048649402,alias,I8087733,round2_inst
775,Sophia Stoecklein,A5027583465,exact,I8204097,round2_inst
776,Claudia Langenberg,A5055584673,exact,,name_unique
777,Katja Van Den Hurk,A5049510588,exact,I3020210244,round3_semantic
778,Mads Sylvest Bergholt,A5005663670,alias,I183935753,round2_inst
779,Anna Chaimani,A5090381428,exact,,name_unique
780,Ine Lentacker,A5010359444,exact,,name_unique
781,Roy Van Der Meel,A5061977961,exact,,name_unique
782,Rebecca Richmond,A5058878388,exact,,name_unique
783,Thomas Dorlo,A5054194543,alias,I123387679,round2_inst
784,Philipp Vollmuth,A5038487968,alias,I2799391451,round2_inst
785,Bulat Ibragimov,A5070871008,exact,I124055696,round2_inst
786,Gustaf Edgren,A5075852201,exact,,name_unique
787,Marc Vaudel,A5037607788,exact,,name_unique
788,Oriol Mitjà Villar,A5052091850,exact,,name_unique
789,Betty Tijms,A5030923361,alias,,round3_semantic
790,Johannes Espolin Roksund Hov,A5087109628,alias,I184942183,round2_inst
791,Georg Winter,A5091749891,exact,,round3_semantic
792,Hrvoje Bogunovic,A5089575197,exact,,round4_semtie
793,Alessio Cantore,A5060154023,exact,,name_unique
794,Maxime Gauberti,A5023396427,exact,,name_unique
795,James Thackeray,A5105434394,exact,,name_unique
796,Michael Sommerauer,A5080852796,exact,,round3_semantic
797,Daniela Cesana,A5048554096,exact,,name_unique
798,Michael White,A5056258333,exact,I157536573,round4_semtie
799,Christian Langkammer,A5034265922,exact,,name_unique
800,Ben Jeurissen,A5052945963,exact,I149213910,round2_inst
801,Alexandre Loupy,A5061736643,exact,,name_unique
802,Paulina Salminen,A5041745937,exact,,name_unique
803,Ines Thiele,A5074725115,exact,,name_unique
804,Thomas Grünewald,A5112634135,exact,I17937529,round2_inst
